job_id	kind	corpus_id	operator_id	null_class	shorthand_variant	shorthand_scale	ax3_entropy	ax4_ttr	ax5_nmi_max	ax5_best_period	ax6_line_persistence	n
null_stratified__Astafiev__LAST_GLYPH_OF_TOKEN__seed3	operator_null_stratified	Astafiev	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.72823	0.000621482	0.000521583	7	1.60072	85280
shorthand__koeln-edd-c-119-12.xml__NULL_FREQUENCY_MATCHED_DELETION__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_FREQUENCY_MATCHED_DELETION	koeln-edd-c-119-12.xml	8.82401	0.694095	0.234332	7	2.77907	1033
operator_output__Longfellow__LAST_GLYPH_OF_TOKEN	operator_output	Longfellow	LAST_GLYPH_OF_TOKEN				3.66169	0.000665115	0.000740473	7	4.97328	33077
operator_output__Doyle__LAST_TOKEN_OF_LINE	operator_output	Doyle	LAST_TOKEN_OF_LINE				8.7497	0.341417	0.130907	7	17.0755	3670
null_random__Astafiev__PERIODIC_GLYPH_2__seed2	operator_null_random	Astafiev	PERIODIC_GLYPH_2	RANDOM_SUBSEQUENCE_MATCHED			4.62064	0.000282586	0.000287382	7	3.64838	222941
shorthand__koeln-edd-c-119-12.xml__EXPANDED	shorthand_variant	BDD_koeln-edd-c-119			EXPANDED	koeln-edd-c-119-12.xml	8.1537	0.487626	0.191969	7	7.80917	1091
null_random__Astafiev__LAST_GLYPH_OF_TOKEN__seed2	operator_null_random	Astafiev	LAST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.62158	0.00065666	0.000575982	7	3.07021	85280
operator_output__Longfellow__LAST_GLYPH_OF_LINE	operator_output	Longfellow	LAST_GLYPH_OF_LINE				3.53445	0.00381613	0.00451493	7	3.53817	5765
null_random__Doyle__NTH_TOKEN_OF_LINE_3__seed3	operator_null_random	Doyle	NTH_TOKEN_OF_LINE_3	RANDOM_SUBSEQUENCE_MATCHED			8.4638	0.30976	0.122012	7	11.7843	3535
operator_output__Astafiev__PERIODIC_TOKEN_7	operator_output	Astafiev	PERIODIC_TOKEN_7				9.39288	0.20545	0.0781407	7	17.5258	12183
operator_output__Longfellow__PERIODIC_TOKEN_3	operator_output	Longfellow	PERIODIC_TOKEN_3				9.28662	0.256303	0.0972435	7	162.341	11026
null_random__Doyle__FIRST_GLYPH_OF_LINE__seed1	operator_null_random	Doyle	FIRST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			4.1956	0.00735695	0.00640639	7	1.5727	3670
null_periodic__Astafiev__PERIODIC_TOKEN_3__phase2	operator_null_periodic	Astafiev	PERIODIC_TOKEN_3	PERIODIC_PHASE			9.55936	0.137058	0.0530383	7	57.9828	28426
null_random__Astafiev__PERIODIC_GLYPH_5__seed2	operator_null_random	Astafiev	PERIODIC_GLYPH_5	RANDOM_SUBSEQUENCE_MATCHED			4.62077	0.000650392	0.000549627	7	3.04581	89177
shorthand__koeln-edd-c-119-11.xml__NULL_POSITION_MATCHED__seed3	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	koeln-edd-c-119-11.xml	10.1775	0.683437	0.201345	7	2.73475	2723
shorthand__combined__EXPANDED	shorthand_variant	BDD_koeln-edd-c-119			EXPANDED	combined	9.96676	0.371852	0.123387	7	20.8266	7148
null_random__Longfellow__NTH_TOKEN_OF_LINE_3__seed2	operator_null_random	Longfellow	NTH_TOKEN_OF_LINE_3	RANDOM_SUBSEQUENCE_MATCHED			8.97873	0.329857	0.123318	7	57.4244	5754
null_stratified__Astafiev__LAST_GLYPH_OF_TOKEN__seed2	operator_null_stratified	Astafiev	LAST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.7237	0.00059803	0.000564725	7	1.73815	85280
null_periodic__Longfellow__PERIODIC_TOKEN_7__phase6	operator_null_periodic	Longfellow	PERIODIC_TOKEN_7	PERIODIC_PHASE			8.96021	0.353862	0.131601	7	53.3277	4725
null_stratified__Astafiev__NTH_GLYPH_OF_TOKEN_3__seed1	operator_null_stratified	Astafiev	NTH_GLYPH_OF_TOKEN_3	POSITION_STRATIFIED_RANDOM			4.62022	0.000717136	0.000629158	7	1.95012	64144
null_random__Doyle__FIRST_GLYPH_OF_TOKEN__seed3	operator_null_random	Doyle	FIRST_GLYPH_OF_TOKEN	RANDOM_SUBSEQUENCE_MATCHED			4.18089	0.000686295	0.000647203	7	1.87757	43713
null_periodic__Astafiev__PERIODIC_TOKEN_7__phase5	operator_null_periodic	Astafiev	PERIODIC_TOKEN_7	PERIODIC_PHASE			9.44798	0.207831	0.0787676	7	18.6296	12183
null_stratified__Longfellow__FIXED_OFFSET_WITHIN_GROUP_2__seed2	operator_null_stratified	Longfellow	FIXED_OFFSET_WITHIN_GROUP_2	POSITION_STRATIFIED_RANDOM			8.98609	0.256133	0.0986362	7	113.461	9335
operator_output__Longfellow__PERIODIC_TOKEN_7	operator_output	Longfellow	PERIODIC_TOKEN_7				9.03553	0.356115	0.131042	7	39.7474	4726
null_stratified__Astafiev__FIRST_GLYPH_OF_TOKEN__seed3	operator_null_stratified	Astafiev	FIRST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.72823	0.000621482	0.000521583	7	1.60072	85280
null_random__Astafiev__FIRST_TOKEN_OF_LINE__seed3	operator_null_random	Astafiev	FIRST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			9.06877	0.345429	0.130874	7	6.07634	3610
operator_output__Doyle__LAST_GLYPH_OF_TOKEN	operator_output	Doyle	LAST_GLYPH_OF_TOKEN				3.77778	0.000754924	0.000813192	7	3.18397	43713
null_stratified__Longfellow__FIRST_TOKEN_OF_LINE__seed2	operator_null_stratified	Longfellow	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			9.07087	0.337728	0.123413	7	59.1126	5765
null_periodic__Longfellow__PERIODIC_TOKEN_3__phase1	operator_null_periodic	Longfellow	PERIODIC_TOKEN_3	PERIODIC_PHASE			9.26882	0.252948	0.0952182	7	150.613	11026
operator_output__Astafiev__PERIODIC_TOKEN_2	operator_output	Astafiev	PERIODIC_TOKEN_2				9.62926	0.112031	0.0431008	7	78.3768	42640
null_stratified__Doyle__FIXED_OFFSET_WITHIN_GROUP_1__seed3	operator_null_stratified	Doyle	FIXED_OFFSET_WITHIN_GROUP_1	POSITION_STRATIFIED_RANDOM			8.92464	0.201378	0.0781301	7	26.6214	13348
null_random__Doyle__LAST_TOKEN_OF_LINE__seed2	operator_null_random	Doyle	LAST_TOKEN_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			8.63654	0.334332	0.128001	7	12.1172	3670
null_periodic__Astafiev__PERIODIC_TOKEN_7__phase6	operator_null_periodic	Astafiev	PERIODIC_TOKEN_7	PERIODIC_PHASE			9.41501	0.20637	0.0781428	7	18.503	12182
shorthand__koeln-edd-c-119-13.xml__NULL_POSITION_MATCHED__seed3	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	koeln-edd-c-119-13.xml	8.31276	0.7833	0.278603	7	0.784861	503
null_periodic__Doyle__PERIODIC_GLYPH_7__phase6	operator_null_periodic	Doyle	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.17805	0.00121875	0.00113007	7	1.78503	25436
operator_output__Doyle__PERIODIC_GLYPH_3	operator_output	Doyle	PERIODIC_GLYPH_3				4.1771	0.000623399	0.000679848	7	2.65439	59352
null_random__Astafiev__NTH_TOKEN_OF_LINE_3__seed1	operator_null_random	Astafiev	NTH_TOKEN_OF_LINE_3	RANDOM_SUBSEQUENCE_MATCHED			8.98464	0.349552	0.133595	7	8.45253	3350
null_stratified__Longfellow__LAST_GLYPH_OF_LINE__seed1	operator_null_stratified	Longfellow	LAST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM			4.15355	0.00450997	0.00437555	7	1.7592	5765
null_stratified__Astafiev__FIRST_GLYPH_OF_TOKEN__seed2	operator_null_stratified	Astafiev	FIRST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.7237	0.00059803	0.000564725	7	1.73815	85280
operator_output__Astafiev__NTH_GLYPH_OF_TOKEN_2	operator_output	Astafiev	NTH_GLYPH_OF_TOKEN_2				3.81387	0.000601188	0.000707369	7	5.21862	71525
null_stratified__Longfellow__LAST_GLYPH_OF_LINE__seed2	operator_null_stratified	Longfellow	LAST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM			4.14435	0.00450997	0.00476246	7	1.7186	5765
null_periodic__Astafiev__PERIODIC_GLYPH_3__phase1	operator_null_periodic	Astafiev	PERIODIC_GLYPH_3	PERIODIC_PHASE			4.62255	0.00038351	0.000368335	7	2.79551	148627
null_random__Longfellow__PERIODIC_GLYPH_3__seed3	operator_null_random	Longfellow	PERIODIC_GLYPH_3	RANDOM_SUBSEQUENCE_MATCHED			4.15376	0.00052234	0.000405089	7	2.38209	49776
shorthand__combined__ABBREVIATED	shorthand_variant	BDD_koeln-edd-c-119			ABBREVIATED	combined	10.1492	0.40597	0.130496	7	19.0833	7136
null_periodic__Doyle__PERIODIC_GLYPH_7__phase2	operator_null_periodic	Doyle	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.18277	0.00129732	0.00132724	7	2.2235	25437
null_random__Astafiev__NTH_GLYPH_OF_TOKEN_2__seed2	operator_null_random	Astafiev	NTH_GLYPH_OF_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			4.62188	0.000782943	0.00069527	7	3.01296	71525
null_stratified__Longfellow__FIRST_GLYPH_OF_TOKEN__seed1	operator_null_stratified	Longfellow	FIRST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.08589	0.000786045	0.000853103	7	2.67939	33077
null_periodic__Astafiev__PERIODIC_GLYPH_7__phase5	operator_null_periodic	Astafiev	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.62196	0.000879162	0.000771729	7	3.23017	63697
null_random__Astafiev__NTH_GLYPH_OF_TOKEN_3__seed2	operator_null_random	Astafiev	NTH_GLYPH_OF_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			4.62095	0.000857446	0.000800495	7	2.99065	64144
operator_output__Longfellow__PERIODIC_GLYPH_5	operator_output	Longfellow	PERIODIC_GLYPH_5				4.15165	0.000870555	0.000869287	7	2.15163	29866
carrier_baseline__Doyle	carrier_baseline	Doyle					9.17334	0.122618	0.0480464	7	62.8182	43713
null_random__Longfellow__PERIODIC_TOKEN_3__seed2	operator_null_random	Longfellow	PERIODIC_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			9.23126	0.253855	0.0962327	7	115.648	11026
null_random__Longfellow__FIXED_OFFSET_WITHIN_GROUP_2__seed3	operator_null_random	Longfellow	FIXED_OFFSET_WITHIN_GROUP_2	RANDOM_SUBSEQUENCE_MATCHED			9.22338	0.272094	0.102063	7	90.9009	9335
shorthand__koeln-edd-c-119-13.xml__NULL_RANDOM_DELETION_MATCHED__seed1	shorthand_variant	BDD_koeln-edd-c-119			NULL_RANDOM_DELETION_MATCHED	koeln-edd-c-119-13.xml	8.34382	0.785288	0.278459	7	0.786853	503
null_stratified__Longfellow__LAST_TOKEN_OF_LINE__seed1	operator_null_stratified	Longfellow	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			9.11229	0.342064	0.125197	7	54.7398	5765
null_periodic__Doyle__PERIODIC_GLYPH_5__phase2	operator_null_periodic	Doyle	PERIODIC_GLYPH_5	PERIODIC_PHASE			4.17649	0.00092668	0.00102545	7	2.03826	35611
null_random__Longfellow__FIXED_OFFSET_WITHIN_GROUP_1__seed2	operator_null_random	Longfellow	FIXED_OFFSET_WITHIN_GROUP_1	RANDOM_SUBSEQUENCE_MATCHED			9.16042	0.27188	0.103041	7	86.796	9335
null_random__Doyle__PERIODIC_TOKEN_3__seed2	operator_null_random	Doyle	PERIODIC_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			8.95973	0.195388	0.0758244	7	36.1702	14571
null_stratified__Longfellow__FIRST_GLYPH_OF_LINE__seed2	operator_null_stratified	Longfellow	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM			4.14435	0.00450997	0.00476246	7	1.7186	5765
null_stratified__Doyle__FIRST_GLYPH_OF_LINE__seed1	operator_null_stratified	Doyle	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM			4.17986	0.00735695	0.00673223	7	1.74407	3670
null_random__Longfellow__PERIODIC_TOKEN_7__seed3	operator_null_random	Longfellow	PERIODIC_TOKEN_7	RANDOM_SUBSEQUENCE_MATCHED			8.9721	0.357596	0.131049	7	42.3496	4726
null_stratified__Longfellow__NTH_GLYPH_OF_TOKEN_2__seed3	operator_null_stratified	Longfellow	NTH_GLYPH_OF_TOKEN_2	POSITION_STRATIFIED_RANDOM			4.09101	0.000803759	0.00095465	7	2.67488	32348
operator_output__Doyle__NTH_TOKEN_OF_LINE_3	operator_output	Doyle	NTH_TOKEN_OF_LINE_3				8.50412	0.312306	0.122651	7	13.7453	3535
null_stratified__Longfellow__FIRST_GLYPH_OF_LINE__seed1	operator_null_stratified	Longfellow	FIRST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM			4.15355	0.00450997	0.00437555	7	1.7592	5765
null_random__Doyle__PERIODIC_TOKEN_5__seed2	operator_null_random	Doyle	PERIODIC_TOKEN_5	RANDOM_SUBSEQUENCE_MATCHED			8.87086	0.240421	0.0916526	7	19.1207	8743
operator_output__Longfellow__NTH_GLYPH_OF_TOKEN_2	operator_output	Longfellow	NTH_GLYPH_OF_TOKEN_2				3.59497	0.000803759	0.000928957	7	5.20541	32348
carrier_baseline__Astafiev	carrier_baseline	Astafiev					9.68671	0.0771107	0.0301055	7	213.187	85280
null_stratified__Longfellow__FIRST_GLYPH_OF_TOKEN__seed2	operator_null_stratified	Longfellow	FIRST_GLYPH_OF_TOKEN	POSITION_STRATIFIED_RANDOM			4.08393	0.000786045	0.00077505	7	2.49896	33077
null_random__Astafiev__NTH_GLYPH_OF_TOKEN_3__seed3	operator_null_random	Astafiev	NTH_GLYPH_OF_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			4.61941	0.000904216	0.000802726	7	2.60582	64144
null_random__Astafiev__PERIODIC_GLYPH_5__seed3	operator_null_random	Astafiev	PERIODIC_GLYPH_5	RANDOM_SUBSEQUENCE_MATCHED			4.62212	0.000661606	0.000658231	7	2.88166	89177
null_random__Astafiev__PERIODIC_TOKEN_2__seed2	operator_null_random	Astafiev	PERIODIC_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			9.63101	0.111679	0.0426918	7	80.7583	42640
null_random__Astafiev__PERIODIC_GLYPH_7__seed3	operator_null_random	Astafiev	PERIODIC_GLYPH_7	RANDOM_SUBSEQUENCE_MATCHED			4.61883	0.000910547	0.000753382	7	2.5909	63698
null_random__Longfellow__LAST_GLYPH_OF_LINE__seed2	operator_null_random	Longfellow	LAST_GLYPH_OF_LINE	RANDOM_SUBSEQUENCE_MATCHED			4.12744	0.00433651	0.00486808	7	1.59995	5765
null_periodic__Doyle__PERIODIC_GLYPH_5__phase1	operator_null_periodic	Doyle	PERIODIC_GLYPH_5	PERIODIC_PHASE			4.17524	0.00092668	0.000860942	7	2.10139	35611
null_random__Longfellow__PERIODIC_TOKEN_5__seed2	operator_null_random	Longfellow	PERIODIC_TOKEN_5	RANDOM_SUBSEQUENCE_MATCHED			9.02817	0.313331	0.117923	7	66.4004	6616
null_periodic__Longfellow__PERIODIC_TOKEN_5__phase4	operator_null_periodic	Longfellow	PERIODIC_TOKEN_5	PERIODIC_PHASE			9.06685	0.313681	0.117864	7	77.9238	6615
null_random__Longfellow__NTH_TOKEN_OF_LINE_3__seed1	operator_null_random	Longfellow	NTH_TOKEN_OF_LINE_3	RANDOM_SUBSEQUENCE_MATCHED			9.08296	0.33316	0.123554	7	51.5625	5754
operator_output__Longfellow__FIXED_OFFSET_WITHIN_GROUP_2	operator_output	Longfellow	FIXED_OFFSET_WITHIN_GROUP_2				9.76309	0.269095	0.0995101	7	84.2719	9335
null_periodic__Longfellow__PERIODIC_TOKEN_7__phase4	operator_null_periodic	Longfellow	PERIODIC_TOKEN_7	PERIODIC_PHASE			8.93099	0.350265	0.130953	7	50.5155	4725
null_stratified__Longfellow__FIXED_OFFSET_WITHIN_GROUP_1__seed1	operator_null_stratified	Longfellow	FIXED_OFFSET_WITHIN_GROUP_1	POSITION_STRATIFIED_RANDOM			8.96832	0.255919	0.0984173	7	105.476	9335
null_random__Longfellow__NTH_TOKEN_OF_LINE_2__seed1	operator_null_random	Longfellow	NTH_TOKEN_OF_LINE_2	RANDOM_SUBSEQUENCE_MATCHED			9.08134	0.332524	0.124809	7	51.4939	5765
null_periodic__Doyle__PERIODIC_GLYPH_5__phase4	operator_null_periodic	Doyle	PERIODIC_GLYPH_5	PERIODIC_PHASE			4.18656	0.000898599	0.000890078	7	1.88081	35611
null_random__Longfellow__PERIODIC_TOKEN_2__seed2	operator_null_random	Longfellow	PERIODIC_TOKEN_2	RANDOM_SUBSEQUENCE_MATCHED			9.36915	0.213435	0.0815902	7	196.426	16539
null_periodic__Doyle__PERIODIC_TOKEN_5__phase1	operator_null_periodic	Doyle	PERIODIC_TOKEN_5	PERIODIC_PHASE			8.8407	0.237905	0.0922833	7	33.4726	8743
null_random__Doyle__PERIODIC_TOKEN_3__seed1	operator_null_random	Doyle	PERIODIC_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			8.98737	0.196349	0.0751462	7	26.8753	14571
null_periodic__Astafiev__PERIODIC_GLYPH_7__phase1	operator_null_periodic	Astafiev	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.61719	0.00084775	0.000728031	7	2.48655	63698
null_periodic__Astafiev__PERIODIC_TOKEN_5__phase4	operator_null_periodic	Astafiev	PERIODIC_TOKEN_5	PERIODIC_PHASE			9.4685	0.172549	0.0665752	7	23.1382	17056
null_periodic__Longfellow__PERIODIC_TOKEN_2__phase1	operator_null_periodic	Longfellow	PERIODIC_TOKEN_2	PERIODIC_PHASE			9.36722	0.213327	0.0806789	7	298.08	16538
carrier_baseline__Longfellow	carrier_baseline	Longfellow					9.52348	0.150407	0.0589559	7	636.98	33077
null_stratified__Astafiev__NTH_GLYPH_OF_TOKEN_3__seed3	operator_null_stratified	Astafiev	NTH_GLYPH_OF_TOKEN_3	POSITION_STRATIFIED_RANDOM			4.62235	0.000748316	0.000717983	7	2.34081	64144
null_random__Longfellow__NTH_GLYPH_OF_TOKEN_3__seed2	operator_null_random	Longfellow	NTH_GLYPH_OF_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			4.14258	0.00093505	0.000786724	7	2.0426	27806
null_random__Longfellow__PERIODIC_GLYPH_5__seed2	operator_null_random	Longfellow	PERIODIC_GLYPH_5	RANDOM_SUBSEQUENCE_MATCHED			4.14211	0.000870555	0.000723927	7	2.03975	29866
null_random__Longfellow__PERIODIC_TOKEN_3__seed3	operator_null_random	Longfellow	PERIODIC_TOKEN_3	RANDOM_SUBSEQUENCE_MATCHED			9.27734	0.25331	0.095381	7	109.828	11026
null_periodic__Doyle__PERIODIC_TOKEN_5__phase3	operator_null_periodic	Doyle	PERIODIC_TOKEN_5	PERIODIC_PHASE			8.87459	0.239305	0.0917651	7	18.9054	8742
null_stratified__Doyle__NTH_GLYPH_OF_TOKEN_2__seed1	operator_null_stratified	Doyle	NTH_GLYPH_OF_TOKEN_2	POSITION_STRATIFIED_RANDOM			4.13996	0.000851499	0.000804471	7	2.27037	41104
null_random__Doyle__PERIODIC_GLYPH_2__seed3	operator_null_random	Doyle	PERIODIC_GLYPH_2	RANDOM_SUBSEQUENCE_MATCHED			4.17958	0.00037067	0.0003904	7	2.14181	89028
null_random__Astafiev__NTH_TOKEN_OF_LINE_3__seed3	operator_null_random	Astafiev	NTH_TOKEN_OF_LINE_3	RANDOM_SUBSEQUENCE_MATCHED			9.05737	0.358806	0.131727	7	6.76802	3350
shorthand__koeln-edd-c-119-06.xml__NULL_POSITION_MATCHED__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	koeln-edd-c-119-06.xml	9.8366	0.743559	0.223912	7	2.97602	1669
shorthand__koeln-edd-c-119-07.xml__NULL_POSITION_MATCHED__seed2	shorthand_variant	BDD_koeln-edd-c-119			NULL_POSITION_MATCHED	koeln-edd-c-119-07.xml	9.09458	0.805755	0.260261	7	0.806723	834
null_random__Doyle__PERIODIC_TOKEN_7__seed1	operator_null_random	Doyle	PERIODIC_TOKEN_7	RANDOM_SUBSEQUENCE_MATCHED			8.70664	0.267574	0.103073	7	17.7461	6245
null_stratified__Longfellow__FIXED_OFFSET_WITHIN_GROUP_2__seed1	operator_null_stratified	Longfellow	FIXED_OFFSET_WITHIN_GROUP_2	POSITION_STRATIFIED_RANDOM			8.96832	0.255919	0.0984173	7	105.476	9335
null_stratified__Astafiev__FIXED_OFFSET_WITHIN_GROUP_1__seed1	operator_null_stratified	Astafiev	FIXED_OFFSET_WITHIN_GROUP_1	POSITION_STRATIFIED_RANDOM			9.52284	0.138045	0.0534123	7	51.6178	27223
null_stratified__Doyle__FIRST_TOKEN_OF_LINE__seed2	operator_null_stratified	Doyle	FIRST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			8.62648	0.327248	0.12701	7	13.0935	3670
null_stratified__Longfellow__LAST_TOKEN_OF_LINE__seed3	operator_null_stratified	Longfellow	LAST_TOKEN_OF_LINE	POSITION_STRATIFIED_RANDOM			9.12036	0.334258	0.123085	7	54.4936	5765
null_stratified__Doyle__FIXED_OFFSET_WITHIN_GROUP_2__seed2	operator_null_stratified	Doyle	FIXED_OFFSET_WITHIN_GROUP_2	POSITION_STRATIFIED_RANDOM			8.90754	0.20033	0.0776258	7	29.5093	13348
null_periodic__Astafiev__PERIODIC_GLYPH_7__phase2	operator_null_periodic	Astafiev	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.62339	0.000863449	0.000765979	7	2.82247	63698
null_periodic__Longfellow__PERIODIC_GLYPH_5__phase2	operator_null_periodic	Longfellow	PERIODIC_GLYPH_5	PERIODIC_PHASE			4.15278	0.000870584	0.000856857	7	2.08848	29865
null_stratified__Doyle__LAST_GLYPH_OF_LINE__seed2	operator_null_stratified	Doyle	LAST_GLYPH_OF_LINE	POSITION_STRATIFIED_RANDOM			4.16155	0.00790191	0.00843172	7	1.81003	3670
null_periodic__Longfellow__PERIODIC_TOKEN_5__phase2	operator_null_periodic	Longfellow	PERIODIC_TOKEN_5	PERIODIC_PHASE			9.05379	0.308541	0.114951	7	70.6064	6615
operator_output__Longfellow__FIRST_GLYPH_OF_TOKEN	operator_output	Longfellow	FIRST_GLYPH_OF_TOKEN				4.01324	0.00072558	0.000668079	7	4.55517	33077
null_periodic__Doyle__PERIODIC_GLYPH_7__phase3	operator_null_periodic	Doyle	PERIODIC_GLYPH_7	PERIODIC_PHASE			4.1741	0.00129732	0.0013104	7	2.12757	25437
