abbr_text	expan_text	count	class	uses_mark	mark_combining	ambiguous_expan	info_class
reperimⰊ	reperimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
repⰆhensione	reprehensione	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
reqⰈraⰆ	requiram	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
reqⰈsitus	requisitus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
reqⰈsitⰊ	requisitus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
reseruetⰜ	reseruetur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
resistenteⰆ	resistentem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
respondemⰊ	respondemus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
resqⰛ	resque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
restitu atⰜ 	restituatur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
restituantⰜ	restituantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
retinetⰜ	retinetur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
retributioneⰆ	retributionem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
reuelatuⰆ	reuelatum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
reuerentissimoⰗ	reuerentissimorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
reuⰇ tentes 	reuertentes	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
reuⰇti	reuerti	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
reⰆ	rem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
reⰑ cutiebat 	repercutiebat	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
reⰓbis	reprobis	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
reⰓbuⰆ	reprobum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
rigoreⰆ	rigorem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
rogationuⰆ	rogationum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
romanaⰆ	romanam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
romanⰊ	romanus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
s;	sed	1	CONTRACTION	false	false	false	CONVENTION_DEPENDENT
sa cramⰇtuⰆ 	sacramentum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
sa lutentⰜ 	salutentur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
sa luteⰆ 	salutem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
sa tisfacienduⰆ 	satisfaciendum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
sab batuⰆ 	sabbatum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
sabbatoⰗ	sabbatorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
saccuⰆ	saccum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sacer dotibⰛ 	sacerdotibus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
sacerdotalibⰛ	sacerdotalibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sacerdotesqⰛ	sacerdotesque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sacerdotibⰊ	sacerdotibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sacerdotiⰅ	sacerdotis	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sacietateⰆ	sacietatem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sacietⰜ	sacietur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sacra mⰇtuⰆ 	sacramentum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
sacri legiqⰛ 	sacrilegique	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
sacrifitiuⰆ	sacrifitium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sacrilegivⰆ	sacrilegivm	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sacrilegvⰆ	sacrilegvm	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sacroscⰇm	sacrosanctum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
sagimⰇ	sagimen	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
saleⰆ	salem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
saltiⰆ	saltim	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
saluarentⰜ	saluarentur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
saluberrimaⰆ	saluberrimam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
salubritⰇ	salubriter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
salutareⰆ	salutarem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
saluⰄrimaⰆ	saluberrimam	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
sanantⰜ	sanantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sanaⰆ	sanam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sancimⰊ	sancimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sanguisqⰛ	sanguisque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sanuⰆ	sanum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sanⰊ	sanus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
satis factioneⰆ 	satisfactionem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
satisfactio neⰆ 	satisfactionem	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
saunctionibⰛ	saunctionibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
scabelluⰆ	scabellum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
scelestuⰆ	scelestum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sciaⰆ	sciam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
scien duⰆ 	sciendum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
scimⰊ	scimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sciⰇssimo	sanctissimo	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
scoⰆⰗ	sanctorum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
scoⰇⰗqⰛ	sanctorumque	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
scripsimⰊ	scripsimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
scripturaruⰆ	scripturarum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
scrptuⰆ	scriptum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
scⰁam	secundam	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
scⰇificato	sanctificato	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
scⰇissi maⰆ 	sanctissimam	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
scⰇitate	sanctitate	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
scⰇitati	sanctitati	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
scⰇoruⰆ	sanctorum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
scⰇos	sanctos	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
scⰇuaria	sanctuaria	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
scⰇę	sanctⰂ	1	CONTRACTION	true	true	true	AMBIGUOUS_WITHOUT_CONTEXT
scⰇⰂ	sanctae	1	CONTRACTION	true	true	true	AMBIGUOUS_WITHOUT_CONTEXT
scⰏ	saeculum	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
scⰏo	saeculo	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
se cundaⰆ 	secundam	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
secⰁs	secundus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
secⰏaria	secularia	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
sedatⰜ	sedatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
seditiosuⰆ	seditiosum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
seductⰊ	seductus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
segregamⰊ	segregamus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
segregatⰊ	segregatus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
segregetⰜ	segregetur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
senten tiaⰆ 	sententiam	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
sepa ramⰊ 	separamus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
separamⰊ	separamus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
separantⰜ	separantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
separatuⰆqⰛ	separatumque	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
sepeliantⰜ	sepeliantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
septeⰆbre	septembre	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
septeⰆneⰆ	septennem	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
septi muⰆ 	septimum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
sepulchruⰆ	sepulchrum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sequen tibⰊ 	sequentibus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
sequeretⰜ	sequeretur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
seqⰈ	sequi	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ser uuⰆ 	seruum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
serieⰆ	seriem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sermoneⰆ	sermonem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
seruabuntⰜ	seruabuntur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
seruan daⰆ 	seruandam	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
seruatuⰆ	seruatum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
seruoⰗ	seruorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sextaqⰛ	sextaque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sextaⰆ	sextam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sextuⰆ	sextum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sextⰊ	sextus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
seⰆper	semper	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
seⰆpitⰇnuⰆ	sempiternum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
sicqⰛ	sicque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sierⰇ	sierunt	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
sig nificauⰆ 	significauit	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
siluaⰆ	siluam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
simpliceⰆ	simplicem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
simplicitⰇ	simpliciter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
simulqⰛ	simulque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
simⰊ	simus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sinceruⰆ	sincerum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
singuloⰗ	singulorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
situⰆ	situm	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
siⰆplici	simplici	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
siⰆplicitⰇ	simpliciter	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
soboleⰆ	sobolem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
societateⰆ	societatem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
soleⰆpnia	solempnia	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
solotenⰊ	solotenus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
soluantⰜ	soluantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
soluerentⰜ	soluerentur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
soluitⰜ	soluitur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
solutⰊ	solutus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sororibⰛ	sororibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sororisⰖ	sororisque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sotiataⰆ	sotiatam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
spa ciuⰆ 	spacium	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
spatiuⰆ	spatium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
speci alitⰇ 	specialiter	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
specialitⰇ	specialiter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
speculationeⰆ	speculationem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
speⰆ	spem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
spo liantⰜ 	spoliantur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
spuⰆ	spiritu	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
spⰇitalitⰇ	spiritaliter	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
spⰇuum	spirituum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
statu ertⰇ 	statuerunt	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
statu imⰊ 	statuimus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
statuerⰇ	statuerunt	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
statⰊ	status	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sterquiliniuⰆ	sterquilinium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
su mⰇduⰆ 	sumendum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
sua	sua	1	NO_VISIBLE_CHANGE	false	false	false	SELF_SUFFICIENT
suaqⰛ	suaque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sub diaconuⰆ 	subdiaconum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
sub scripserⰇ 	subscripserunt	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
sub scriptuⰆ 	subscriptum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
subdiaco nuⰆ 	subdiaconum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
subnota tⰜ 	subnotatur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
subplemⰇtuⰆ	subplementum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
subripiqⰛ	subripique	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
subscribatⰜ	subscribatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
subscriptuⰆ	subscriptum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
substantiaⰆ	substantiam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
subtilitⰇ	subtiliter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
subtra huntⰜ 	subtrahuntur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
subtⰊ	subtus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
succedentibⰊ	succedentibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
succes soribⰛ 	successoribus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
successioneⰆ	successionem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
successoreⰆ	successorem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
successoⰗ	successorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
sumⰆa	summa	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
sumⰆope re 	summoper	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
superi oribⰛ 	superioribus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
suplementuⰆ	suplementum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
supplicarentⰜ	supplicarentur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
supplicationibⰊ	supplicationibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
supplicitⰇ	suppliciter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
supⰋ dictis 	supradictis	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
supⰋ dictuⰆ 	supradictum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
supⰋdicta cruⰆ  	supradictacrum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
supⰋdictas	supradictas	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
supⰋdicto	supradicto	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
suspen ditⰜ 	suspenditur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
suspendantⰜ	suspendantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
suspenduntⰜ	suspenduntur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
suspicatⰜ	suspicatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
suvⰆ	suvm	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
suⰆ	sum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
suⰆma	summa	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
suⰆmis	summis	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
suⰆmopere	summopere	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
suⰆmouendi	summouendi	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
suⰆmuⰆ	summum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
suⰑ uenere 	superuenere	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
suⰑbe	superbe	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
suⰑbiⰂ	superbiⰂ	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
suⰑimpositvⰆ	superimpositvm	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
sⰆ	eus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
sⰘu	spiritu	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
ta  libⰛ 	ta libus	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
talibⰊ	talibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
taliqⰛ	talique	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
tan tuⰆ 	tantum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
tantuⰆ mⰉ 	tantummodo	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
tantuⰆmⰉ	tantummodo	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
taⰆdiu	tamdiu	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
tecuⰆ	tecum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
temporuⰆ	temporum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
teneatⰜ	teneatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
tenebantⰜ	tenebantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
tenen tⰜ 	tenentur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
teneritateⰆ	teneritatem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
terminetⰜ	terminetur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
testan tⰜ 	testantur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
testeⰆ	testem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
testi moniuⰆ 	testimonium	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
testificatⰊ	testificatus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
testiuⰆ	testium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
teⰆperasse	temperasse	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆperate	temperate	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆperent	temperent	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆpluⰆ	templum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆporalitⰇ	temporaliter	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆporaliuⰆ	temporalium	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆporis	temporis	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆporiⰄⰛ	temporibus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆporuⰆ	temporum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆpoⰗ	temporum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆprⰇ	tempore	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆptamⰇta	temptamenta	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆptauerint	temptauerint	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆptauerit	temptauerit	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆpⰉre	tempore	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
teⰆpⰊ	tempus	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
thronⰊ	thronus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
timⰇda	timenda	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
tole tanuⰆ 	toletanum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
tollamⰊ	tollamus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
tollantⰜ	tollantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
tollatⰜ	tollatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
totaⰆqⰛ	totamque	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
totiuⰊ	totius	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
trabeⰆ	trabem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
tradentⰜ	tradentur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
traduntⰜ	traduntur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
tramiteⰆ	tramitem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
trangressoribⰛ	trangressoribus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
tranquillitateⰆ	tranquillitatem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
transgre diatⰜ 	transgrediatur	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
transigantⰜ	transigantur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
transmittimⰊ	transmittimus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
tribuatⰜ	tribuatur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
tribuendaⰆ	tribuendam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
triduanuⰆ	triduanum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
triduoqⰛ	triduoque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
trⰇⰂ	terrⰂ	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
tuaruⰆ	tuarum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
tuoruⰆ	tuorum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
tuoⰗ	tuorum	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
tur bataⰆ 	turbatam	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
turpitⰇ	turpiter	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
turrⰇ	turris	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ty rannoruⰆ 	tyrannorum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
ty rannuⰆ 	tyrannum	1	OTHER_SUBSTITUTION	true	true	false	SELF_SUFFICIENT
tⰇminetⰜ	terminetur	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
tⰇminos	terminos	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
tⰇminuⰆ	terminum	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
tⰇraⰆ	terram	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
tⰇribili tⰇ 	terribiliter	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
tⰇribilisqⰛ	terribilisque	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
tⰇribilitⰇ	terribiliter	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
tⰇris	terris	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
tⰜpitudineⰆ	turpitudinem	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
uacuuⰆ	uacuum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ubiqⰛ	ubique	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
uehemⰆtⰇ	uehementer	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
uenerabilibⰛ	uenerabilibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
uenerabiliuⰆ	uenerabilium	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ueni alitⰇ 	uenialiter	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
ueniantqⰛ	ueniantque	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
uentreⰆ	uentrem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
uenundabitⰜ	uenundabitur	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
ueratioribⰊ	ueratioribus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
uerbuⰆ	uerbum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
uerecundiaⰆ	uerecundiam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
ueritateⰆ	ueritatem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
uesperaⰆ	uesperam	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
uespertinuⰆ	uespertinum	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
uesteⰆ	uestem	1	SUSPENSION	true	true	false	CONVENTION_DEPENDENT
uestibⰛ	uestibus	1	SUSPENSION	true	false	false	CONVENTION_DEPENDENT
uestimⰇ tis 	uestimentis	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
uestimⰇta	uestimenta	1	CONTRACTION	true	true	false	CONVENTION_DEPENDENT
uesⰑtina	uespertina	1	CONTRACTION	true	false	false	CONVENTION_DEPENDENT
