abbr_text	n_observed_expansions	expansions	ambiguous	info_class
imputatⰜ	1	imputatur	false	SELF_SUFFICIENT
imⰓbe	1	improbe	false	SELF_SUFFICIENT
in currimⰊ 	1	incurrimus	false	SELF_SUFFICIENT
in dissolubilitⰇ 	1	indissolubiliter	false	SELF_SUFFICIENT
in dulgentiaⰆ 	1	indulgentiam	false	SELF_SUFFICIENT
in honestuⰆ 	1	inhonestum	false	SELF_SUFFICIENT
in sidiatⰊ 	1	insidiatus	false	SELF_SUFFICIENT
in terfecerⰇ 	1	interfecerunt	false	SELF_SUFFICIENT
in terficitⰜ 	1	interficitur	false	SELF_SUFFICIENT
in tⰇdicimus 	1	interdicimus	false	SELF_SUFFICIENT
incautuⰆ	1	incautum	false	SELF_SUFFICIENT
incestvⰆ	1	incestvm	false	SELF_SUFFICIENT
incremⰇtum	1	incrementum	false	SELF_SUFFICIENT
indeqⰛ	1	indeque	false	SELF_SUFFICIENT
indicetⰜ	1	indicetur	false	SELF_SUFFICIENT
indictuⰆ	1	indictum	false	SELF_SUFFICIENT
indignuⰆ	1	indignum	false	SELF_SUFFICIENT
indignⰊ	1	indignus	false	SELF_SUFFICIENT
indiligentⰇqⰛ	1	indiligenterque	false	SELF_SUFFICIENT
indu catⰜ 	1	inducatur	false	SELF_SUFFICIENT
induatⰜ	1	induatur	false	SELF_SUFFICIENT
indubitantⰇ	1	indubitanter	false	SELF_SUFFICIENT
indulgeatⰜ	1	indulgeatur	false	SELF_SUFFICIENT
indulgentiaⰆ	1	indulgentiam	false	SELF_SUFFICIENT
indulsimⰊ	1	indulsimus	false	SELF_SUFFICIENT
industriaⰆ	1	industriam	false	SELF_SUFFICIENT
inficiantⰜ	1	inficiantur	false	SELF_SUFFICIENT
infir muⰆ 	1	infirmum	false	SELF_SUFFICIENT
informamⰜ	1	informamur	false	SELF_SUFFICIENT
infraⰖ	1	infraque	false	SELF_SUFFICIENT
inge niuⰆ 	1	ingenium	false	SELF_SUFFICIENT
ingeratⰜ	1	ingeratur	false	SELF_SUFFICIENT
ingre dientiuⰆ 	1	ingredientium	false	SELF_SUFFICIENT
ingrediatⰜ	1	ingrediatur	false	SELF_SUFFICIENT
ingressusqⰛ	1	ingressusque	false	SELF_SUFFICIENT
iniquitateⰆ	1	iniquitatem	false	SELF_SUFFICIENT
iniquuⰆ	1	iniquum	false	SELF_SUFFICIENT
iniqⰈtateⰆ	1	iniquitatem	false	SELF_SUFFICIENT
iniqⰈtatis	1	iniquitatis	false	SELF_SUFFICIENT
iniqⰉ	1	iniquo	false	SELF_SUFFICIENT
initiuⰆ	1	initium	false	SELF_SUFFICIENT
iniusticiaⰆ	1	iniusticiam	false	SELF_SUFFICIENT
inlatuⰆ	1	inlatum	false	SELF_SUFFICIENT
inma nissimuⰆ 	1	inmanissimum	false	SELF_SUFFICIENT
inmisericorditⰇ	1	inmisericorditer	false	SELF_SUFFICIENT
inmundoⰗ	1	inmundorum	false	SELF_SUFFICIENT
innocenteⰆ	1	innocentem	false	SELF_SUFFICIENT
inoportunitatibⰛ	1	inoportunitatibus	false	SELF_SUFFICIENT
inpediatⰜ	1	inpediatur	false	SELF_SUFFICIENT
inponatⰜ	1	inponatur	false	SELF_SUFFICIENT
inposituⰆ	1	inpositum	false	SELF_SUFFICIENT
inpositvⰆ	1	inpositvm	false	SELF_SUFFICIENT
inpⰆsso	1	inpraesso	false	SELF_SUFFICIENT
inqtⰇ	1	inquit	false	SELF_SUFFICIENT
inqⰈeta ri 	1	inquietari	false	SELF_SUFFICIENT
inqⰈris	1	inquiris	false	SELF_SUFFICIENT
inqⰈsitione	1	inquisitione	false	SELF_SUFFICIENT
insanuⰆ	1	insanum	false	SELF_SUFFICIENT
inscriptaⰆ	1	inscriptam	false	SELF_SUFFICIENT
inseqⰈtⰜ	1	insequitur	false	SELF_SUFFICIENT
insidianteⰆ	1	insidiantem	false	SELF_SUFFICIENT
inson teⰆ 	1	insontem	false	SELF_SUFFICIENT
insonteⰆ	1	insontem	false	SELF_SUFFICIENT
insti tutioneⰆ 	1	institutionem	false	SELF_SUFFICIENT
instigatⰊ	1	instigatus	false	SELF_SUFFICIENT
institutioneⰆ	1	institutionem	false	SELF_SUFFICIENT
instruebamⰜ	1	instruebamur	false	SELF_SUFFICIENT
instupⰈ	1	instupri	false	SELF_SUFFICIENT
intellegitⰜ	1	intellegitur	false	SELF_SUFFICIENT
intentauⰇit	1	intentauerit	false	SELF_SUFFICIENT
interduⰆ	1	interdum	false	SELF_SUFFICIENT
interfectoribⰊ	1	interfectoribus	false	SELF_SUFFICIENT
interfuerⰇ	1	interfuerunt	false	SELF_SUFFICIENT
interi tuⰆ 	1	interitum	false	SELF_SUFFICIENT
interime rentⰜ 	1	interimerentur	false	SELF_SUFFICIENT
interituⰆ	1	interitum	false	SELF_SUFFICIENT
interiⰆ	1	interim	false	SELF_SUFFICIENT
intre mⰇdo 	1	intremendo	false	SELF_SUFFICIENT
introducantⰜ	1	introducantur	false	SELF_SUFFICIENT
introducatⰜ	1	introducatur	false	SELF_SUFFICIENT
intⰆdicta	1	interdicta	false	SELF_SUFFICIENT
intⰆrogabas	1	interrogabas	false	SELF_SUFFICIENT
intⰇ	1	inter	false	SELF_SUFFICIENT
intⰇ dicatⰜ 	1	interdicatur	false	SELF_SUFFICIENT
intⰇ ficiunt 	1	interficiunt	false	SELF_SUFFICIENT
intⰇ rogauerit 	1	interrogauerit	false	SELF_SUFFICIENT
intⰇcessionibⰊ	1	intercessionibus	false	SELF_SUFFICIENT
intⰇdi cimⰊ 	1	interdicimus	false	SELF_SUFFICIENT
intⰇdicitⰜ	1	interdicitur	false	SELF_SUFFICIENT
intⰇdicti	1	interdicti	false	SELF_SUFFICIENT
intⰇdicunt	1	interdicunt	false	SELF_SUFFICIENT
intⰇdum	1	interdum	false	SELF_SUFFICIENT
intⰇemisti	1	interemisti	false	SELF_SUFFICIENT
intⰇfec tores 	1	interfectores	false	SELF_SUFFICIENT
intⰇfecerit	1	interfecerit	false	SELF_SUFFICIENT
intⰇfecerunt	1	interfecerunt	false	SELF_SUFFICIENT
intⰇfecti	1	interfecti	false	SELF_SUFFICIENT
intⰇfectores	1	interfectores	false	SELF_SUFFICIENT
intⰇfectoribⰊ	1	interfectoribus	false	SELF_SUFFICIENT
intⰇfectⰊ	1	interfectus	false	SELF_SUFFICIENT
intⰇficiens	1	interficiens	false	SELF_SUFFICIENT
intⰇficit	1	interficit	false	SELF_SUFFICIENT
intⰇficiunt	1	interficiunt	false	SELF_SUFFICIENT
intⰇposuit	1	interposuit	false	SELF_SUFFICIENT
intⰇrogatuⰆ	1	interrogatum	false	SELF_SUFFICIENT
intⰇroget	1	interroget	false	SELF_SUFFICIENT
intⰇⰡ	1	interficiuntⰡ	false	SELF_SUFFICIENT
inue niuntⰜ 	1	inueniuntur	false	SELF_SUFFICIENT
inueni untⰜ 	1	inueniuntur	false	SELF_SUFFICIENT
inuenimⰊ	1	inuenimus	false	SELF_SUFFICIENT
inuenitⰜ	1	inuenitur	false	SELF_SUFFICIENT
inuentuⰆ	1	inuentum	false	SELF_SUFFICIENT
inuentⰊ	1	inuentus	false	SELF_SUFFICIENT
inui tationeⰆ 	1	inuitationem	false	SELF_SUFFICIENT
inuiceⰆ	1	inuicem	false	SELF_SUFFICIENT
inuisibiliuⰆ	1	inuisibilium	false	SELF_SUFFICIENT
inuocati oneⰆ 	1	inuocationem	false	SELF_SUFFICIENT
inⰆciderⰇ	1	inciderit	false	SELF_SUFFICIENT
inⰑtiendⰇaⰆ	1	inpertiendam	false	SELF_SUFFICIENT
iocamⰜ	1	iocamur	false	SELF_SUFFICIENT
ipsaⰆ	1	ipsam	false	SELF_SUFFICIENT
ipsiuⰊ	1	ipsius	false	SELF_SUFFICIENT
ipsoⰗ	1	ipsorum	false	SELF_SUFFICIENT
ipsoⰗⰡ	1	ipsorum	false	SELF_SUFFICIENT
ipsuⰆ	1	ipsum	false	SELF_SUFFICIENT
irascitⰜ	1	irascitur	false	SELF_SUFFICIENT
iraⰆ	1	iram	false	SELF_SUFFICIENT
irretitⰊ	1	irretitus	false	SELF_SUFFICIENT
irruentibⰛ	1	irruentibus	false	SELF_SUFFICIENT
isaiaⰆ	1	isaiam	false	SELF_SUFFICIENT
istaⰆ	1	istam	false	SELF_SUFFICIENT
istuⰆ	1	istum	false	SELF_SUFFICIENT
itaqⰛ	1	itaque	false	SELF_SUFFICIENT
iteruⰆ	1	iterum	false	SELF_SUFFICIENT
iteⰆ	1	item	false	SELF_SUFFICIENT
itⰇ	1	iter	false	SELF_SUFFICIENT
iu dicetⰜ 	1	iudicetur	false	SELF_SUFFICIENT
iu ramⰇto 	1	iuramento	false	SELF_SUFFICIENT
iubeatⰜ	1	iubeatur	false	SELF_SUFFICIENT
iubentibⰛ	1	iubentibus	false	SELF_SUFFICIENT
iudica mⰊ 	1	iudicamus	false	SELF_SUFFICIENT
iudicamⰊ	1	iudicamus	false	SELF_SUFFICIENT
iudican duⰆ 	1	iudicandum	false	SELF_SUFFICIENT
iudicantⰜ	1	iudicantur	false	SELF_SUFFICIENT
iudicatⰜ	1	iudicatur	false	SELF_SUFFICIENT
iudicemⰜ	1	iudicemur	false	SELF_SUFFICIENT
iudicetⰜ	1	iudicetur	false	SELF_SUFFICIENT
iudiciuⰆ	1	iudicium	false	SELF_SUFFICIENT
iudęuⰆ	1	iudęum	false	SELF_SUFFICIENT
iugulamⰜ	1	iugulamur	false	SELF_SUFFICIENT
iuguntⰜ	1	iuguntur	false	SELF_SUFFICIENT
iuguⰆ	1	iugum	false	SELF_SUFFICIENT
iungantⰜ	1	iungantur	false	SELF_SUFFICIENT
iungatⰜ	1	iungatur	false	SELF_SUFFICIENT
iunguntⰜ	1	iunguntur	false	SELF_SUFFICIENT
iuramⰇ ta 	1	iuramenta	false	SELF_SUFFICIENT
iuramⰇ toruⰆ 	1	iuramentorum	false	SELF_SUFFICIENT
iuramⰇta	1	iuramenta	false	SELF_SUFFICIENT
iuramⰇto	1	iuramento	false	SELF_SUFFICIENT
iuramⰇtoⰗ	1	iuramentorum	false	SELF_SUFFICIENT
iuramⰇtuⰆ	1	iuramentum	false	SELF_SUFFICIENT
iuratⰜ	1	iuratur	false	SELF_SUFFICIENT
iurauⰇ	1	iurauit	false	SELF_SUFFICIENT
iusiuranduⰆ	1	iusiurandum	false	SELF_SUFFICIENT
iussuⰆ	1	iussum	false	SELF_SUFFICIENT
iustaⰆ	1	iustam	false	SELF_SUFFICIENT
iusti ciaⰆ 	1	iusticiam	false	SELF_SUFFICIENT
iusticiaⰆ	1	iusticiam	false	SELF_SUFFICIENT
iustiqⰛ	1	iustique	false	SELF_SUFFICIENT
iustuⰆ	1	iustum	false	SELF_SUFFICIENT
iⰁ	2	id     est; id est	true	AMBIGUOUS_WITHOUT_CONTEXT
iⰃm	1	Iesum	false	SELF_SUFFICIENT
iⰃu	2	iesu; ihesu	true	AMBIGUOUS_WITHOUT_CONTEXT
iⰆ	1	in	false	SELF_SUFFICIENT
iⰆ famia 	1	infamia	false	SELF_SUFFICIENT
iⰆ petu 	1	impetu	false	SELF_SUFFICIENT
iⰆcestuoso	1	incestuoso	false	SELF_SUFFICIENT
iⰆcestuⰆ	1	incestum	false	SELF_SUFFICIENT
iⰆcidat	1	incidat	false	SELF_SUFFICIENT
iⰆfra	1	infra	false	SELF_SUFFICIENT
iⰆgenium	1	ingenium	false	SELF_SUFFICIENT
iⰆnupti	1	innupti	false	SELF_SUFFICIENT
iⰆqⰈrenda	1	inquirenda	false	SELF_SUFFICIENT
iⰆqⰈrere	1	inquirere	false	SELF_SUFFICIENT
iⰆstruere	1	instruere	false	SELF_SUFFICIENT
iⰆtentione	1	intentione	false	SELF_SUFFICIENT
iⰆtⰇ fecerit 	1	interfecerit	false	SELF_SUFFICIENT
iⰆtⰇdictuⰆ	1	interdictum	false	SELF_SUFFICIENT
iⰆtⰇfecto	1	interfecto	false	SELF_SUFFICIENT
iⰆtⰇfectoribⰊ	1	interfectoribus	false	SELF_SUFFICIENT
iⰆtⰇficit	1	interficit	false	SELF_SUFFICIENT
iⰆuenta	1	inuenta	false	SELF_SUFFICIENT
iⰆuenti	1	inuenti	false	SELF_SUFFICIENT
iⰆuentuⰇ	1	inventum	false	SELF_SUFFICIENT
iⰇtⰇfecerit	1	interfecerit	false	SELF_SUFFICIENT
kmⰇe	1	karissime	false	SELF_SUFFICIENT
lacrimaruⰆ	1	lacrimarum	false	SELF_SUFFICIENT
lacrimisqⰛ	1	lacrimisque	false	SELF_SUFFICIENT
laicⰊ	1	laicus	false	SELF_SUFFICIENT
lapsuⰆ	1	lapsum	false	SELF_SUFFICIENT
latoreⰆ	1	latorem	false	SELF_SUFFICIENT
latronuⰆ	1	latronum	false	SELF_SUFFICIENT
laudabilitⰇ	1	laudabiliter	false	SELF_SUFFICIENT
laudeⰆ	1	laudem	false	SELF_SUFFICIENT
laudibⰛ	1	laudibus	false	SELF_SUFFICIENT
le guminibⰊ 	1	leguminibus	false	SELF_SUFFICIENT
lectioneⰆ	1	lectionem	false	SELF_SUFFICIENT
legalitⰇ	1	legaliter	false	SELF_SUFFICIENT
legatⰊ	1	legatus	false	SELF_SUFFICIENT
legeⰆ	1	legem	false	SELF_SUFFICIENT
legibⰛ	1	legibus	false	SELF_SUFFICIENT
legitimaⰆ	1	legitimam	false	SELF_SUFFICIENT
legitimuⰆ	1	legitimum	false	SELF_SUFFICIENT
legitⰜ	1	legitur	false	SELF_SUFFICIENT
leguminibⰊ	1	leguminibus	false	SELF_SUFFICIENT
leguminuⰆ	1	leguminum	false	SELF_SUFFICIENT
leguntⰜ	1	leguntur	false	SELF_SUFFICIENT
leserⰇ	1	leserunt	false	SELF_SUFFICIENT
leueⰆ	1	leuem	false	SELF_SUFFICIENT
leuitⰇqⰛ	1	leuiterque	false	SELF_SUFFICIENT
leuiuⰊ	1	leuius	false	SELF_SUFFICIENT
li minibⰛ 	1	liminibus	false	SELF_SUFFICIENT
licentiaⰆ	1	licentiam	false	SELF_SUFFICIENT
licentⰇ	1	licenter	false	SELF_SUFFICIENT
lignoⰗ	1	lignorum	false	SELF_SUFFICIENT
liminibⰊ	1	liminibus	false	SELF_SUFFICIENT
liminibⰛ	1	liminibus	false	SELF_SUFFICIENT
lineaⰆ	1	lineam	false	SELF_SUFFICIENT
liniamⰇta	1	liniamenta	false	SELF_SUFFICIENT
liquoⰗ	1	liquorum	false	SELF_SUFFICIENT
liⰄ	1	liber	false	SELF_SUFFICIENT
liⰄtateⰆ	1	libertatem	false	SELF_SUFFICIENT
locutⰊ	1	locutus	false	SELF_SUFFICIENT
locuⰆ	1	locum	false	SELF_SUFFICIENT
longaⰆ	2	longam; longamⰡ	true	AMBIGUOUS_WITHOUT_CONTEXT
loquitⰜ	1	loquitur	false	SELF_SUFFICIENT
loquuntⰜ	1	loquuntur	false	SELF_SUFFICIENT
loqⰈ	1	loqui	false	SELF_SUFFICIENT
loqⰈtⰜ	1	loquitur	false	SELF_SUFFICIENT
loqⰋtur	1	loquatur	false	SELF_SUFFICIENT
lucruⰆ	1	lucrum	false	SELF_SUFFICIENT
luctuⰆ	1	luctum	false	SELF_SUFFICIENT
lupoⰗ	1	luporum	false	SELF_SUFFICIENT
lxxiib;	2	septuaginta                             duob;; septuaginta duobus	true	AMBIGUOUS_WITHOUT_CONTEXT
lętantiuⰆ	1	lętantium	false	SELF_SUFFICIENT
lⰂticiaⰆ	1	lⰂticiam	false	SELF_SUFFICIENT
ma luⰆ 	1	malum	false	SELF_SUFFICIENT
ma ternⰊ 	1	maternus	false	SELF_SUFFICIENT
ma tⰇni 	1	materni	false	SELF_SUFFICIENT
machinamⰇto	1	machinamento	false	SELF_SUFFICIENT
magisqⰛ	1	magisque	false	SELF_SUFFICIENT
magnuⰆ	1	magnum	false	SELF_SUFFICIENT
maioribⰊ	1	maioribus	false	SELF_SUFFICIENT
maioribⰛ	1	maioribus	false	SELF_SUFFICIENT
male dictⰊ 	1	maledictus	false	SELF_SUFFICIENT
maledicetⰜ	1	maledicetur	false	SELF_SUFFICIENT
maledictuⰆ	1	maledictum	false	SELF_SUFFICIENT
maledictⰊ	1	maledictus	false	SELF_SUFFICIENT
malefaci enduⰆ 	1	malefaciendum	false	SELF_SUFFICIENT
malefactoⰗ	1	malefactorum	false	SELF_SUFFICIENT
malignvⰆ	1	malignvm	false	SELF_SUFFICIENT
maloruⰆ	1	malorum	false	SELF_SUFFICIENT
maluⰆ	1	malum	false	SELF_SUFFICIENT
malvⰆ	1	malvm	false	SELF_SUFFICIENT
mancipiuⰆ	1	mancipium	false	SELF_SUFFICIENT
mani bⰊ 	1	manibus	false	SELF_SUFFICIENT
manibⰊ	1	manibus	false	SELF_SUFFICIENT
manibⰛ	1	manibus	false	SELF_SUFFICIENT
manifestetⰜ	1	manifestetur	false	SELF_SUFFICIENT
manuⰆ	1	manum	false	SELF_SUFFICIENT
manⰊ	1	manus	false	SELF_SUFFICIENT
mar tiruⰆ 	1	martirum	false	SELF_SUFFICIENT
marituⰆ	1	maritum	false	SELF_SUFFICIENT
maritvⰆ	1	maritvm	false	SELF_SUFFICIENT
maritⰊ	1	maritus	false	SELF_SUFFICIENT
marti ruⰆ 	1	martirum	false	SELF_SUFFICIENT
martiruⰆ	1	martirum	false	SELF_SUFFICIENT
massaⰆ	1	massam	false	SELF_SUFFICIENT
matreⰆ	1	matrem	false	SELF_SUFFICIENT
matricidaⰆ	1	matricidam	false	SELF_SUFFICIENT
matrisqⰛ	1	matrisque	false	SELF_SUFFICIENT
matⰇ	1	mater	false	SELF_SUFFICIENT
matⰇni	1	materni	false	SELF_SUFFICIENT
matⰇnęⰖ	1	maternęque	false	SELF_SUFFICIENT
matⰇnⰂⰖ	1	maternⰂque	false	SELF_SUFFICIENT
matⰇtera	1	matertera	false	SELF_SUFFICIENT
matⰇtere	1	matertere	false	SELF_SUFFICIENT
matⰇterⰂ	1	materterę	false	SELF_SUFFICIENT
maxillaⰆ	1	maxillam	false	SELF_SUFFICIENT
me moriaⰆ 	1	memoriam	false	SELF_SUFFICIENT
medi etateⰆ 	1	medietatem	false	SELF_SUFFICIENT
medicinaⰆ	1	medicinam	false	SELF_SUFFICIENT
medietateⰆ	1	medietatem	false	SELF_SUFFICIENT
mediuⰆ	1	medium	false	SELF_SUFFICIENT
medoneⰆ	1	medonem	false	SELF_SUFFICIENT
mel litaⰆ 	1	mellitam	false	SELF_SUFFICIENT
menteⰆ	1	mentem	false	SELF_SUFFICIENT
mentitⰊ	1	mentitus	false	SELF_SUFFICIENT
mentiuⰆ	1	mentium	false	SELF_SUFFICIENT
mereantⰜ	1	mereantur	false	SELF_SUFFICIENT
meretⰜ	1	meretur	false	SELF_SUFFICIENT
metuⰆ	1	metum	false	SELF_SUFFICIENT
mi noribⰛ 	1	minoribus	false	SELF_SUFFICIENT
ministeriuⰆ	1	ministerium	false	SELF_SUFFICIENT
ministruⰆ	1	ministrum	false	SELF_SUFFICIENT
minoribⰛ	1	minoribus	false	SELF_SUFFICIENT
minⰊ	1	minus	false	SELF_SUFFICIENT
misceantⰜ	1	misceantur	false	SELF_SUFFICIENT
misceatⰜ	1	misceatur	false	SELF_SUFFICIENT
miscⰁa	1	misericorida	false	SELF_SUFFICIENT
miscⰁam	1	misericordiam	false	SELF_SUFFICIENT
miserationuⰆ	1	miserationum	false	SELF_SUFFICIENT
miseri cordiaⰆ 	1	misericordiam	false	SELF_SUFFICIENT
misericorditⰇ	1	misericorditer	false	SELF_SUFFICIENT
miseroⰗ	1	miserorum	false	SELF_SUFFICIENT
misimⰊ	1	misimus	false	SELF_SUFFICIENT
missaruⰆ	1	missarum	false	SELF_SUFFICIENT
missarⰗ	1	missarum	false	SELF_SUFFICIENT
missaⰆ	1	missam	false	SELF_SUFFICIENT
missu ruⰆ 	1	missurum	false	SELF_SUFFICIENT
missuⰆ	1	missum	false	SELF_SUFFICIENT
mitisqⰛ	1	mitisque	false	SELF_SUFFICIENT
mittantⰜ	1	mittantur	false	SELF_SUFFICIENT
mittatⰜ	1	mittatur	false	SELF_SUFFICIENT
miⰆam	1	misericordiam	false	SELF_SUFFICIENT
mo rietⰜ 	1	morietur	false	SELF_SUFFICIENT
mode rataqⰛ 	1	moderataque	false	SELF_SUFFICIENT
modicuⰆ	1	modicum	false	SELF_SUFFICIENT
moduⰆ	1	modum	false	SELF_SUFFICIENT
modvⰆ	1	modvm	false	SELF_SUFFICIENT
monasteriuⰆ	1	monasterium	false	SELF_SUFFICIENT
moneantⰜ	1	moneantur	false	SELF_SUFFICIENT
monebamⰜ	1	monebamur	false	SELF_SUFFICIENT
monemⰜ	1	monemur	false	SELF_SUFFICIENT
mora liuⰆ 	1	moralium	false	SELF_SUFFICIENT
moriatⰜ	1	moriatur	false	SELF_SUFFICIENT
morienteⰆ	1	morientem	false	SELF_SUFFICIENT
morietⰜ	1	morietur	false	SELF_SUFFICIENT
morteⰆ	1	mortem	false	SELF_SUFFICIENT
mortisqⰛ	1	mortisque	false	SELF_SUFFICIENT
mouentⰜ	1	mouentur	false	SELF_SUFFICIENT
multentⰜ	1	multentur	false	SELF_SUFFICIENT
multi tudineⰆ 	1	multitudinem	false	SELF_SUFFICIENT
multitudineⰆ	1	multitudinem	false	SELF_SUFFICIENT
multoruⰆ	1	multorum	false	SELF_SUFFICIENT
multuⰆ	1	multum	false	SELF_SUFFICIENT
mundaⰆ	1	mundam	false	SELF_SUFFICIENT
munduⰆ	1	mundum	false	SELF_SUFFICIENT
muroⰗ	1	murorum	false	SELF_SUFFICIENT
mutanduⰆ	1	mutandum	false	SELF_SUFFICIENT
mⰇ datium 	1	mend	false	SELF_SUFFICIENT
mⰇbra	1	membra	false	SELF_SUFFICIENT
mⰇbroⰗ	1	membrorum	false	SELF_SUFFICIENT
mⰇbruⰆ	2	membrum; menbrum	true	AMBIGUOUS_WITHOUT_CONTEXT
mⰇbrvⰆ	1	membrvm	false	SELF_SUFFICIENT
mⰇdatioruⰆ	1	mendatiorum	false	SELF_SUFFICIENT
mⰇdatiuⰆ	1	mendatium	false	SELF_SUFFICIENT
mⰇsaⰆ	1	mensam	false	SELF_SUFFICIENT
mⰇse	1	mense	false	SELF_SUFFICIENT
mⰇsem	1	mensem	false	SELF_SUFFICIENT
mⰇses	1	menses	false	SELF_SUFFICIENT
mⰇte	1	mente	false	SELF_SUFFICIENT
mⰇtimⰜ	1	mentimur	false	SELF_SUFFICIENT
mⰇtiri	1	mentiri	false	SELF_SUFFICIENT
mⰇtis	1	mentis	false	SELF_SUFFICIENT
mⰇtituⰆ	1	mentitum	false	SELF_SUFFICIENT
mⰇtitⰜ	1	mentitur	false	SELF_SUFFICIENT
mⰇtiuntⰜ	1	mentiuntur	false	SELF_SUFFICIENT
mⰈ	1	mihi	false	SELF_SUFFICIENT
mⰉ	1	modo	false	SELF_SUFFICIENT
nascuntⰜ	1	nascuntur	false	SELF_SUFFICIENT
nataleⰆ	1	natalem	false	SELF_SUFFICIENT
nataⰏ	1	natalis	false	SELF_SUFFICIENT
natiuitateⰆ	1	natiuitatem	false	SELF_SUFFICIENT
naturaⰆ	1	naturam	false	SELF_SUFFICIENT
naⰆ	1	nam	false	SELF_SUFFICIENT
naⰆqⰛ	1	namque	false	SELF_SUFFICIENT
ne ceⰆ 	1	necem	false	SELF_SUFFICIENT
ne quaⰆ 	1	nequam	false	SELF_SUFFICIENT
necduⰆ	1	necdum	false	SELF_SUFFICIENT
necessariuⰆ	1	necessarium	false	SELF_SUFFICIENT
necessita tibⰛ 	1	necessitatibus	false	SELF_SUFFICIENT
necessitateⰆ	1	necessitatem	false	SELF_SUFFICIENT
nefariaⰆ	1	nefariam	false	SELF_SUFFICIENT
nefariuⰆ	1	nefarium	false	SELF_SUFFICIENT
negligentiaⰆ	1	negligentiam	false	SELF_SUFFICIENT
nepotuⰆ	1	nepotum	false	SELF_SUFFICIENT
nepteⰆ	1	neptem	false	SELF_SUFFICIENT
nequaquaⰆ	1	nequaquam	false	SELF_SUFFICIENT
neqⰋ quaⰆ 	1	nequaquam	false	SELF_SUFFICIENT
neqⰛ	1	neque	false	SELF_SUFFICIENT
nicenuⰆ	1	nicenum	false	SELF_SUFFICIENT
nigruⰆ	1	nigrum	false	SELF_SUFFICIENT
nimiaⰆ	1	nimiam	false	SELF_SUFFICIENT
nimiruⰆ	1	nimirum	false	SELF_SUFFICIENT
nimiuⰆ	1	nimium	false	SELF_SUFFICIENT
nineiuitaruⰆ	1	nineiuitarum	false	SELF_SUFFICIENT
nititⰜ	1	nititur	false	SELF_SUFFICIENT
no mⰇ 	1	nomen	false	SELF_SUFFICIENT
no uitⰇ 	1	nouiter	false	SELF_SUFFICIENT
noctⰜnis	1	nocturnis	false	SELF_SUFFICIENT
noetibⰊ	1	noetibus	false	SELF_SUFFICIENT
nolenteⰆ	1	nolentem	false	SELF_SUFFICIENT
nominatⰜ	1	nominatur	false	SELF_SUFFICIENT
nominibⰊ	1	nominibus	false	SELF_SUFFICIENT
nomⰇ	1	nomen	false	SELF_SUFFICIENT
nonaⰆ	1	nonam	false	SELF_SUFFICIENT
nos cuntⰜ 	1	noscuntur	false	SELF_SUFFICIENT
noscuntⰜ	1	noscuntur	false	SELF_SUFFICIENT
notamⰊ	1	notamus	false	SELF_SUFFICIENT
notaⰆ	1	notam	false	SELF_SUFFICIENT
notuⰆ	1	notum	false	SELF_SUFFICIENT
noueⰆ brio 	1	nouembrio	false	SELF_SUFFICIENT
noxioruⰆ	1	noxiorum	false	SELF_SUFFICIENT
noⰄ	1	nobis	false	SELF_SUFFICIENT
nrⰇ	1	noster	false	SELF_SUFFICIENT
nrⰇa	1	nostra	false	SELF_SUFFICIENT
nrⰇam	1	nostram	false	SELF_SUFFICIENT
nrⰇi	1	nostri	false	SELF_SUFFICIENT
nrⰇiqⰛ	1	nostrique	false	SELF_SUFFICIENT
nrⰇis	1	nostris	false	SELF_SUFFICIENT
nrⰇm	1	nostrum	false	SELF_SUFFICIENT
nrⰇo	1	nostro	false	SELF_SUFFICIENT
nrⰇos	1	nostros	false	SELF_SUFFICIENT
nrⰇoⰗ	1	nostrorum	false	SELF_SUFFICIENT
nrⰇⰂ	1	nostrⰂ	false	SELF_SUFFICIENT
nuditateⰆ	1	nuditatem	false	SELF_SUFFICIENT
nudiuⰊ	1	nudius	false	SELF_SUFFICIENT
nullatenⰊ	1	nullatenus	false	SELF_SUFFICIENT
nullaⰆ	1	nullam	false	SELF_SUFFICIENT
nulluⰆ	1	nullum	false	SELF_SUFFICIENT
nulluⰊ	1	nullus	false	SELF_SUFFICIENT
nunciuⰆ	1	nuncium	false	SELF_SUFFICIENT
nup tiaruⰆ 	1	nuptiarum	false	SELF_SUFFICIENT
nusquaⰆ	1	nusquam	false	SELF_SUFFICIENT
nuⰆquam	1	numquam	false	SELF_SUFFICIENT
nuⰆquaⰆ	1	numquam	false	SELF_SUFFICIENT
nuⰑ	1	nuper	false	SELF_SUFFICIENT
nⰇ	1	non	false	SELF_SUFFICIENT
nⰇ nullaⰆ 	1	nonnullam	false	SELF_SUFFICIENT
nⰇduⰆ	1	nondum	false	SELF_SUFFICIENT
nⰇnisi	1	nonnisi	false	SELF_SUFFICIENT
ob liqⰉ 	1	obliquo	false	SELF_SUFFICIENT
obdu rentⰜ 	1	obdurentur	false	SELF_SUFFICIENT
obitⰊ	1	obitus	false	SELF_SUFFICIENT
oblationeⰆ	1	oblationem	false	SELF_SUFFICIENT
oblationibⰊ	1	oblationibus	false	SELF_SUFFICIENT
obliqⰉ	1	obliquo	false	SELF_SUFFICIENT
oblitⰊ	1	oblitus	false	SELF_SUFFICIENT
