analysis	group	n	value	note
EDIT_DISTANCE_1	SUB_r_TO_f_RIGHT_5	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_f_RIGHT_6	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_f_RIGHT_7	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_g_RIGHT_0	34	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_g_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_g_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_h_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_h_RIGHT_1	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_h_RIGHT_2	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_h_RIGHT_3	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_h_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_i_RIGHT_0	20	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_i_RIGHT_1	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_i_RIGHT_2	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_i_RIGHT_3	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_i_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_j_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_j_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_j_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_k_RIGHT_0	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_k_RIGHT_1	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_k_RIGHT_2	35	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_k_RIGHT_3	30	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_k_RIGHT_4	42	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_k_RIGHT_5	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_k_RIGHT_6	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_k_RIGHT_7	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_l_RIGHT_0	385	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_l_RIGHT_1	51	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_l_RIGHT_2	79	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_l_RIGHT_3	49	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_l_RIGHT_4	50	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_l_RIGHT_5	27	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_l_RIGHT_6	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_l_RIGHT_7	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_m_RIGHT_0	195	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_m_RIGHT_1	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_m_RIGHT_2	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_n_RIGHT_0	140	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_n_RIGHT_1	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_n_RIGHT_2	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_n_RIGHT_3	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_n_RIGHT_4	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_o_RIGHT_0	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_o_RIGHT_1	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_o_RIGHT_2	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_o_RIGHT_3	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_o_RIGHT_4	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_o_RIGHT_5	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_o_RIGHT_6	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_p_RIGHT_0	11	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_p_RIGHT_1	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_p_RIGHT_2	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_p_RIGHT_3	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_p_RIGHT_4	22	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_p_RIGHT_5	14	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_p_RIGHT_6	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_p_RIGHT_7	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_q_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_q_RIGHT_1	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_q_RIGHT_2	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_q_RIGHT_3	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_q_RIGHT_4	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_q_RIGHT_5	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_q_RIGHT_6	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_q_RIGHT_7	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_q_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_s_RIGHT_0	162	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_s_RIGHT_1	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_s_RIGHT_2	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_s_RIGHT_3	18	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_s_RIGHT_4	31	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_s_RIGHT_5	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_s_RIGHT_6	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_s_RIGHT_7	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_t_RIGHT_0	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_t_RIGHT_1	19	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_t_RIGHT_2	27	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_t_RIGHT_3	27	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_t_RIGHT_4	33	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_t_RIGHT_5	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_t_RIGHT_6	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_t_RIGHT_7	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_u_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_v_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_v_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_v_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_x_RIGHT_0	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_x_RIGHT_2	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_x_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_y_RIGHT_0	79	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_y_RIGHT_1	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_y_RIGHT_2	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_y_RIGHT_3	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_y_RIGHT_4	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_y_RIGHT_5	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_y_RIGHT_6	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_z_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_z_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_r_TO_z_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_a_RIGHT_0	18	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_a_RIGHT_1	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_a_RIGHT_2	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_a_RIGHT_3	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_a_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_a_RIGHT_5	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_b_RIGHT_0	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_c_RIGHT_0	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_c_RIGHT_1	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_c_RIGHT_2	76	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_c_RIGHT_3	158	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_c_RIGHT_4	144	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_c_RIGHT_5	115	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_c_RIGHT_6	72	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_c_RIGHT_7	51	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_c_RIGHT_8	18	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_c_RIGHT_9	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_d_RIGHT_0	126	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_d_RIGHT_1	53	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_d_RIGHT_2	32	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_d_RIGHT_3	31	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_d_RIGHT_4	53	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_d_RIGHT_5	27	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_d_RIGHT_6	22	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_d_RIGHT_7	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_e_RIGHT_0	19	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_e_RIGHT_1	42	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_e_RIGHT_2	28	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_e_RIGHT_3	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_e_RIGHT_4	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_e_RIGHT_5	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_e_RIGHT_6	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_f_RIGHT_0	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_f_RIGHT_1	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_f_RIGHT_2	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_f_RIGHT_3	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_f_RIGHT_4	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_f_RIGHT_5	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_f_RIGHT_6	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_g_RIGHT_0	34	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_g_RIGHT_3	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_h_RIGHT_0	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_h_RIGHT_1	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_h_RIGHT_2	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_h_RIGHT_3	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_h_RIGHT_4	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_h_RIGHT_7	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_i_RIGHT_0	11	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_i_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_i_RIGHT_2	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_i_RIGHT_3	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_j_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_j_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_k_RIGHT_0	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_k_RIGHT_1	28	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_k_RIGHT_2	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_k_RIGHT_3	33	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_k_RIGHT_4	40	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_k_RIGHT_5	19	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_k_RIGHT_6	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_k_RIGHT_7	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_l_RIGHT_0	147	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_l_RIGHT_1	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_l_RIGHT_2	23	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_l_RIGHT_3	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_l_RIGHT_4	30	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_l_RIGHT_5	24	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_l_RIGHT_6	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_l_RIGHT_7	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_m_RIGHT_0	72	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_m_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_m_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_n_RIGHT_0	39	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_n_RIGHT_2	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_n_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_o_RIGHT_0	88	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_o_RIGHT_1	20	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_o_RIGHT_2	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_o_RIGHT_3	18	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_o_RIGHT_4	25	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_o_RIGHT_5	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_o_RIGHT_6	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_o_RIGHT_7	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_p_RIGHT_0	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_p_RIGHT_1	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_p_RIGHT_2	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_p_RIGHT_3	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_p_RIGHT_4	29	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_p_RIGHT_5	14	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_p_RIGHT_6	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_p_RIGHT_7	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_q_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_q_RIGHT_1	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_q_RIGHT_2	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_q_RIGHT_3	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_q_RIGHT_4	25	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_q_RIGHT_5	20	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_q_RIGHT_6	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_q_RIGHT_7	11	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_q_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_q_RIGHT_9	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_r_RIGHT_0	162	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_r_RIGHT_1	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_r_RIGHT_2	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_r_RIGHT_3	18	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_r_RIGHT_4	31	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_r_RIGHT_5	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_r_RIGHT_6	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_r_RIGHT_7	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_t_RIGHT_0	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_t_RIGHT_1	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_t_RIGHT_2	21	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_t_RIGHT_3	23	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_t_RIGHT_4	35	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_t_RIGHT_5	19	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_t_RIGHT_6	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_t_RIGHT_7	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_u_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_v_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_v_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_v_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_x_RIGHT_0	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_x_RIGHT_2	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_x_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_y_RIGHT_0	205	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_y_RIGHT_1	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_y_RIGHT_2	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_y_RIGHT_3	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_y_RIGHT_4	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_y_RIGHT_5	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_y_RIGHT_6	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_z_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_z_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_s_TO_z_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_a_RIGHT_0	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_a_RIGHT_1	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_a_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_a_RIGHT_3	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_a_RIGHT_4	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_a_RIGHT_6	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_b_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_c_RIGHT_0	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_c_RIGHT_1	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_c_RIGHT_2	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_c_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_d_RIGHT_0	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_d_RIGHT_1	56	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_d_RIGHT_2	76	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_t_TO_d_RIGHT_3	61	1	exact positional arithmetic consistency; representation-induced
