opaque_id	ground_truth_class	implementation	variant	scale	tokens	replicate	seed	path
s-665090602867	M5	INDEPENDENT	2	MEDIUM	2048	0	10243471102337812274	research/phase3/task86c/inputs/s-665090602867/medium/r00.txt
s-665090602867	M5	INDEPENDENT	2	MEDIUM	2048	1	3450507849702346681	research/phase3/task86c/inputs/s-665090602867/medium/r01.txt
s-665090602867	M5	INDEPENDENT	2	MEDIUM	2048	2	1177159496766927656	research/phase3/task86c/inputs/s-665090602867/medium/r02.txt
s-665090602867	M5	INDEPENDENT	2	MEDIUM	2048	3	16683630887520247827	research/phase3/task86c/inputs/s-665090602867/medium/r03.txt
s-665090602867	M5	INDEPENDENT	2	MEDIUM	2048	4	9130854159657676077	research/phase3/task86c/inputs/s-665090602867/medium/r04.txt
s-665090602867	M5	INDEPENDENT	2	MEDIUM	2048	5	10951428552718514178	research/phase3/task86c/inputs/s-665090602867/medium/r05.txt
s-665090602867	M5	INDEPENDENT	2	MEDIUM	2048	6	13584770043267713565	research/phase3/task86c/inputs/s-665090602867/medium/r06.txt
s-665090602867	M5	INDEPENDENT	2	MEDIUM	2048	7	11468626994224301260	research/phase3/task86c/inputs/s-665090602867/medium/r07.txt
s-665090602867	M5	INDEPENDENT	2	VOYNICH_SCALE	38000	0	542182717534292526	research/phase3/task86c/inputs/s-665090602867/voynich_scale/r00.txt
s-665090602867	M5	INDEPENDENT	2	VOYNICH_SCALE	38000	1	10420181331016418599	research/phase3/task86c/inputs/s-665090602867/voynich_scale/r01.txt
s-665090602867	M5	INDEPENDENT	2	VOYNICH_SCALE	38000	2	14188226391653170159	research/phase3/task86c/inputs/s-665090602867/voynich_scale/r02.txt
s-665090602867	M5	INDEPENDENT	2	VOYNICH_SCALE	38000	3	940033281939922231	research/phase3/task86c/inputs/s-665090602867/voynich_scale/r03.txt
s-665090602867	M5	INDEPENDENT	2	VOYNICH_SCALE	38000	4	1539300013901216826	research/phase3/task86c/inputs/s-665090602867/voynich_scale/r04.txt
s-665090602867	M5	INDEPENDENT	2	VOYNICH_SCALE	38000	5	9267645970681667976	research/phase3/task86c/inputs/s-665090602867/voynich_scale/r05.txt
s-665090602867	M5	INDEPENDENT	2	VOYNICH_SCALE	38000	6	16792980230184433898	research/phase3/task86c/inputs/s-665090602867/voynich_scale/r06.txt
s-665090602867	M5	INDEPENDENT	2	VOYNICH_SCALE	38000	7	18163292074247749297	research/phase3/task86c/inputs/s-665090602867/voynich_scale/r07.txt
s-665090602867	M5	INDEPENDENT	2	LARGE	65536	0	588573874433884902	research/phase3/task86c/inputs/s-665090602867/large/r00.txt
s-665090602867	M5	INDEPENDENT	2	LARGE	65536	1	16381893419306486413	research/phase3/task86c/inputs/s-665090602867/large/r01.txt
s-665090602867	M5	INDEPENDENT	2	LARGE	65536	2	14404653074637199450	research/phase3/task86c/inputs/s-665090602867/large/r02.txt
s-665090602867	M5	INDEPENDENT	2	LARGE	65536	3	563970930378939390	research/phase3/task86c/inputs/s-665090602867/large/r03.txt
s-665090602867	M5	INDEPENDENT	2	LARGE	65536	4	2260012847436843064	research/phase3/task86c/inputs/s-665090602867/large/r04.txt
s-665090602867	M5	INDEPENDENT	2	LARGE	65536	5	12594034981828466811	research/phase3/task86c/inputs/s-665090602867/large/r05.txt
s-665090602867	M5	INDEPENDENT	2	LARGE	65536	6	11282023809617352738	research/phase3/task86c/inputs/s-665090602867/large/r06.txt
s-665090602867	M5	INDEPENDENT	2	LARGE	65536	7	4094903716324506168	research/phase3/task86c/inputs/s-665090602867/large/r07.txt
s-b64b9d917e62	M5	INDEPENDENT	3	SMALL	512	0	7077076393201373091	research/phase3/task86c/inputs/s-b64b9d917e62/small/r00.txt
s-b64b9d917e62	M5	INDEPENDENT	3	SMALL	512	1	6743961109255657927	research/phase3/task86c/inputs/s-b64b9d917e62/small/r01.txt
s-b64b9d917e62	M5	INDEPENDENT	3	SMALL	512	2	13995970121578104582	research/phase3/task86c/inputs/s-b64b9d917e62/small/r02.txt
s-b64b9d917e62	M5	INDEPENDENT	3	SMALL	512	3	13279203746559310232	research/phase3/task86c/inputs/s-b64b9d917e62/small/r03.txt
s-b64b9d917e62	M5	INDEPENDENT	3	SMALL	512	4	9938903049742155076	research/phase3/task86c/inputs/s-b64b9d917e62/small/r04.txt
s-b64b9d917e62	M5	INDEPENDENT	3	SMALL	512	5	10798233077294980148	research/phase3/task86c/inputs/s-b64b9d917e62/small/r05.txt
s-b64b9d917e62	M5	INDEPENDENT	3	SMALL	512	6	12195559208262111830	research/phase3/task86c/inputs/s-b64b9d917e62/small/r06.txt
s-b64b9d917e62	M5	INDEPENDENT	3	SMALL	512	7	9432371964164066230	research/phase3/task86c/inputs/s-b64b9d917e62/small/r07.txt
s-b64b9d917e62	M5	INDEPENDENT	3	MEDIUM	2048	0	14289359195278012418	research/phase3/task86c/inputs/s-b64b9d917e62/medium/r00.txt
s-b64b9d917e62	M5	INDEPENDENT	3	MEDIUM	2048	1	1411585455286785172	research/phase3/task86c/inputs/s-b64b9d917e62/medium/r01.txt
s-b64b9d917e62	M5	INDEPENDENT	3	MEDIUM	2048	2	14566130139933752665	research/phase3/task86c/inputs/s-b64b9d917e62/medium/r02.txt
s-b64b9d917e62	M5	INDEPENDENT	3	MEDIUM	2048	3	10118478628041948361	research/phase3/task86c/inputs/s-b64b9d917e62/medium/r03.txt
s-b64b9d917e62	M5	INDEPENDENT	3	MEDIUM	2048	4	15218432873088464508	research/phase3/task86c/inputs/s-b64b9d917e62/medium/r04.txt
s-b64b9d917e62	M5	INDEPENDENT	3	MEDIUM	2048	5	4430379782689203968	research/phase3/task86c/inputs/s-b64b9d917e62/medium/r05.txt
s-b64b9d917e62	M5	INDEPENDENT	3	MEDIUM	2048	6	8412533230742472158	research/phase3/task86c/inputs/s-b64b9d917e62/medium/r06.txt
s-b64b9d917e62	M5	INDEPENDENT	3	MEDIUM	2048	7	17365954736564500664	research/phase3/task86c/inputs/s-b64b9d917e62/medium/r07.txt
s-b64b9d917e62	M5	INDEPENDENT	3	VOYNICH_SCALE	38000	0	2309117053021446342	research/phase3/task86c/inputs/s-b64b9d917e62/voynich_scale/r00.txt
s-b64b9d917e62	M5	INDEPENDENT	3	VOYNICH_SCALE	38000	1	18208412569131495521	research/phase3/task86c/inputs/s-b64b9d917e62/voynich_scale/r01.txt
s-b64b9d917e62	M5	INDEPENDENT	3	VOYNICH_SCALE	38000	2	12474290325944103206	research/phase3/task86c/inputs/s-b64b9d917e62/voynich_scale/r02.txt
s-b64b9d917e62	M5	INDEPENDENT	3	VOYNICH_SCALE	38000	3	1534667187770385231	research/phase3/task86c/inputs/s-b64b9d917e62/voynich_scale/r03.txt
s-b64b9d917e62	M5	INDEPENDENT	3	VOYNICH_SCALE	38000	4	3357680896700112198	research/phase3/task86c/inputs/s-b64b9d917e62/voynich_scale/r04.txt
s-b64b9d917e62	M5	INDEPENDENT	3	VOYNICH_SCALE	38000	5	6506174877265798276	research/phase3/task86c/inputs/s-b64b9d917e62/voynich_scale/r05.txt
s-b64b9d917e62	M5	INDEPENDENT	3	VOYNICH_SCALE	38000	6	8478071817526396010	research/phase3/task86c/inputs/s-b64b9d917e62/voynich_scale/r06.txt
s-b64b9d917e62	M5	INDEPENDENT	3	VOYNICH_SCALE	38000	7	17243219834984107694	research/phase3/task86c/inputs/s-b64b9d917e62/voynich_scale/r07.txt
s-b64b9d917e62	M5	INDEPENDENT	3	LARGE	65536	0	15528813099454426761	research/phase3/task86c/inputs/s-b64b9d917e62/large/r00.txt
s-b64b9d917e62	M5	INDEPENDENT	3	LARGE	65536	1	17527901331859709387	research/phase3/task86c/inputs/s-b64b9d917e62/large/r01.txt
s-b64b9d917e62	M5	INDEPENDENT	3	LARGE	65536	2	5121155210318776655	research/phase3/task86c/inputs/s-b64b9d917e62/large/r02.txt
s-b64b9d917e62	M5	INDEPENDENT	3	LARGE	65536	3	2543200271013170026	research/phase3/task86c/inputs/s-b64b9d917e62/large/r03.txt
s-b64b9d917e62	M5	INDEPENDENT	3	LARGE	65536	4	7590499763063138346	research/phase3/task86c/inputs/s-b64b9d917e62/large/r04.txt
s-b64b9d917e62	M5	INDEPENDENT	3	LARGE	65536	5	9120927100887711993	research/phase3/task86c/inputs/s-b64b9d917e62/large/r05.txt
s-b64b9d917e62	M5	INDEPENDENT	3	LARGE	65536	6	10831144660408788581	research/phase3/task86c/inputs/s-b64b9d917e62/large/r06.txt
s-b64b9d917e62	M5	INDEPENDENT	3	LARGE	65536	7	1750719410787028351	research/phase3/task86c/inputs/s-b64b9d917e62/large/r07.txt
