artifact	artifact_sha256	section_path_key	rule_golden_id	semantic_role	current_behavior	h_sc03_relevance	repair_required	resulting_authority
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:785	M0	M0 semantic/golden	"8"",""p_a"":""0.375"",""p_b"":""0.25"",""p_eos"":""0.375"",""score_ab_bits"":""4.8300749985576878""},""id"":""M0-FIT"",""input"":{""alpha"":""1"",""tokens"":[""ab"",""a""]},""operation"":""M0 fit/score/generate""},{""expected"":{""alpha0_status"":""NOT_ASSESSABLE"",""mapped"":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"""	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:803	alpha	M0 semantic/golden	"p_b"":""0.25"",""p_eos"":""0.375"",""score_ab_bits"":""4.8300749985576878""},""id"":""M0-FIT"",""input"":{""alpha"":""1"",""tokens"":[""ab"",""a""]},""operation"":""M0 fit/score/generate""},{""expected"":{""alpha0_status"":""NOT_ASSESSABLE"",""mapped"":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:848	M0	M0 semantic/golden	"4.8300749985576878""},""id"":""M0-FIT"",""input"":{""alpha"":""1"",""tokens"":[""ab"",""a""]},""operation"":""M0 fit/score/generate""},{""expected"":{""alpha0_status"":""NOT_ASSESSABLE"",""mapped"":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0 unseen""},{""expected_events"":[""a"",""<EOS>"","	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:886	alpha	M0 semantic/golden	"put"":{""alpha"":""1"",""tokens"":[""ab"",""a""]},""operation"":""M0 fit/score/generate""},{""expected"":{""alpha0_status"":""NOT_ASSESSABLE"",""mapped"":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0 unseen""},{""expected_events"":[""a"",""<EOS>"",""b"",""b"",""<EOS>""],""id"":""M0-BOUNDARY"",""inpu"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:929	UNK	M0 semantic/golden	"ration"":""M0 fit/score/generate""},{""expected"":{""alpha0_status"":""NOT_ASSESSABLE"",""mapped"":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0 unseen""},{""expected_events"":[""a"",""<EOS>"",""b"",""b"",""<EOS>""],""id"":""M0-BOUNDARY"",""input"":[""a"",""bb""],""operation"":""M0 boundary""},"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:945	alpha	M0 semantic/golden	"score/generate""},{""expected"":{""alpha0_status"":""NOT_ASSESSABLE"",""mapped"":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0 unseen""},{""expected_events"":[""a"",""<EOS>"",""b"",""b"",""<EOS>""],""id"":""M0-BOUNDARY"",""input"":[""a"",""bb""],""operation"":""M0 boundary""},{""expected"":""M0-ii"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:970	M0	M0 semantic/golden	"ed"":{""alpha0_status"":""NOT_ASSESSABLE"",""mapped"":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0 unseen""},{""expected_events"":[""a"",""<EOS>"",""b"",""b"",""<EOS>""],""id"":""M0-BOUNDARY"",""input"":[""a"",""bb""],""operation"":""M0 boundary""},{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:1016	M0	M0 semantic/golden	":""<UNK>"",""positive_alpha"":""positive""},""id"":""M0-UNSEEN"",""input"":{""glyph"":""z""},""operation"":""M0 unseen""},{""expected_events"":[""a"",""<EOS>"",""b"",""b"",""<EOS>""],""id"":""M0-BOUNDARY"",""input"":[""a"",""bb""],""operation"":""M0 boundary""},{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-i"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:1083	M0	M0 semantic/golden	"yph"":""z""},""operation"":""M0 unseen""},{""expected_events"":[""a"",""<EOS>"",""b"",""b"",""<EOS>""],""id"":""M0-BOUNDARY"",""input"":[""a"",""bb""],""operation"":""M0 boundary""},{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2"""	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:1128	M0	M0 semantic/golden	"_events"":[""a"",""<EOS>"",""b"",""b"",""<EOS>""],""id"":""M0-BOUNDARY"",""input"":[""a"",""bb""],""operation"":""M0 boundary""},{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},{""expec"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:1155	M0	M0 semantic/golden	"b"",""<EOS>""],""id"":""M0-BOUNDARY"",""input"":[""a"",""bb""],""operation"":""M0 boundary""},{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},{""expected"":""a"",""id"":""M0-GEN"",""inp"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:1173	M0	M0 semantic/golden	"M0-BOUNDARY"",""input"":[""a"",""bb""],""operation"":""M0 boundary""},{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},{""expected"":""a"",""id"":""M0-GEN"",""input"":{""cdf"":[[""a"","""	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:1208	M0	M0 semantic/golden	"eration"":""M0 boundary""},{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},{""expected"":""a"",""id"":""M0-GEN"",""input"":{""cdf"":[[""a"",""0.5""],[""<EOS>"",""1""]],""uniforms"":[""0"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:1224	M0	M0 semantic/golden	"ndary""},{""expected"":""M0-iid-0p1"",""id"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},{""expected"":""a"",""id"":""M0-GEN"",""input"":{""cdf"":[[""a"",""0.5""],[""<EOS>"",""1""]],""uniforms"":[""0.25"",""0.75""]},""o"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:1259	M0	M0 semantic/golden	"d"":""M0-SELECT"",""input"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},{""expected"":""a"",""id"":""M0-GEN"",""input"":{""cdf"":[[""a"",""0.5""],[""<EOS>"",""1""]],""uniforms"":[""0.25"",""0.75""]},""operation"":""deterministic generation"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:1278	M0	M0 semantic/golden	"ut"":{""complexity"":{""M0-iid-0p1"":40,""M0-iid-0p5"":40},""validation_pm2"":{""M0-iid-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},{""expected"":""a"",""id"":""M0-GEN"",""input"":{""cdf"":[[""a"",""0.5""],[""<EOS>"",""1""]],""uniforms"":[""0.25"",""0.75""]},""operation"":""deterministic generation""},{""expected_conte"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:1355	M0	M0 semantic/golden	"-0p1"":""1.2"",""M0-iid-0p5"":""1.2""}},""operation"":""smoothing selection""},{""expected"":""a"",""id"":""M0-GEN"",""input"":{""cdf"":[[""a"",""0.5""],[""<EOS>"",""1""]],""uniforms"":[""0.25"",""0.75""]},""operation"":""deterministic generation""},{""expected_context_events"":[[""<BOS>"",""a""],[""a"",""b""],[""b"",""<EOS>""]],""id"":""M1-O1"",""input"":{""tok"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:1925	M0	M0 semantic/golden	"token"":""a""},""operation"":""M1 order3""},{""expected"":""recursively drop oldest glyph to order0 M0 row"",""id"":""M1-UNSEEN"",""input"":{""context"":""xyz""},""operation"":""M1 unseen context""},{""expected"":{""retain_ba"":true,""tie_prune"":true},""id"":""M2-INDUCT"",""input"":{""counts"":{""a"":4,""ba"":4},""gain_bits"":""2""},""operation"":"""	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:2272	alpha	M0 semantic/golden	"anonical_transitions"":[[0,""a"",1],[1,""a"",2]],""minimum_states"":3},""id"":""M3-EXACT"",""input"":{""alphabet"":[""a""],""positive"":[""a"",""aa""]},""operation"":""M3 exact""},{""expected_first_merge"":""0,2"",""id"":""M3-APPROX"",""input"":{""merge_scores"":{""0,1"":""0.05"",""0,2"":""0.01""}},""operation"":""M3 approximate""},{""expected"":{""emission"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:2544	unk	M0 semantic/golden	"roximate""},{""expected"":{""emission_a"":""0.5"",""emission_eos"":""0.33333333333333331"",""emission_unk"":""0.16666666666666666"",""transition_0_0"":""1""},""id"":""M4-EM"",""input"":{""alpha"":""1"",""events"":{""<EOS>"":1,""<UNK>"":0,""a"":2},""initial"":""one-state""},""operation"":""M4 one EM iteration""},{""expected"":true,""id"":""M4-CONVERGE"""	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:2616	alpha	M0 semantic/golden	"333331"",""emission_unk"":""0.16666666666666666"",""transition_0_0"":""1""},""id"":""M4-EM"",""input"":{""alpha"":""1"",""events"":{""<EOS>"":1,""<UNK>"":0,""a"":2},""initial"":""one-state""},""operation"":""M4 one EM iteration""},{""expected"":true,""id"":""M4-CONVERGE"",""input"":{""ll_new"":""-9.9999999995"",""ll_old"":""-10""},""operation"":""M4 converg"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:2649	UNK	M0 semantic/golden	"6666666666"",""transition_0_0"":""1""},""id"":""M4-EM"",""input"":{""alpha"":""1"",""events"":{""<EOS>"":1,""<UNK>"":0,""a"":2},""initial"":""one-state""},""operation"":""M4 one EM iteration""},{""expected"":true,""id"":""M4-CONVERGE"",""input"":{""ll_new"":""-9.9999999995"",""ll_old"":""-10""},""operation"":""M4 convergence""},{""expected_restart"":1,""i"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:4326	alpha	M0 semantic/golden	"NEGATIVE_TEST_NOT_IDENTIFIABLE"",""status"":""NOT_ASSESSABLE""},""id"":""PM6-SATURATED"",""input"":{""alphabet"":[""a""],""length"":1,""observed"":[""a""]},""operation"":""PM6 saturated""},{""expected"":""0.038499999999999993"",""id"":""STRUCT-THRESH"",""input"":{""floor"":""0.02"",""null"":[""0.01"",""0.02"",""0.03"",""0.04""]},""operation"":""structural"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:4763	M0	M0 semantic/golden	""",""PASS"",""FAIL""]},""operation"":""structural aggregation""},{""expected_bits"":42,""id"":""COMPLEX-M0"",""input"":{""parameters"":32,""structure"":10},""operation"":""complexity M0""},{""expected_bits"":42,""id"":""COMPLEX-M1"",""input"":{""parameters"":32,""structure"":10},""operation"":""complexity M1""},{""expected_bits"":42,""id"":""COMP"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:4832	M0	M0 semantic/golden	"ts"":42,""id"":""COMPLEX-M0"",""input"":{""parameters"":32,""structure"":10},""operation"":""complexity M0""},{""expected_bits"":42,""id"":""COMPLEX-M1"",""input"":{""parameters"":32,""structure"":10},""operation"":""complexity M1""},{""expected_bits"":42,""id"":""COMPLEX-M2"",""input"":{""parameters"":32,""structure"":10},""operation"":""complex"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:5458	M0	M0 semantic/golden	"ity M5""},{""expected"":{""class"":""M1"",""status"":""UNIQUE_MINIMUM""},""id"":""MINIMALITY"",""input"":{""M0"":""FAIL"",""M1"":""PASS"",""M2"":""PASS"",""complexity"":{""M1"":100,""M2"":120}},""operation"":""minimality""},{""expected"":""NONE"",""id"":""NONE"",""input"":{""M0-M5"":""all candidates assessable and inadequate""},""operation"":""NONE""},{""exp"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:5594	M0	M0 semantic/golden	""":{""M1"":100,""M2"":120}},""operation"":""minimality""},{""expected"":""NONE"",""id"":""NONE"",""input"":{""M0-M5"":""all candidates assessable and inadequate""},""operation"":""NONE""},{""expected"":""NOT_IDENTIFIABLE"",""id"":""NOT-ID"",""input"":{""M0"":""FAIL"",""M1"":""NOT_ASSESSABLE"",""M2"":""PASS""},""operation"":""NOT_IDENTIFIABLE""},{""expect"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:5720	M0	M0 semantic/golden	"d inadequate""},""operation"":""NONE""},{""expected"":""NOT_IDENTIFIABLE"",""id"":""NOT-ID"",""input"":{""M0"":""FAIL"",""M1"":""NOT_ASSESSABLE"",""M2"":""PASS""},""operation"":""NOT_IDENTIFIABLE""},{""expected"":""NOT_REACHED"",""id"":""REACH"",""input"":{""downstream"":""GENERATION"",""stage"":""PREDICTIVE"",""status"":""FAIL""},""operation"":""reachabil"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:6283	M0	M0 semantic/golden	"ected"":""j-d85279815a36c30515b0be66387c99c3303fa09e"",""id"":""JOBID"",""input"":{""candidate_id"":""M0-iid-0"",""contract_version"":""G1_V2_EXECUTABLE_CONTRACT_V1"",""control_instance_id"":""DEV_M0_A/8000/0"",""dependencies"":[],""metric_id_or_null"":null,""replicate_or_null"":null,""scale_or_null"":null,""stage"":""FIT""},""operati"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c/golden/G1V2_GOLDEN_SUITE.json	62236164f737ea56c55c061d9c320248af4be8e02c242263a096ec651cb694a1	line:1:byte:6370	M0_	M0 semantic/golden	""":""M0-iid-0"",""contract_version"":""G1_V2_EXECUTABLE_CONTRACT_V1"",""control_instance_id"":""DEV_M0_A/8000/0"",""dependencies"":[],""metric_id_or_null"":null,""replicate_or_null"":null,""scale_or_null"":null,""stage"":""FIT""},""operation"":""JobID""}],""version"":""G1V2-GOLDEN-1""}"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:2:byte:0	M0	M0 semantic/golden	"M0-iid-0	M0	iid	""{""""alpha"""":""""0""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:2:byte:9	M0	M0 semantic/golden	"M0-iid-0	M0	iid	""{""""alpha"""":""""0""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:2:byte:20	alpha	M0 semantic/golden	"M0-iid-0	M0	iid	""{""""alpha"""":""""0""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:2:byte:36	M0_	M0 semantic/golden	"M0-iid-0	M0	iid	""{""""alpha"""":""""0""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:2:byte:78	m0	M0 semantic/golden	"M0-iid-0	M0	iid	""{""""alpha"""":""""0""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:3:byte:0	M0	M0 semantic/golden	"M0-iid-0p1	M0	iid	""{""""alpha"""":""""0.1""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:3:byte:11	M0	M0 semantic/golden	"M0-iid-0p1	M0	iid	""{""""alpha"""":""""0.1""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:3:byte:22	alpha	M0 semantic/golden	"M0-iid-0p1	M0	iid	""{""""alpha"""":""""0.1""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:3:byte:40	M0_	M0 semantic/golden	"M0-iid-0p1	M0	iid	""{""""alpha"""":""""0.1""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:3:byte:82	m0	M0 semantic/golden	"M0-iid-0p1	M0	iid	""{""""alpha"""":""""0.1""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:4:byte:0	M0	M0 semantic/golden	"M0-iid-0p5	M0	iid	""{""""alpha"""":""""0.5""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:4:byte:11	M0	M0 semantic/golden	"M0-iid-0p5	M0	iid	""{""""alpha"""":""""0.5""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:4:byte:22	alpha	M0 semantic/golden	"M0-iid-0p5	M0	iid	""{""""alpha"""":""""0.5""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:4:byte:40	M0_	M0 semantic/golden	"M0-iid-0p5	M0	iid	""{""""alpha"""":""""0.5""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:4:byte:82	m0	M0 semantic/golden	"M0-iid-0p5	M0	iid	""{""""alpha"""":""""0.5""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:5:byte:0	M0	M0 semantic/golden	"M0-iid-1	M0	iid	""{""""alpha"""":""""1""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:5:byte:9	M0	M0 semantic/golden	"M0-iid-1	M0	iid	""{""""alpha"""":""""1""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:5:byte:20	alpha	M0 semantic/golden	"M0-iid-1	M0	iid	""{""""alpha"""":""""1""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:5:byte:36	M0_	M0 semantic/golden	"M0-iid-1	M0	iid	""{""""alpha"""":""""1""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
