pattern_type	length	pattern	token_type_count	token_frequency_count	productivity_class
PREFIX	4	okar	14	173	PRODUCTIVE
PREFIX	4	okas	4	7	RARE
PREFIX	4	okch	58	233	PRODUCTIVE
PREFIX	4	okdy	1	1	RARE
PREFIX	4	okea	11	36	PRODUCTIVE
PREFIX	4	okec	13	25	PRODUCTIVE
PREFIX	4	oked	15	160	PRODUCTIVE
PREFIX	4	okee	65	497	PRODUCTIVE
PREFIX	4	okeg	1	1	RARE
PREFIX	4	okem	1	1	RARE
PREFIX	4	okeo	42	214	PRODUCTIVE
PREFIX	4	okes	9	12	RARE
PREFIX	4	okey	6	70	RARE
PREFIX	4	okii	1	2	RARE
PREFIX	4	okil	1	1	RARE
PREFIX	4	okir	1	1	RARE
PREFIX	4	okla	1	1	RARE
PREFIX	4	okld	1	1	RARE
PREFIX	4	oklo	1	1	RARE
PREFIX	4	okoa	2	3	RARE
PREFIX	4	okoc	2	3	RARE
PREFIX	4	okod	8	31	RARE
PREFIX	4	okoe	4	4	RARE
PREFIX	4	okoh	1	1	RARE
PREFIX	4	okoi	2	9	RARE
PREFIX	4	okok	3	3	RARE
PREFIX	4	okol	22	120	PRODUCTIVE
PREFIX	4	okom	1	2	RARE
PREFIX	4	okoo	1	1	RARE
PREFIX	4	okor	7	42	RARE
PREFIX	4	okos	2	8	RARE
PREFIX	4	okoy	1	3	RARE
PREFIX	4	okoz	1	1	RARE
PREFIX	4	oksh	18	45	PRODUCTIVE
PREFIX	4	okyd	3	6	RARE
PREFIX	4	okye	1	1	RARE
PREFIX	4	okyt	1	1	RARE
PREFIX	4	olai	8	73	RARE
PREFIX	4	olal	9	17	RARE
PREFIX	4	olam	1	5	RARE
PREFIX	4	olan	1	1	RARE
PREFIX	4	olar	3	19	RARE
PREFIX	4	olcf	1	1	RARE
PREFIX	4	olch	45	155	PRODUCTIVE
PREFIX	4	olck	1	1	RARE
PREFIX	4	olcp	1	1	RARE
PREFIX	4	olct	2	2	RARE
PREFIX	4	olda	7	28	RARE
PREFIX	4	oldc	1	1	RARE
PREFIX	4	olde	1	1	RARE
PREFIX	4	oldo	1	2	RARE
PREFIX	4	oldy	1	30	RARE
PREFIX	4	olee	14	21	PRODUCTIVE
PREFIX	4	olek	2	2	RARE
PREFIX	4	olet	1	1	RARE
PREFIX	4	olfa	2	2	RARE
PREFIX	4	olfc	4	8	RARE
PREFIX	4	olfo	1	1	RARE
PREFIX	4	olfs	1	1	RARE
PREFIX	4	olfy	1	1	RARE
PREFIX	4	olka	15	124	PRODUCTIVE
PREFIX	4	olkc	7	18	RARE
PREFIX	4	olke	43	194	PRODUCTIVE
PREFIX	4	olki	1	1	RARE
PREFIX	4	olkl	1	1	RARE
PREFIX	4	olko	7	11	RARE
PREFIX	4	olks	4	4	RARE
PREFIX	4	olky	1	23	RARE
PREFIX	4	olla	1	1	RARE
PREFIX	4	ollc	1	2	RARE
PREFIX	4	olld	1	1	RARE
PREFIX	4	oloa	1	1	RARE
PREFIX	4	olod	1	1	RARE
PREFIX	4	oloe	3	3	RARE
PREFIX	4	oloh	1	1	RARE
PREFIX	4	oloi	3	6	RARE
PREFIX	4	olok	3	4	RARE
PREFIX	4	olol	8	27	RARE
PREFIX	4	olom	1	3	RARE
PREFIX	4	oloq	1	1	RARE
PREFIX	4	olor	5	34	RARE
PREFIX	4	olos	1	2	RARE
PREFIX	4	oloy	1	1	RARE
PREFIX	4	olpc	5	9	RARE
PREFIX	4	olpo	1	1	RARE
PREFIX	4	olps	2	2	RARE
PREFIX	4	olqo	1	1	RARE
PREFIX	4	olro	1	1	RARE
PREFIX	4	olsa	4	5	RARE
PREFIX	4	olse	2	2	RARE
PREFIX	4	olsh	22	71	PRODUCTIVE
PREFIX	4	olsy	1	2	RARE
PREFIX	4	olta	5	8	RARE
PREFIX	4	oltc	5	7	RARE
PREFIX	4	olte	7	15	RARE
PREFIX	4	olts	4	4	RARE
PREFIX	4	olty	1	2	RARE
PREFIX	4	olyl	1	1	RARE
PREFIX	4	olyt	1	1	RARE
PREFIX	4	onai	1	1	RARE
PREFIX	4	ooee	1	1	RARE
PREFIX	4	ooka	1	1	RARE
PREFIX	4	oola	1	1	RARE
PREFIX	4	ools	1	1	RARE
PREFIX	4	oooo	1	1	RARE
PREFIX	4	opae	1	1	RARE
PREFIX	4	opai	15	36	PRODUCTIVE
PREFIX	4	opak	1	1	RARE
PREFIX	4	opal	18	30	PRODUCTIVE
PREFIX	4	opam	2	4	RARE
PREFIX	4	opar	10	24	PRODUCTIVE
PREFIX	4	opas	1	1	RARE
PREFIX	4	opch	65	218	PRODUCTIVE
PREFIX	4	opda	5	7	RARE
PREFIX	4	ophe	2	2	RARE
PREFIX	4	opoc	1	1	RARE
PREFIX	4	opod	4	4	RARE
PREFIX	4	opoe	1	1	RARE
PREFIX	4	opoi	2	2	RARE
PREFIX	4	opok	1	1	RARE
PREFIX	4	opol	9	13	RARE
PREFIX	4	opom	1	1	RARE
PREFIX	4	opoo	1	1	RARE
PREFIX	4	opor	7	13	RARE
PREFIX	4	opos	1	1	RARE
PREFIX	4	opot	1	1	RARE
PREFIX	4	opsh	13	14	PRODUCTIVE
PREFIX	4	opya	1	1	RARE
PREFIX	4	opyd	4	7	RARE
PREFIX	4	opyk	1	1	RARE
PREFIX	4	opys	1	1	RARE
PREFIX	4	oqai	1	1	RARE
PREFIX	4	oqoc	1	1	RARE
PREFIX	4	oqoe	1	1	RARE
PREFIX	4	oqok	4	5	RARE
PREFIX	4	oqoo	1	1	RARE
PREFIX	4	oqot	4	4	RARE
PREFIX	4	orae	1	1	RARE
PREFIX	4	orai	12	62	PRODUCTIVE
PREFIX	4	oral	8	19	RARE
PREFIX	4	oram	1	11	RARE
PREFIX	4	oran	2	2	RARE
PREFIX	4	orar	8	19	RARE
PREFIX	4	oras	1	1	RARE
PREFIX	4	orch	16	20	PRODUCTIVE
PREFIX	4	orda	1	1	RARE
PREFIX	4	ordy	1	1	RARE
PREFIX	4	oree	3	4	RARE
PREFIX	4	orey	1	1	RARE
PREFIX	4	orii	1	1	RARE
PREFIX	4	orkc	2	2	RARE
PREFIX	4	orke	1	1	RARE
PREFIX	4	orko	1	1	RARE
PREFIX	4	orky	1	1	RARE
PREFIX	4	oroa	1	1	RARE
PREFIX	4	oroi	3	3	RARE
PREFIX	4	orol	7	18	RARE
PREFIX	4	orom	1	3	RARE
PREFIX	4	oror	2	9	RARE
PREFIX	4	orsh	8	10	RARE
PREFIX	4	orsy	1	1	RARE
PREFIX	4	osai	2	12	RARE
PREFIX	4	osal	1	4	RARE
PREFIX	4	osar	4	6	RARE
PREFIX	4	osch	3	3	RARE
PREFIX	4	osda	1	1	RARE
PREFIX	4	osha	2	2	RARE
PREFIX	4	oshc	2	2	RARE
PREFIX	4	oshd	1	1	RARE
PREFIX	4	oshe	11	18	PRODUCTIVE
PREFIX	4	osho	4	4	RARE
PREFIX	4	osoj	1	1	RARE
PREFIX	4	osos	1	1	RARE
PREFIX	4	ossh	1	1	RARE
PREFIX	4	otac	1	1	RARE
PREFIX	4	otag	1	1	RARE
PREFIX	4	otai	18	296	PRODUCTIVE
PREFIX	4	otak	4	4	RARE
PREFIX	4	otal	38	221	PRODUCTIVE
PREFIX	4	otam	1	48	RARE
PREFIX	4	otan	1	3	RARE
PREFIX	4	otar	25	194	PRODUCTIVE
PREFIX	4	otas	1	3	RARE
PREFIX	4	otaz	1	1	RARE
PREFIX	4	otch	70	293	PRODUCTIVE
PREFIX	4	otda	3	4	RARE
PREFIX	4	otdo	2	2	RARE
PREFIX	4	otdy	1	2	RARE
PREFIX	4	otea	6	18	RARE
PREFIX	4	otec	15	22	PRODUCTIVE
PREFIX	4	oted	16	207	PRODUCTIVE
PREFIX	4	otee	64	400	PRODUCTIVE
PREFIX	4	oteo	49	206	PRODUCTIVE
PREFIX	4	otes	4	8	RARE
PREFIX	4	otey	3	62	RARE
PREFIX	4	otii	1	1	RARE
PREFIX	4	otkc	1	1	RARE
PREFIX	4	otla	1	1	RARE
PREFIX	4	otlc	1	1	RARE
PREFIX	4	otle	1	1	RARE
PREFIX	4	otlo	1	1	RARE
PREFIX	4	otoa	2	5	RARE
PREFIX	4	otoc	3	5	RARE
PREFIX	4	otod	16	53	PRODUCTIVE
PREFIX	4	otoe	3	3	RARE
PREFIX	4	otoi	4	4	RARE
PREFIX	4	otok	5	7	RARE
PREFIX	4	otol	29	130	PRODUCTIVE
PREFIX	4	otor	14	57	PRODUCTIVE
PREFIX	4	otos	5	9	RARE
PREFIX	4	otot	3	3	RARE
PREFIX	4	otoy	2	5	RARE
PREFIX	4	otsh	19	42	PRODUCTIVE
PREFIX	4	otyc	4	4	RARE
PREFIX	4	otyd	6	9	RARE
PREFIX	4	otyk	3	3	RARE
PREFIX	4	otyl	1	1	RARE
PREFIX	4	otys	2	2	RARE
PREFIX	4	otyt	4	5	RARE
PREFIX	4	oxar	1	1	RARE
PREFIX	4	oych	1	1	RARE
PREFIX	4	oyda	1	1	RARE
PREFIX	4	oydc	1	1	RARE
PREFIX	4	oygy	1	1	RARE
PREFIX	4	oykc	1	1	RARE
PREFIX	4	oyke	3	3	RARE
PREFIX	4	oysh	1	1	RARE
PREFIX	4	oyte	3	3	RARE
PREFIX	4	oyto	1	1	RARE
PREFIX	4	oyty	1	1	RARE
PREFIX	4	pada	1	1	RARE
PREFIX	4	paic	1	1	RARE
PREFIX	4	paii	3	10	RARE
PREFIX	4	pair	4	7	RARE
PREFIX	4	pala	1	1	RARE
PREFIX	4	palc	2	2	RARE
PREFIX	4	pals	1	1	RARE
PREFIX	4	para	3	3	RARE
PREFIX	4	parc	2	2	RARE
PREFIX	4	pard	1	1	RARE
PREFIX	4	paro	2	2	RARE
PREFIX	4	pcha	6	11	RARE
PREFIX	4	pchc	1	1	RARE
PREFIX	4	pchd	11	31	PRODUCTIVE
PREFIX	4	pche	44	132	PRODUCTIVE
PREFIX	4	pcho	29	65	PRODUCTIVE
PREFIX	4	pchr	1	1	RARE
PREFIX	4	pchs	2	2	RARE
PREFIX	4	pcht	1	1	RARE
PREFIX	4	pchy	2	3	RARE
PREFIX	4	pdai	3	5	RARE
PREFIX	4	pdal	3	3	RARE
PREFIX	4	pdar	1	2	RARE
PREFIX	4	pdii	1	1	RARE
PREFIX	4	pdol	1	1	RARE
PREFIX	4	pdra	1	1	RARE
PREFIX	4	pdsa	1	1	RARE
PREFIX	4	pdsh	1	1	RARE
PREFIX	4	pdyc	1	1	RARE
PREFIX	4	pesh	2	2	RARE
PREFIX	4	phol	1	1	RARE
PREFIX	4	poai	1	1	RARE
PREFIX	4	poal	3	3	RARE
PREFIX	4	poar	2	3	RARE
PREFIX	4	poch	7	8	RARE
PREFIX	4	poda	7	14	RARE
PREFIX	4	podc	1	1	RARE
PREFIX	4	pode	1	1	RARE
PREFIX	4	podk	2	2	RARE
PREFIX	4	pods	1	1	RARE
PREFIX	4	pody	1	2	RARE
PREFIX	4	poed	1	1	RARE
PREFIX	4	poee	3	3	RARE
PREFIX	4	poeo	1	1	RARE
PREFIX	4	pofo	1	1	RARE
PREFIX	4	poii	2	4	RARE
PREFIX	4	poka	2	2	RARE
PREFIX	4	poke	1	1	RARE
PREFIX	4	pola	6	16	RARE
PREFIX	4	polc	12	20	PRODUCTIVE
PREFIX	4	pold	6	6	RARE
PREFIX	4	pole	2	2	RARE
PREFIX	4	polk	9	10	RARE
PREFIX	4	poll	1	1	RARE
PREFIX	4	polo	2	3	RARE
PREFIX	4	pols	8	10	RARE
PREFIX	4	polt	1	1	RARE
PREFIX	4	poly	2	3	RARE
PREFIX	4	pora	8	9	RARE
PREFIX	4	porc	1	1	RARE
PREFIX	4	poro	2	2	RARE
PREFIX	4	pors	1	1	RARE
PREFIX	4	posa	3	3	RARE
PREFIX	4	posh	3	3	RARE
PREFIX	4	poss	1	1	RARE
PREFIX	4	potc	1	1	RARE
PREFIX	4	poto	1	1	RARE
PREFIX	4	psal	1	1	RARE
PREFIX	4	psha	1	1	RARE
PREFIX	4	pshd	4	5	RARE
PREFIX	4	pshe	17	24	PRODUCTIVE
PREFIX	4	psho	10	14	PRODUCTIVE
PREFIX	4	pshy	1	1	RARE
PREFIX	4	pych	3	3	RARE
PREFIX	4	pyda	3	4	RARE
PREFIX	4	pydc	2	2	RARE
PREFIX	4	pyde	1	1	RARE
PREFIX	4	pyke	1	1	RARE
PREFIX	4	pyky	1	1	RARE
PREFIX	4	pyoa	1	1	RARE
PREFIX	4	pysa	1	1	RARE
PREFIX	4	qaal	1	1	RARE
PREFIX	4	qaii	1	2	RARE
PREFIX	4	qcha	1	1	RARE
PREFIX	4	qcho	3	3	RARE
PREFIX	4	qckh	5	7	RARE
PREFIX	4	qcph	2	3	RARE
PREFIX	4	qcth	5	8	RARE
PREFIX	4	qeai	1	1	RARE
PREFIX	4	qear	1	1	RARE
PREFIX	4	qedy	1	1	RARE
PREFIX	4	qeea	1	1	RARE
PREFIX	4	qeed	3	5	RARE
PREFIX	4	qeee	2	4	RARE
PREFIX	4	qeeo	2	2	RARE
PREFIX	4	qeey	1	3	RARE
PREFIX	4	qeka	3	4	RARE
PREFIX	4	qekc	2	4	RARE
PREFIX	4	qeke	7	9	RARE
PREFIX	4	qeko	1	2	RARE
PREFIX	4	qeok	1	1	RARE
PREFIX	4	qeol	1	1	RARE
PREFIX	4	qepc	2	2	RARE
PREFIX	4	qepo	1	1	RARE
PREFIX	4	qeta	4	4	RARE
PREFIX	4	qetc	3	3	RARE
PREFIX	4	qete	2	2	RARE
PREFIX	4	qety	1	2	RARE
PREFIX	4	qeyk	1	1	RARE
PREFIX	4	qfol	1	1	RARE
PREFIX	4	qkai	3	4	RARE
PREFIX	4	qkar	1	1	RARE
PREFIX	4	qkch	2	2	RARE
PREFIX	4	qkee	3	3	RARE
PREFIX	4	qkeo	1	1	RARE
PREFIX	4	qkhe	1	1	RARE
PREFIX	4	qkho	2	2	RARE
PREFIX	4	qkol	2	3	RARE
PREFIX	4	qkor	2	2	RARE
PREFIX	4	qkoy	1	1	RARE
PREFIX	4	qoai	6	35	RARE
PREFIX	4	qoal	1	5	RARE
PREFIX	4	qoar	1	8	RARE
PREFIX	4	qoas	1	1	RARE
PREFIX	4	qocf	1	1	RARE
PREFIX	4	qoch	15	24	PRODUCTIVE
PREFIX	4	qock	21	70	PRODUCTIVE
PREFIX	4	qocp	5	7	RARE
PREFIX	4	qoct	15	28	PRODUCTIVE
PREFIX	4	qoda	10	82	PRODUCTIVE
PREFIX	4	qodc	4	5	RARE
PREFIX	4	qode	3	6	RARE
PREFIX	4	qodo	3	4	RARE
PREFIX	4	qody	2	18	RARE
PREFIX	4	qoea	2	3	RARE
PREFIX	4	qoed	3	9	RARE
PREFIX	4	qoee	25	82	PRODUCTIVE
PREFIX	4	qoek	12	18	PRODUCTIVE
PREFIX	4	qoeo	2	7	RARE
PREFIX	4	qoep	2	2	RARE
PREFIX	4	qoes	1	1	RARE
PREFIX	4	qoet	5	5	RARE
PREFIX	4	qofa	3	4	RARE
PREFIX	4	qofc	12	24	PRODUCTIVE
PREFIX	4	qofo	5	6	RARE
PREFIX	4	qofs	3	3	RARE
PREFIX	4	qofy	1	1	RARE
PREFIX	4	qoii	3	8	RARE
PREFIX	4	qoik	1	1	RARE
PREFIX	4	qoin	2	2	RARE
PREFIX	4	qoio	1	1	RARE
PREFIX	4	qoir	1	1	RARE
PREFIX	4	qois	1	1	RARE
PREFIX	4	qoka	43	1027	PRODUCTIVE
PREFIX	4	qokc	38	268	PRODUCTIVE
PREFIX	4	qokd	2	5	RARE
PREFIX	4	qoke	104	1397	PRODUCTIVE
PREFIX	4	qokg	1	1	RARE
PREFIX	4	qokh	1	1	RARE
PREFIX	4	qoki	1	1	RARE
PREFIX	4	qokl	4	12	RARE
PREFIX	4	qoko	35	193	PRODUCTIVE
PREFIX	4	qoks	11	41	PRODUCTIVE
PREFIX	4	qoky	5	150	RARE
PREFIX	4	qola	5	12	RARE
PREFIX	4	qolc	11	34	PRODUCTIVE
PREFIX	4	qold	2	2	RARE
PREFIX	4	qolk	12	31	PRODUCTIVE
PREFIX	4	qolo	3	3	RARE
PREFIX	4	qolp	1	1	RARE
PREFIX	4	qols	9	13	RARE
PREFIX	4	qolt	2	2	RARE
PREFIX	4	qoly	1	7	RARE
PREFIX	4	qooc	1	1	RARE
PREFIX	4	qood	3	3	RARE
PREFIX	4	qooe	1	1	RARE
PREFIX	4	qooi	2	2	RARE
PREFIX	4	qook	1	1	RARE
PREFIX	4	qool	5	8	RARE
PREFIX	4	qoor	2	11	RARE
PREFIX	4	qoos	1	2	RARE
PREFIX	4	qoot	1	1	RARE
PREFIX	4	qopa	9	20	RARE
PREFIX	4	qopc	33	113	PRODUCTIVE
PREFIX	4	qopd	4	4	RARE
PREFIX	4	qope	1	1	RARE
PREFIX	4	qopo	3	11	RARE
PREFIX	4	qops	3	6	RARE
PREFIX	4	qopy	2	7	RARE
PREFIX	4	qoqo	1	1	RARE
PREFIX	4	qora	3	6	RARE
PREFIX	4	qorc	2	2	RARE
PREFIX	4	qors	1	1	RARE
PREFIX	4	qosa	2	3	RARE
PREFIX	4	qosc	1	1	RARE
PREFIX	4	qose	1	1	RARE
PREFIX	4	qosh	5	5	RARE
PREFIX	4	qota	31	311	PRODUCTIVE
PREFIX	4	qotc	36	212	PRODUCTIVE
PREFIX	4	qotd	3	3	RARE
PREFIX	4	qote	55	351	PRODUCTIVE
PREFIX	4	qoti	1	1	RARE
PREFIX	4	qotl	2	3	RARE
PREFIX	4	qoto	32	118	PRODUCTIVE
PREFIX	4	qots	6	16	RARE
PREFIX	4	qoty	4	92	RARE
PREFIX	4	qoyk	4	4	RARE
PREFIX	4	qoyp	1	1	RARE
PREFIX	4	qpol	1	1	RARE
PREFIX	4	qsai	1	1	RARE
PREFIX	4	qsol	1	1	RARE
PREFIX	4	qyka	1	1	RARE
PREFIX	4	qykc	1	1	RARE
PREFIX	4	qyke	2	2	RARE
PREFIX	4	qyoe	1	1	RARE
PREFIX	4	ract	2	2	RARE
PREFIX	4	raii	3	66	RARE
PREFIX	4	raik	1	1	RARE
PREFIX	4	rain	1	22	RARE
PREFIX	4	rair	2	5	RARE
PREFIX	4	rait	1	1	RARE
PREFIX	4	rala	1	1	RARE
PREFIX	4	ralc	3	3	RARE
PREFIX	4	ralk	1	1	RARE
PREFIX	4	ralo	3	3	RARE
PREFIX	4	rals	1	1	RARE
PREFIX	4	raly	1	3	RARE
PREFIX	4	rams	1	1	RARE
PREFIX	4	rara	5	10	RARE
PREFIX	4	rary	1	5	RARE
PREFIX	4	rasa	1	1	RARE
PREFIX	4	rasy	1	1	RARE
PREFIX	4	rchd	1	1	RARE
PREFIX	4	rche	14	37	PRODUCTIVE
PREFIX	4	rchl	1	1	RARE
PREFIX	4	rcho	3	3	RARE
PREFIX	4	rchr	1	1	RARE
PREFIX	4	rchs	3	3	RARE
PREFIX	4	rchy	1	3	RARE
PREFIX	4	reee	1	1	RARE
PREFIX	4	rkal	1	1	RARE
PREFIX	4	rkar	1	1	RARE
PREFIX	4	rked	1	1	RARE
PREFIX	4	rkee	1	1	RARE
PREFIX	4	rlai	1	1	RARE
PREFIX	4	roai	1	1	RARE
PREFIX	4	roar	1	1	RARE
PREFIX	4	roda	2	5	RARE
PREFIX	4	rode	1	1	RARE
PREFIX	4	rody	1	3	RARE
PREFIX	4	roee	1	1	RARE
PREFIX	4	rohr	1	1	RARE
PREFIX	4	roii	3	6	RARE
PREFIX	4	roir	1	1	RARE
PREFIX	4	roka	1	1	RARE
PREFIX	4	roke	1	1	RARE
PREFIX	4	roky	1	1	RARE
PREFIX	4	rolc	3	3	RARE
PREFIX	4	rold	1	1	RARE
PREFIX	4	rolk	3	3	RARE
PREFIX	4	rolo	1	1	RARE
PREFIX	4	rols	1	1	RARE
PREFIX	4	rolt	1	1	RARE
PREFIX	4	roly	1	1	RARE
PREFIX	4	rora	4	4	RARE
PREFIX	4	rorc	1	1	RARE
PREFIX	4	roro	1	3	RARE
PREFIX	4	rory	1	1	RARE
PREFIX	4	rose	1	1	RARE
PREFIX	4	rosh	1	1	RARE
PREFIX	4	rosy	1	1	RARE
PREFIX	4	rota	1	1	RARE
PREFIX	4	roty	1	1	RARE
PREFIX	4	rpch	1	1	RARE
PREFIX	4	rshd	1	1	RARE
PREFIX	4	rshe	9	17	RARE
PREFIX	4	rshy	1	1	RARE
PREFIX	4	rtai	1	1	RARE
PREFIX	4	rych	1	1	RARE
PREFIX	4	sach	1	1	RARE
PREFIX	4	sada	1	1	RARE
PREFIX	4	saee	1	1	RARE
PREFIX	4	saii	12	143	PRODUCTIVE
PREFIX	4	saik	1	1	RARE
PREFIX	4	sail	1	2	RARE
PREFIX	4	saim	1	2	RARE
PREFIX	4	sain	2	66	RARE
PREFIX	4	sair	10	40	PRODUCTIVE
PREFIX	4	sais	2	2	RARE
PREFIX	4	sait	1	1	RARE
PREFIX	4	saka	2	2	RARE
PREFIX	4	sala	2	3	RARE
PREFIX	4	salc	8	10	RARE
PREFIX	4	sald	5	8	RARE
PREFIX	4	salf	1	1	RARE
PREFIX	4	salk	3	3	RARE
PREFIX	4	salo	4	5	RARE
PREFIX	4	sals	5	5	RARE
PREFIX	4	salt	1	1	RARE
PREFIX	4	salx	1	1	RARE
PREFIX	4	saly	1	4	RARE
PREFIX	4	sara	9	17	RARE
PREFIX	4	sarc	1	1	RARE
PREFIX	4	sard	1	1	RARE
PREFIX	4	sarg	1	1	RARE
PREFIX	4	saro	6	9	RARE
PREFIX	4	sars	1	1	RARE
PREFIX	4	sary	2	11	RARE
PREFIX	4	sasa	1	1	RARE
PREFIX	4	saso	1	1	RARE
PREFIX	4	sasy	1	1	RARE
PREFIX	4	sata	1	1	RARE
PREFIX	4	scha	3	3	RARE
PREFIX	4	schc	2	2	RARE
PREFIX	4	schd	2	5	RARE
PREFIX	4	sche	15	29	PRODUCTIVE
PREFIX	4	scho	11	16	PRODUCTIVE
PREFIX	4	schy	1	2	RARE
PREFIX	4	sckh	1	1	RARE
PREFIX	4	scth	1	1	RARE
PREFIX	4	sdal	1	1	RARE
PREFIX	4	sech	1	1	RARE
PREFIX	4	seea	1	1	RARE
PREFIX	4	seed	1	1	RARE
PREFIX	4	seee	3	3	RARE
PREFIX	4	seek	2	2	RARE
PREFIX	4	seey	1	1	RARE
PREFIX	4	sfal	1	1	RARE
PREFIX	4	shac	1	1	RARE
PREFIX	4	shai	6	34	RARE
PREFIX	4	shak	1	1	RARE
PREFIX	4	shal	7	25	RARE
PREFIX	4	sham	1	6	RARE
PREFIX	4	shan	1	6	RARE
PREFIX	4	shar	4	39	RARE
PREFIX	4	shas	1	1	RARE
PREFIX	4	shcf	2	2	RARE
PREFIX	4	shch	4	7	RARE
PREFIX	4	shck	20	96	PRODUCTIVE
PREFIX	4	shcp	3	3	RARE
PREFIX	4	shct	9	47	RARE
PREFIX	4	shda	9	25	RARE
PREFIX	4	shdc	2	2	RARE
PREFIX	4	shdd	1	1	RARE
PREFIX	4	shdo	3	3	RARE
PREFIX	4	shdp	1	1	RARE
PREFIX	4	shdy	3	47	RARE
PREFIX	4	shea	11	61	PRODUCTIVE
PREFIX	4	shec	16	78	PRODUCTIVE
PREFIX	4	shed	23	517	PRODUCTIVE
PREFIX	4	shee	61	393	PRODUCTIVE
PREFIX	4	shef	3	4	RARE
PREFIX	4	shek	25	92	PRODUCTIVE
PREFIX	4	sheo	63	370	PRODUCTIVE
PREFIX	4	shep	6	9	RARE
PREFIX	4	sher	1	1	RARE
PREFIX	4	shes	7	21	RARE
PREFIX	4	shet	11	23	PRODUCTIVE
PREFIX	4	shey	12	291	PRODUCTIVE
PREFIX	4	shfy	2	2	RARE
PREFIX	4	shka	6	13	RARE
PREFIX	4	shkc	4	6	RARE
PREFIX	4	shke	9	12	RARE
PREFIX	4	shko	2	3	RARE
PREFIX	4	shks	1	1	RARE
PREFIX	4	shky	1	13	RARE
PREFIX	4	shlc	1	1	RARE
PREFIX	4	shld	2	3	RARE
PREFIX	4	shoa	3	8	RARE
PREFIX	4	shoc	20	39	PRODUCTIVE
PREFIX	4	shod	15	108	PRODUCTIVE
PREFIX	4	shoe	8	8	RARE
PREFIX	4	shof	4	4	RARE
PREFIX	4	shoh	1	1	RARE
PREFIX	4	shoi	3	11	RARE
PREFIX	4	shok	27	61	PRODUCTIVE
PREFIX	4	shol	29	226	PRODUCTIVE
PREFIX	4	shom	1	4	RARE
PREFIX	4	shon	1	1	RARE
PREFIX	4	shoo	2	2	RARE
PREFIX	4	shop	4	5	RARE
PREFIX	4	shoq	1	1	RARE
PREFIX	4	shor	12	111	PRODUCTIVE
PREFIX	4	shos	4	17	RARE
PREFIX	4	shot	21	34	PRODUCTIVE
PREFIX	4	shoy	5	6	RARE
PREFIX	4	shsd	1	2	RARE
PREFIX	4	shsh	2	2	RARE
PREFIX	4	shso	2	2	RARE
PREFIX	4	shsy	1	1	RARE
PREFIX	4	shta	3	4	RARE
PREFIX	4	shtc	2	4	RARE
PREFIX	4	shte	1	1	RARE
PREFIX	4	shto	2	3	RARE
PREFIX	4	shts	1	1	RARE
PREFIX	4	shty	1	4	RARE
PREFIX	4	shxa	1	1	RARE
PREFIX	4	shyd	1	1	RARE
PREFIX	4	shyk	3	3	RARE
PREFIX	4	shyl	1	1	RARE
PREFIX	4	shyo	1	1	RARE
PREFIX	4	shyp	1	1	RARE
PREFIX	4	shys	2	2	RARE
PREFIX	4	shyt	1	2	RARE
PREFIX	4	siin	1	1	RARE
PREFIX	4	skai	3	5	RARE
PREFIX	4	skal	1	1	RARE
PREFIX	4	skar	1	1	RARE
PREFIX	4	skch	1	1	RARE
PREFIX	4	skee	5	5	RARE
PREFIX	4	skey	1	1	RARE
PREFIX	4	soai	4	7	RARE
PREFIX	4	soar	1	1	RARE
PREFIX	4	soch	2	2	RARE
PREFIX	4	sock	1	1	RARE
PREFIX	4	soct	3	3	RARE
PREFIX	4	soda	5	12	RARE
PREFIX	4	sody	1	4	RARE
PREFIX	4	soea	1	1	RARE
PREFIX	4	soee	7	7	RARE
PREFIX	4	soef	2	2	RARE
PREFIX	4	soeo	2	2	RARE
PREFIX	4	soes	1	1	RARE
PREFIX	4	soet	1	1	RARE
PREFIX	4	sofa	1	1	RARE
PREFIX	4	soii	5	27	RARE
PREFIX	4	soik	1	1	RARE
PREFIX	4	soin	1	5	RARE
PREFIX	4	soir	1	1	RARE
PREFIX	4	soit	1	1	RARE
PREFIX	4	soka	3	3	RARE
PREFIX	4	sokc	3	3	RARE
PREFIX	4	soke	3	5	RARE
PREFIX	4	soko	3	3	RARE
PREFIX	4	sola	7	8	RARE
PREFIX	4	solc	7	14	RARE
PREFIX	4	sold	3	3	RARE
PREFIX	4	sole	2	2	RARE
PREFIX	4	solk	11	20	PRODUCTIVE
PREFIX	4	solo	2	2	RARE
PREFIX	4	solp	1	1	RARE
PREFIX	4	sols	7	13	RARE
PREFIX	4	solt	1	1	RARE
PREFIX	4	soly	1	3	RARE
PREFIX	4	sooc	1	1	RARE
PREFIX	4	sora	5	15	RARE
PREFIX	4	sorc	1	1	RARE
PREFIX	4	soro	3	3	RARE
PREFIX	4	sors	2	2	RARE
PREFIX	4	sory	1	2	RARE
PREFIX	4	sosa	3	3	RARE
PREFIX	4	sosh	3	4	RARE
PREFIX	4	soso	1	1	RARE
PREFIX	4	sota	1	1	RARE
PREFIX	4	sotc	4	4	RARE
PREFIX	4	sote	3	4	RARE
PREFIX	4	soto	2	2	RARE
PREFIX	4	soty	1	1	RARE
PREFIX	4	soyd	1	1	RARE
PREFIX	4	soys	1	1	RARE
PREFIX	4	spai	1	1	RARE
PREFIX	4	spch	1	1	RARE
