context_AB	continuation_C	count_ABC	count_AB	p_C_given_AB	count_BC	count_B_as_predecessor	p_C_given_B	probability_difference	observed_status
sheol ol	sheey	1	3	0.3333333333	11	521	0.02111324376	0.3122200896	OBSERVED
sheol ol	shey	1	3	0.3333333333	7	521	0.01343570058	0.3198976328	OBSERVED
sheol olkeedy	l	1	1	1	1	41	0.0243902439	0.9756097561	OBSERVED
sheol olkeol	okol	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
sheol or	shear	1	1	1	2	375	0.005333333333	0.9946666667	OBSERVED
sheol oteey	ldaiin	1	2	0.5	1	137	0.007299270073	0.4927007299	OBSERVED
sheol oteey	qokeody	1	2	0.5	1	137	0.007299270073	0.4927007299	OBSERVED
sheol pchedy	dal	1	1	1	1	35	0.02857142857	0.9714285714	OBSERVED
sheol por	sheeor	1	1	1	1	8	0.125	0.875	OBSERVED
sheol qckhy	dalor	1	1	1	1	2	0.5	0.5	OBSERVED
sheol qo	ar	1	2	0.5	2	53	0.03773584906	0.4622641509	OBSERVED
sheol qo	qokal	1	2	0.5	1	53	0.01886792453	0.4811320755	OBSERVED
sheol qockhedy	yty	1	1	1	1	4	0.25	0.75	OBSERVED
sheol qockhy	qokaly	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
sheol qocphey	saiin	1	1	1	1	1	1	0	OBSERVED
sheol qocthedy	qokedy	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
sheol qodar	oko	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
sheol qokaiin	olkeedy	1	2	0.5	2	253	0.00790513834	0.4920948617	OBSERVED
sheol qokaiin	shckhy	1	2	0.5	5	253	0.01976284585	0.4802371542	OBSERVED
sheol qokain	chety	1	2	0.5	1	269	0.003717472119	0.4962825279	OBSERVED
sheol qokain	shckhey	1	2	0.5	1	269	0.003717472119	0.4962825279	OBSERVED
sheol qokar	cheey	1	1	1	1	155	0.006451612903	0.9935483871	OBSERVED
sheol qokchdy	qokchdy	1	1	1	2	49	0.04081632653	0.9591836735	OBSERVED
sheol qokchedy	chdor	1	1	1	1	38	0.02631578947	0.9736842105	OBSERVED
sheol qokchy	qoka	1	1	1	1	63	0.01587301587	0.9841269841	OBSERVED
sheol qokear	cheedy	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
sheol qokedy	dain	1	2	0.5	1	266	0.003759398496	0.4962406015	OBSERVED
sheol qokedy	ykeedy	1	2	0.5	1	266	0.003759398496	0.4962406015	OBSERVED
sheol qokeedy	qokal	1	2	0.5	7	303	0.02310231023	0.4768976898	OBSERVED
sheol qokeedy	shedy	1	2	0.5	6	303	0.0198019802	0.4801980198	OBSERVED
sheol qokeeey	chol	1	1	1	1	28	0.03571428571	0.9642857143	OBSERVED
sheol qokeey	shedy	1	1	1	2	296	0.006756756757	0.9932432432	OBSERVED
sheol qokeoefy	sheey	1	1	1	1	1	1	0	OBSERVED
sheol qokeor	ykhol	1	1	1	1	19	0.05263157895	0.9473684211	OBSERVED
sheol qokol	dal	1	2	0.5	1	98	0.01020408163	0.4897959184	OBSERVED
sheol qokol	shey	1	2	0.5	1	98	0.01020408163	0.4897959184	OBSERVED
sheol qokor	cheees	1	2	0.5	1	31	0.03225806452	0.4677419355	OBSERVED
sheol qokor	sharal	1	2	0.5	1	31	0.03225806452	0.4677419355	OBSERVED
sheol qolchey	qoty	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
sheol qotaiin	ytain	1	1	1	1	72	0.01388888889	0.9861111111	OBSERVED
sheol qotal	oltain	1	1	1	1	54	0.01851851852	0.9814814815	OBSERVED
sheol qotchedy	qokchedy	1	1	1	1	24	0.04166666667	0.9583333333	OBSERVED
sheol qotchs	olchees	1	1	1	1	1	1	0	OBSERVED
sheol qoteedy	chedy	1	1	1	2	73	0.02739726027	0.9726027397	OBSERVED
sheol qoteey	qokeeedy	1	1	1	1	42	0.02380952381	0.9761904762	OBSERVED
sheol qotody	tedy	1	1	1	1	10	0.1	0.9	OBSERVED
sheol s	aiin	2	2	1	60	311	0.192926045	0.807073955	OBSERVED
sheol she	olaiin	1	1	1	1	28	0.03571428571	0.9642857143	OBSERVED
sheol shedain	qokeedy	1	1	1	3	11	0.2727272727	0.7272727273	OBSERVED
sheol shedy	qokeey	1	1	1	13	412	0.03155339806	0.9684466019	OBSERVED
sheol sheody	tol	1	1	1	1	47	0.02127659574	0.9787234043	OBSERVED
sheol sheol	qokchedy	1	2	0.5	1	102	0.009803921569	0.4901960784	OBSERVED
sheol sheol	sheol	1	2	0.5	2	102	0.01960784314	0.4803921569	OBSERVED
sheol shey	qokeey	1	1	1	5	265	0.01886792453	0.9811320755	OBSERVED
sheol sho	qokeedy	1	1	1	1	126	0.007936507937	0.9920634921	OBSERVED
sheol shodyol	aiin	1	1	1	1	1	1	0	OBSERVED
sheol shol	kedy	1	1	1	3	182	0.01648351648	0.9835164835	OBSERVED
sheol shor	daiin	1	1	1	5	94	0.05319148936	0.9468085106	OBSERVED
sheol shy	ckhol	1	1	1	1	88	0.01136363636	0.9886363636	OBSERVED
sheol skaiiodar	otaiin	1	1	1	1	1	1	0	OBSERVED
sheol tcheody	tchey	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
sheol tedy	qopchdy	1	1	1	1	38	0.02631578947	0.9736842105	OBSERVED
sheol teedy	yry	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
sheol ykeey	okeey	1	1	1	4	55	0.07272727273	0.9272727273	OBSERVED
sheolaiin otaiin	chetey	1	1	1	1	142	0.007042253521	0.9929577465	OBSERVED
sheoldam otchody	ol	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
sheoldy otcheor	daiin	1	1	1	1	2	0.5	0.5	OBSERVED
sheoldy qokor	olkam	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
sheoldy qol	oly	1	1	1	1	133	0.007518796992	0.992481203	OBSERVED
sheolkain sheol	olkeedy	1	1	1	1	102	0.009803921569	0.9901960784	OBSERVED
sheolkchy qokeol	kaiin	1	1	1	1	49	0.02040816327	0.9795918367	OBSERVED
sheolkeal qokar	aldaiin	1	1	1	1	155	0.006451612903	0.9935483871	OBSERVED
sheolkedy otedy	tedy	1	1	1	2	149	0.01342281879	0.9865771812	OBSERVED
sheolkeedy lkeeshdy	cheeo	1	1	1	1	1	1	0	OBSERVED
sheolol otedy	qekchdy	1	1	1	1	149	0.006711409396	0.9932885906	OBSERVED
sheolor ykeeol	qokchy	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
sheols oteor	aiin	1	1	1	3	12	0.25	0.75	OBSERVED
sheoltey cheor	aiin	1	1	1	3	88	0.03409090909	0.9659090909	OBSERVED
sheoltey shopalchedy	sheolkeal	1	1	1	1	1	1	0	OBSERVED
sheoly oheol	sheey	1	1	1	1	1	1	0	OBSERVED
sheom kchol	dchy	1	1	1	1	25	0.04	0.96	OBSERVED
sheom keol	chear	1	1	1	1	20	0.05	0.95	OBSERVED
sheom sheey	keeos	1	1	1	1	144	0.006944444444	0.9930555556	OBSERVED
sheoor sheor	ckheey	1	1	1	1	47	0.02127659574	0.9787234043	OBSERVED
sheopchey pchecfhey	or	1	1	1	1	1	1	0	OBSERVED
sheopchy qopchy	qotolchy	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
sheor aiin	otar	1	1	1	9	469	0.01918976546	0.9808102345	OBSERVED
sheor cheeor	cthey	1	1	1	1	16	0.0625	0.9375	OBSERVED
sheor cheol	od	1	1	1	1	166	0.006024096386	0.9939759036	OBSERVED
sheor chey	ral	1	2	0.5	2	333	0.006006006006	0.493993994	OBSERVED
sheor chey	teey	1	2	0.5	3	333	0.009009009009	0.490990991	OBSERVED
sheor chockhor	qekeody	1	1	1	1	1	1	0	OBSERVED
sheor choithy	otcham	1	1	1	1	1	1	0	OBSERVED
sheor ckheey	ykhey	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
sheor ckhy	dal	1	1	1	1	28	0.03571428571	0.9642857143	OBSERVED
sheor oar	otedy	1	1	1	1	10	0.1	0.9	OBSERVED
sheor okeedy	oteeey	1	1	1	1	99	0.0101010101	0.9898989899	OBSERVED
sheor ol	qokaiin	1	3	0.3333333333	1	521	0.001919385797	0.3314139475	OBSERVED
sheor ol	qokeeoky	1	3	0.3333333333	1	521	0.001919385797	0.3314139475	OBSERVED
sheor ol	shey	1	3	0.3333333333	7	521	0.01343570058	0.3198976328	OBSERVED
sheor olkchdy	roiin	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
sheor orkchsd	otair	1	1	1	1	1	1	0	OBSERVED
sheor oteody	lpchees	1	1	1	1	37	0.02702702703	0.972972973	OBSERVED
sheor otol	daiin	1	1	1	5	75	0.06666666667	0.9333333333	OBSERVED
sheor qkeeody	chol	1	1	1	1	1	1	0	OBSERVED
sheor qockhody	odeor	1	1	1	1	1	1	0	OBSERVED
sheor qokain	cheody	1	1	1	1	269	0.003717472119	0.9962825279	OBSERVED
sheor qokchy	qopam	1	1	1	1	63	0.01587301587	0.9841269841	OBSERVED
sheor qokedy	qoky	1	1	1	4	266	0.01503759398	0.984962406	OBSERVED
sheor qokeol	okol	1	1	1	2	49	0.04081632653	0.9591836735	OBSERVED
sheor qotain	olldy	1	1	1	1	56	0.01785714286	0.9821428571	OBSERVED
sheor qotchor	qoky	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
sheor qotedy	okeey	1	1	1	1	84	0.0119047619	0.9880952381	OBSERVED
sheor qoteeo	ch	1	1	1	1	5	0.2	0.8	OBSERVED
sheor qoteey	daiin	1	1	1	4	42	0.09523809524	0.9047619048	OBSERVED
sheor qotoiir	otol	1	1	1	1	1	1	0	OBSERVED
sheor shaiin	tsh	1	1	1	1	20	0.05	0.95	OBSERVED
sheor shcthy	qokeor	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
sheor shedy	qcthdys	1	1	1	1	412	0.002427184466	0.9975728155	OBSERVED
sheor sheedy	daiin	1	1	1	2	83	0.02409638554	0.9759036145	OBSERVED
sheor sheey	sheckhey	1	1	1	1	144	0.006944444444	0.9930555556	OBSERVED
sheor sholfchor	dal	1	1	1	1	1	1	0	OBSERVED
sheor sholor	or	1	1	1	1	2	0.5	0.5	OBSERVED
sheor shor	oldaiin	1	1	1	1	94	0.01063829787	0.9893617021	OBSERVED
sheor tchey	lkaiin	1	1	1	1	21	0.04761904762	0.9523809524	OBSERVED
sheor tos	checkhy	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
sheor ytaiin	chey	1	1	1	1	33	0.0303030303	0.9696969697	OBSERVED
sheos aiin	c	1	2	0.5	1	469	0.002132196162	0.4978678038	OBSERVED
sheos aiin	daikeody	1	2	0.5	1	469	0.002132196162	0.4978678038	OBSERVED
sheos cheody	otal	1	1	1	1	78	0.01282051282	0.9871794872	OBSERVED
sheos choty	qotaiin	1	1	1	1	35	0.02857142857	0.9714285714	OBSERVED
sheos odaiin	otchedy	1	1	1	1	62	0.01612903226	0.9838709677	OBSERVED
sheos okeeor	cheey	1	1	1	3	12	0.25	0.75	OBSERVED
sheos otedos	qokechy	1	1	1	1	1	1	0	OBSERVED
sheos qodaiin	fchodaiin	1	1	1	1	42	0.02380952381	0.9761904762	OBSERVED
sheos qoiiin	okeedy	1	1	1	1	4	0.25	0.75	OBSERVED
sheos sheey	teey	1	1	1	1	144	0.006944444444	0.9930555556	OBSERVED
sheot shedy	chteey	1	1	1	1	412	0.002427184466	0.9975728155	OBSERVED
sheota oteal	tey	1	1	1	1	5	0.2	0.8	OBSERVED
sheotal shoor	qokeey	1	1	1	1	1	1	0	OBSERVED
sheotchedy shedain	shkeyqokeaiin	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
sheoty yteeg	dchsaiin	1	1	1	1	1	1	0	OBSERVED
sheoy keol	ycheety	1	1	1	1	20	0.05	0.95	OBSERVED
sheoy oleedy	daiin	1	1	1	1	1	1	0	OBSERVED
sheoy qoochey	ckheol	1	1	1	1	1	1	0	OBSERVED
sheoy tey	s	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
shep al	r	1	1	1	3	233	0.01287553648	0.9871244635	OBSERVED
shep daiin	shdy	1	1	1	1	719	0.001390820584	0.9986091794	OBSERVED
shepchdy cphody	yfoldy	1	1	1	1	1	1	0	OBSERVED
shepchedy qokar	ol	1	1	1	5	155	0.03225806452	0.9677419355	OBSERVED
shepchol otor	sheo	1	1	1	1	38	0.02631578947	0.9736842105	OBSERVED
shepchy lshedary	dal	1	1	1	1	1	1	0	OBSERVED
shepchy qotain	shcthy	1	1	1	3	56	0.05357142857	0.9464285714	OBSERVED
shepchy qoty	dy	1	1	1	2	71	0.02816901408	0.9718309859	OBSERVED
sher s	aiin	1	1	1	60	311	0.192926045	0.807073955	OBSERVED
shes aiin	okeyteey	1	2	0.5	1	469	0.002132196162	0.4978678038	OBSERVED
shes aiin	oty	1	2	0.5	3	469	0.006396588486	0.4936034115	OBSERVED
shes chteey	sheely	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
shes eedy	sheol	1	1	1	1	5	0.2	0.8	OBSERVED
shes o	d	1	1	1	4	207	0.0193236715	0.9806763285	OBSERVED
shes ol	keey	1	2	0.5	6	521	0.01151631478	0.4884836852	OBSERVED
shes ol	shedy	1	2	0.5	24	521	0.04606525912	0.4539347409	OBSERVED
shes qeeor	or	1	1	1	1	1	1	0	OBSERVED
shes qokchey	qokain	1	1	1	1	27	0.03703703704	0.962962963	OBSERVED
shes s	y	1	1	1	10	311	0.03215434084	0.9678456592	OBSERVED
shes to	ar	1	1	1	3	3	1	0	OBSERVED
shes yeeg	shokeolls	1	1	1	1	1	1	0	OBSERVED
shese aiin	sheos	1	1	1	1	469	0.002132196162	0.9978678038	OBSERVED
shese shodaiin	sheas	1	1	1	1	19	0.05263157895	0.9473684211	OBSERVED
shesed chof	chy	1	1	1	1	2	0.5	0.5	OBSERVED
sheseky or	al	1	1	1	8	375	0.02133333333	0.9786666667	OBSERVED
sheshdy chedy	chedy	1	1	1	10	472	0.02118644068	0.9788135593	OBSERVED
sheshe oeeor	ykeear	1	1	1	1	2	0.5	0.5	OBSERVED
sheshy echedy	kchdy	1	1	1	1	2	0.5	0.5	OBSERVED
shet chy	ckhol	1	1	1	1	154	0.006493506494	0.9935064935	OBSERVED
shet sheota	oteal	1	1	1	1	1	1	0	OBSERVED
shet sho	keeo	1	1	1	2	126	0.01587301587	0.9841269841	OBSERVED
shetar shedy	qekaiin	1	1	1	1	412	0.002427184466	0.9975728155	OBSERVED
shetcheodchs ochedy	oteody	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
shetchy qoteol	otor	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
shetee yteey	cheody	1	1	1	2	31	0.06451612903	0.935483871	OBSERVED
shetey chokshor	okalal	1	1	1	1	2	0.5	0.5	OBSERVED
shets aiiin	shety	1	1	1	1	44	0.02272727273	0.9772727273	OBSERVED
shetshdy qotar	okedy	1	1	1	2	58	0.03448275862	0.9655172414	OBSERVED
shety okaiiin	sheor	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
shety otedy	shcthy	1	1	1	1	149	0.006711409396	0.9932885906	OBSERVED
shety oteey	dair	1	1	1	2	137	0.01459854015	0.9854014599	OBSERVED
shety otey	okaiin	1	1	1	2	58	0.03448275862	0.9655172414	OBSERVED
shety qopy	fol	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
shety sheoky	qokaiin	1	1	1	2	6	0.3333333333	0.6666666667	OBSERVED
shety ytar	ytaiin	1	1	1	1	23	0.04347826087	0.9565217391	OBSERVED
shey ar	ar	1	1	1	9	379	0.02374670185	0.9762532982	OBSERVED
shey arain	chey	1	1	1	1	4	0.25	0.75	OBSERVED
shey aseso	alcfhy	1	1	1	1	1	1	0	OBSERVED
shey chckhhy	sheolkchy	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
shey checthhy	daiin	1	1	1	1	1	1	0	OBSERVED
shey chedy	qokedy	1	1	1	14	472	0.02966101695	0.9703389831	OBSERVED
shey cheeegaiin	oloeeedy	1	1	1	1	1	1	0	OBSERVED
shey cheey	kar	1	2	0.5	1	178	0.005617977528	0.4943820225	OBSERVED
shey cheey	olcheol	1	2	0.5	1	178	0.005617977528	0.4943820225	OBSERVED
shey cheo	r	1	1	1	6	79	0.07594936709	0.9240506329	OBSERVED
shey cheokeain	chl	1	1	1	1	1	1	0	OBSERVED
shey cheol	y	1	1	1	1	166	0.006024096386	0.9939759036	OBSERVED
shey chey	ky	1	1	1	2	333	0.006006006006	0.993993994	OBSERVED
shey chol	chey	1	2	0.5	6	392	0.01530612245	0.4846938776	OBSERVED
shey chol	doiin	1	2	0.5	1	392	0.002551020408	0.4974489796	OBSERVED
shey cpheeedol	deey	1	1	1	1	1	1	0	OBSERVED
shey cthar	chotain	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
shey cthy	shekey	1	2	0.5	1	77	0.01298701299	0.487012987	OBSERVED
shey cthy	ykoda	1	2	0.5	1	77	0.01298701299	0.487012987	OBSERVED
shey d	y	1	1	1	4	52	0.07692307692	0.9230769231	OBSERVED
shey daiin	ch	1	4	0.25	1	719	0.001390820584	0.2486091794	OBSERVED
shey daiin	cths	1	4	0.25	1	719	0.001390820584	0.2486091794	OBSERVED
shey daiin	dalkal	1	4	0.25	1	719	0.001390820584	0.2486091794	OBSERVED
shey daiin	okol	1	4	0.25	1	719	0.001390820584	0.2486091794	OBSERVED
shey dain	aiin	1	2	0.5	1	187	0.005347593583	0.4946524064	OBSERVED
shey dain	qokeey	1	2	0.5	1	187	0.005347593583	0.4946524064	OBSERVED
shey dair	olsheos	1	1	1	1	105	0.009523809524	0.9904761905	OBSERVED
shey daly	olshedy	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
shey dar	qoty	1	2	0.5	2	277	0.007220216606	0.4927797834	OBSERVED
shey dar	shey	1	2	0.5	6	277	0.02166064982	0.4783393502	OBSERVED
shey dcheedy	qokeey	1	1	1	1	4	0.25	0.75	OBSERVED
shey dcheol	cheky	1	1	1	1	8	0.125	0.875	OBSERVED
shey dol	sheey	1	2	0.5	2	103	0.01941747573	0.4805825243	OBSERVED
shey dol	shey	1	2	0.5	2	103	0.01941747573	0.4805825243	OBSERVED
shey dor	chol	1	1	1	5	61	0.08196721311	0.9180327869	OBSERVED
shey dy	olshedy	1	1	1	2	182	0.01098901099	0.989010989	OBSERVED
shey epaiin	o	1	1	1	1	1	1	0	OBSERVED
shey epairody	osaiin	1	1	1	1	1	1	0	OBSERVED
shey fchor	qotas	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
shey fshy	dy	1	1	1	1	1	1	0	OBSERVED
shey ithey	qokain	1	1	1	1	1	1	0	OBSERVED
shey kaiin	lor	1	1	1	1	75	0.01333333333	0.9866666667	OBSERVED
shey kain	chckhal	1	1	1	1	40	0.025	0.975	OBSERVED
shey kair	otaiinam	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
shey kal	okedy	1	1	1	1	24	0.04166666667	0.9583333333	OBSERVED
shey kaly	dy	1	1	1	1	2	0.5	0.5	OBSERVED
shey kar	chedy	1	3	0.3333333333	2	56	0.03571428571	0.2976190476	OBSERVED
shey kar	chey	1	3	0.3333333333	2	56	0.03571428571	0.2976190476	OBSERVED
shey kar	sheckhy	1	3	0.3333333333	1	56	0.01785714286	0.3154761905	OBSERVED
shey kary	or	1	1	1	1	2	0.5	0.5	OBSERVED
shey kchedy	daiin	1	1	1	1	22	0.04545454545	0.9545454545	OBSERVED
shey kedy	qokain	1	1	1	2	44	0.04545454545	0.9545454545	OBSERVED
shey keedal	aiin	1	1	1	1	2	0.5	0.5	OBSERVED
shey keedy	sal	1	2	0.5	1	56	0.01785714286	0.4821428571	OBSERVED
shey keedy	shekal	1	2	0.5	1	56	0.01785714286	0.4821428571	OBSERVED
shey key	ctholy	1	2	0.5	1	16	0.0625	0.4375	OBSERVED
shey key	sho	1	2	0.5	1	16	0.0625	0.4375	OBSERVED
shey kol	chol	1	1	1	2	36	0.05555555556	0.9444444444	OBSERVED
shey kom	s	1	1	1	1	1	1	0	OBSERVED
shey kshdy	shol	1	1	1	1	4	0.25	0.75	OBSERVED
shey l	otain	1	2	0.5	2	185	0.01081081081	0.4891891892	OBSERVED
shey l	shey	1	2	0.5	5	185	0.02702702703	0.472972973	OBSERVED
shey lcheey	lchdy	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
shey lkaiin	shey	1	1	1	1	45	0.02222222222	0.9777777778	OBSERVED
shey lkain	shedy	1	1	1	2	31	0.06451612903	0.935483871	OBSERVED
shey lkeor	otaiin	1	1	1	1	1	1	0	OBSERVED
shey lol	r	1	2	0.5	1	21	0.04761904762	0.4523809524	OBSERVED
shey lol	s	1	2	0.5	1	21	0.04761904762	0.4523809524	OBSERVED
shey lshcthy	okar	1	1	1	1	1	1	0	OBSERVED
shey lshedy	qoky	1	1	1	3	38	0.07894736842	0.9210526316	OBSERVED
shey lshey	qoar	1	1	1	1	17	0.05882352941	0.9411764706	OBSERVED
shey ly	ssheol	1	1	1	1	4	0.25	0.75	OBSERVED
shey o	kal	1	1	1	3	207	0.01449275362	0.9855072464	OBSERVED
shey odaiin	qotchy	1	1	1	1	62	0.01612903226	0.9838709677	OBSERVED
shey ok	shey	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
shey okaiin	chedy	1	3	0.3333333333	5	198	0.02525252525	0.3080808081	OBSERVED
shey okaiin	sheey	1	3	0.3333333333	2	198	0.0101010101	0.3232323232	OBSERVED
shey okaiin	shkechy	1	3	0.3333333333	1	198	0.005050505051	0.3282828283	OBSERVED
shey okain	chedy	1	1	1	5	128	0.0390625	0.9609375	OBSERVED
shey okcheor	sheodom	1	1	1	1	1	1	0	OBSERVED
shey okeeey	qokaiin	1	1	1	1	23	0.04347826087	0.9565217391	OBSERVED
shey okeey	ctheey	1	2	0.5	1	177	0.005649717514	0.4943502825	OBSERVED
shey okeey	lkain	1	2	0.5	1	177	0.005649717514	0.4943502825	OBSERVED
shey okey	oiees	1	1	1	1	60	0.01666666667	0.9833333333	OBSERVED
shey ol	lchedy	1	4	0.25	3	521	0.00575815739	0.2442418426	OBSERVED
shey ol	shedy	1	4	0.25	24	521	0.04606525912	0.2039347409	OBSERVED
shey ol	sheey	1	4	0.25	11	521	0.02111324376	0.2288867562	OBSERVED
shey ol	shey	1	4	0.25	7	521	0.01343570058	0.2365642994	OBSERVED
shey olcheedar	shey	1	1	1	1	1	1	0	OBSERVED
shey olkedaiin	shor	1	1	1	1	2	0.5	0.5	OBSERVED
shey olkeol	olkeedy	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
shey ols	aiiin	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
shey olsheey	dair	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
shey olshey	cthor	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
shey oltshsey	sheepshey	1	1	1	1	1	1	0	OBSERVED
shey opaiin	chey	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
shey opchedy	dal	1	1	1	1	47	0.02127659574	0.9787234043	OBSERVED
shey opchey	cthey	1	1	1	1	29	0.03448275862	0.9655172414	OBSERVED
shey opolkod	odain	1	1	1	1	1	1	0	OBSERVED
shey osaiin	otar	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
shey osheeky	qol	1	1	1	1	1	1	0	OBSERVED
shey otain	alkain	1	2	0.5	1	87	0.01149425287	0.4885057471	OBSERVED
shey otain	chorar	1	2	0.5	1	87	0.01149425287	0.4885057471	OBSERVED
shey otchdy	dshedy	1	1	1	1	24	0.04166666667	0.9583333333	OBSERVED
shey otechd	ar	1	1	1	1	1	1	0	OBSERVED
shey oteey	otechar	1	1	1	1	137	0.007299270073	0.9927007299	OBSERVED
shey oteody	oteedy	1	1	1	2	37	0.05405405405	0.9459459459	OBSERVED
shey otoy	qokeol	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
shey pchey	qokeey	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
shey pydeey	cha	1	1	1	1	1	1	0	OBSERVED
shey qeeey	chol	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
shey qo	saly	1	1	1	1	53	0.01886792453	0.9811320755	OBSERVED
shey qoain	ol	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
shey qocheey	chokal	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
shey qockhey	dol	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
shey qockhol	shor	1	1	1	1	8	0.125	0.875	OBSERVED
shey qodaiiin	qokeed	1	1	1	1	1	1	0	OBSERVED
shey qodar	soiin	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
shey qodckhy	epho	1	1	1	1	1	1	0	OBSERVED
shey qoetar	chol	1	1	1	1	1	1	0	OBSERVED
shey qofchey	ol	1	1	1	1	1	1	0	OBSERVED
shey qoin	ol	1	1	1	1	1	1	0	OBSERVED
shey qokaiin	chal	1	7	0.1428571429	3	253	0.01185770751	0.1309994353	OBSERVED
shey qokaiin	checkhy	1	7	0.1428571429	4	253	0.01581027668	0.1270468662	OBSERVED
shey qokaiin	chedy	1	7	0.1428571429	9	253	0.03557312253	0.1072840203	OBSERVED
shey qokaiin	chor	1	7	0.1428571429	1	253	0.00395256917	0.1389045737	OBSERVED
shey qokaiin	okeedy	1	7	0.1428571429	1	253	0.00395256917	0.1389045737	OBSERVED
shey qokaiin	ol	1	7	0.1428571429	8	253	0.03162055336	0.1112365895	OBSERVED
shey qokaiin	shedy	1	7	0.1428571429	9	253	0.03557312253	0.1072840203	OBSERVED
shey qokain	char	1	16	0.0625	3	269	0.01115241636	0.05134758364	OBSERVED
shey qokain	chckhey	1	16	0.0625	1	269	0.003717472119	0.05878252788	OBSERVED
shey qokain	chckhy	1	16	0.0625	10	269	0.03717472119	0.02532527881	OBSERVED
shey qokain	chcthy	1	16	0.0625	4	269	0.01486988848	0.04763011152	OBSERVED
shey qokain	chear	1	16	0.0625	3	269	0.01115241636	0.05134758364	OBSERVED
shey qokain	chedy	3	16	0.1875	13	269	0.04832713755	0.1391728625	OBSERVED
shey qokain	cheol	1	16	0.0625	3	269	0.01115241636	0.05134758364	OBSERVED
shey qokain	dal	1	16	0.0625	4	269	0.01486988848	0.04763011152	OBSERVED
shey qokain	o	1	16	0.0625	4	269	0.01486988848	0.04763011152	OBSERVED
shey qokain	ol	1	16	0.0625	13	269	0.04832713755	0.01417286245	OBSERVED
shey qokain	otalsh	1	16	0.0625	1	269	0.003717472119	0.05878252788	OBSERVED
shey qokain	otshedy	1	16	0.0625	1	269	0.003717472119	0.05878252788	OBSERVED
shey qokain	shckhy	1	16	0.0625	3	269	0.01115241636	0.05134758364	OBSERVED
shey qokain	sheyky	1	16	0.0625	1	269	0.003717472119	0.05878252788	OBSERVED
shey qokair	qokaiin	1	1	1	1	21	0.04761904762	0.9523809524	OBSERVED
shey qokal	chedy	1	2	0.5	11	182	0.06043956044	0.4395604396	OBSERVED
shey qokal	shedy	1	2	0.5	13	182	0.07142857143	0.4285714286	OBSERVED
shey qokan	cham	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
shey qokar	ary	1	5	0.2	3	155	0.01935483871	0.1806451613	OBSERVED
shey qokar	chckhy	1	5	0.2	4	155	0.02580645161	0.1741935484	OBSERVED
shey qokar	okaral	1	5	0.2	1	155	0.006451612903	0.1935483871	OBSERVED
shey qokar	shedy	2	5	0.4	11	155	0.07096774194	0.3290322581	OBSERVED
shey qokcheor	daiiin	1	1	1	1	2	0.5	0.5	OBSERVED
