operation	from_symbol	to_symbol	position_zero_based	support_edges	examples	interpretation_limit
SUBSTITUTION	a	c	4	2	chctahy→chctchy|otarar→otarcr	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	e	5	2	qokeeas→qokeees|qopchar→qopcher	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	f	0	2	a→f|acheody→fcheody	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	f	3	2	chea→chef|shea→shef	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	g	1	2	da→dg|dar→dgr	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	g	3	2	chea→cheg|qoka→qokg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	h	0	2	a→h|ay→hy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	h	3	2	olsaly→olshly|qokay→qokhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	k	4	2	otora→otork|sheea→sheek	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	l	5	2	cheoda→cheodl|darala→darall	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	m	3	2	okea→okem|oroa→orom	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	m	4	2	okala→okalm|okeea→okeem	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	p	3	2	chea→chep|shea→shep	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	r	1	2	da→dr|oaiin→oriin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	s	5	2	choeea→choees|qokcha→qokchs	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	v	0	2	a→v|as→vs	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	x	0	2	a→x|adar→xdar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	x	1	2	daar→dxar|ha→hx	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	b	d	5	2	oleeeb→oleeed|oteeeb→oteeed	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	d	4	2	cheoc→cheod|qokecar→qokedar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	f	1	2	oc→of|yc→yf	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	g	1	2	dc→dg|oc→og	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	h	3	2	chkchy→chkhhy|qokcy→qokhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	k	2	2	olc→olk|qochy→qokhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	m	1	2	dc→dm|oc→om	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	n	3	2	ykac→ykan|ykec→yken	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	p	0	2	c→p|chol→phol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	r	1	2	dc→dr|oc→or	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	r	2	2	olc→olr|soc→sor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	y	4	2	cheoc→cheoy|olchc→olchy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	g	0	2	d→g|dm→gm	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	g	2	2	ald→alg|amd→amg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	g	5	2	cheeod→cheeog|qokeod→qokeog	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	h	2	2	chdo→chho|osdaiin→oshaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	h	4	2	ocfhdy→ocfhhy|okchdy→okchhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	h	6	2	checthdy→checthhy|qokchsdy→qokchshy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	i	2	2	chdo→chio|qodol→qoiol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	i	4	2	dairdy→dairiy|qokady→qokaiy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	j	3	2	aiidy→aiijy|arody→arojy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	j	4	2	cheodam→cheojam|cthod→cthoj	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	m	0	2	d→m|dol→mol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	n	1	2	od→on|odaiin→onaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	x	4	2	choldy→cholxy|opaldy→opalxy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	g	4	2	lshee→lsheg|qokee→qokeg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	i	1	2	oeees→oiees|oes→ois	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	l	5	2	kcheoey→kcheoly|qokeee→qokeel	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	m	0	2	e→m|eol→mol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	t	5	2	olcheey→olchety|opcheey→opchety	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	t	6	2	olcheeey→olcheety|qopcheey→qopchety	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	x	1	2	he→hx|oear→oxar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	g	3	2	chef→cheg|chof→chog	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	m	0	2	f→m|fol→mol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	m	1	2	of→om|ofy→omy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	n	1	2	of→on|ofaiin→onaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	r	6	2	okeodof→okeodor|opcheof→opcheor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	s	4	2	cheef→chees|cheefy→cheesy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	v	0	2	f→v|for→vor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	x	1	2	of→ox|ofar→oxar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	y	2	2	qef→qey|qof→qoy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	i	0	2	g→i|giin→iiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	i	1	2	ag→ai|og→oi	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	i	2	2	dag→dai|kag→kai	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	k	0	2	g→k|giin→kiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	k	1	2	og→ok|ogom→okom	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	k	3	2	cheg→chek|chog→chok	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	l	0	2	g→l|gm→lm	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	n	1	2	ag→an|og→on	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	n	4	2	daiig→daiin|dairg→dairn	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	n	5	2	chokag→chokan|oldaig→oldain	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	o	6	2	okcheeg→okcheeo|olcheeg→olcheeo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	p	1	2	og→op|ogom→opom	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	s	0	2	g→s|giin→siin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	t	1	2	lg→lt|og→ot	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	t	4	2	cheeg→cheet|cheog→cheot	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	y	7	2	okalcheg→okalchey|opcholdg→opcholdy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	i	2	2	chho→chio|cth→cti	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	l	1	2	ch→cl|sh→sl	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	l	3	2	okohy→okoly|olohy→ololy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	m	0	2	h→m|hol→mol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	s	1	2	ch→cs|thhey→tshey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	s	3	2	chkhhy→chkshy|okohy→okosy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	s	5	2	qocthhy→qocthsy|socthh→socths	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	t	2	2	lohor→lotor|ochy→octy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	t	3	2	chchy→chcty|qochaiin→qoctaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	v	0	2	h→v|ho→vo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	y	5	2	chcthh→chcthy|otalsh→otalsy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	k	2	2	chio→chko|qoiol→qokol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	l	0	2	i→l|ios→los	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	p	1	2	oi→op|oia→opa	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	t	0	2	i→t|ios→tos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	y	0	2	i→y|ikhey→ykhey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	l	1	2	ajam→alam|ajy→aly	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	l	3	2	aiijy→aiily|arojy→aroly	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	m	1	2	ajam→amam|ajy→amy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	r	1	2	ajam→aram|ajy→ary	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	j	t	1	2	ajam→atam|ajy→aty	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	l	5	2	lsheok→lsheol|oteeoky→oteeoly	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	l	6	2	choteoky→choteoly|okeedaky→okeedaly	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	m	0	2	k→m|kol→mol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	m	3	2	chok→chom|shok→shom	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	n	1	2	ok→on|okaiin→onaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	n	3	2	chok→chon|shok→shon	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	m	0	2	l→m|lol→mol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	m	7	2	checthal→chectham|olkeedal→olkeedam	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	o	5	2	chedyl→chedyo|qokeel→qokeeo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	u	1	2	dl→du|tl→tu	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	z	2	2	chls→chzs|oll→olz	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	n	1	2	am→an|om→on	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	o	1	2	dm→do|lm→lo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	p	0	2	m→p|mol→pol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	p	1	2	om→op|omy→opy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	q	0	2	m→q|mol→qol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	r	0	2	m→r|mol→rol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	r	7	2	chepcham→chepchar|oteeodam→oteeodar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	s	0	2	m→s|mol→sol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	t	0	2	m→t|mol→tol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	t	4	2	cheom→cheot|sheom→sheot	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	x	0	2	m→x|mol→xol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	y	0	2	m→y|mol→yol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	o	3	2	shon→shoo|yken→ykeo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	p	1	2	on→op|onaiin→opaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	t	1	2	on→ot|onaiin→otaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	y	1	2	an→ay|on→oy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	y	5	2	dairin→dairiy|qokain→qokaiy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	p	4	2	cholo→cholp|sheeo→sheep	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	u	1	2	do→du|to→tu	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	y	7	2	cheokeeo→cheokeey|chokcheo→chokchey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	y	8	2	cheeokeeo→cheeokeey|cheokcheo→cheokchey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	z	2	2	chos→chzs|olo→olz	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	q	1	2	opaiin→oqaiin|opoor→oqoor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	v	0	2	p→v|por→vor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	x	1	2	op→ox|opar→oxar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	q	r	1	2	oqaiin→oraiin|oqo→oro	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	s	x	1	2	os→ox|osar→oxar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	t	x	1	2	ot→ox|otar→oxar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	u	y	1	2	du→dy|tu→ty	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	v	x	0	2	v→x|vor→xor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	x	y	1	2	hx→hy|ox→oy	observed edit-distance-1 relation; not a morphological claim
DELETION	b		4	1	cheeb→chee	observed edit-distance-1 relation; not a morphological claim
DELETION	b		6	1	qokeeeb→qokeee	observed edit-distance-1 relation; not a morphological claim
DELETION	c		5	1	shckhhy→shckhchy	observed edit-distance-1 relation; not a morphological claim
DELETION	c		6	1	daiiinc→daiiin	observed edit-distance-1 relation; not a morphological claim
DELETION	d		10	1	qokeeolchey→qokeeolchedy	observed edit-distance-1 relation; not a morphological claim
DELETION	f		5	1	qotolfchedy→qotolchedy	observed edit-distance-1 relation; not a morphological claim
DELETION	f		7	1	chepchey→chepchefy	observed edit-distance-1 relation; not a morphological claim
DELETION	i		8	1	ycheeodain→ycheeodaiin	observed edit-distance-1 relation; not a morphological claim
DELETION	j		0	1	jajy→ajy	observed edit-distance-1 relation; not a morphological claim
DELETION	j		1	1	ay→ajy	observed edit-distance-1 relation; not a morphological claim
DELETION	j		4	1	cthoj→ctho	observed edit-distance-1 relation; not a morphological claim
DELETION	j		5	1	chetey→chetejy	observed edit-distance-1 relation; not a morphological claim
DELETION	m		0	1	ol→mol	observed edit-distance-1 relation; not a morphological claim
DELETION	m		7	1	alkeedym→alkeedy	observed edit-distance-1 relation; not a morphological claim
DELETION	n		7	1	qokaiiin→qokaiii	observed edit-distance-1 relation; not a morphological claim
DELETION	n		8	1	cheokaiin→cheokaii	observed edit-distance-1 relation; not a morphological claim
DELETION	o		8	1	qokalsheody→qokalshedy	observed edit-distance-1 relation; not a morphological claim
DELETION	p		6	1	ypchedy→ypchedpy	observed edit-distance-1 relation; not a morphological claim
DELETION	q		2	1	olqo→olo	observed edit-distance-1 relation; not a morphological claim
DELETION	t		7	1	shotchot→shotcho	observed edit-distance-1 relation; not a morphological claim
DELETION	u		4	1	teedu→teed	observed edit-distance-1 relation; not a morphological claim
DELETION	x		3	1	salxar→salar	observed edit-distance-1 relation; not a morphological claim
DELETION	z		1	1	azg→ag	observed edit-distance-1 relation; not a morphological claim
DELETION	z		3	1	okozy→okoy	observed edit-distance-1 relation; not a morphological claim
INSERTION		b	4	1	chee→cheeb	observed edit-distance-1 relation; not a morphological claim
INSERTION		b	6	1	qokeee→qokeeeb	observed edit-distance-1 relation; not a morphological claim
INSERTION		c	5	1	shckhchy→shckhhy	observed edit-distance-1 relation; not a morphological claim
INSERTION		c	6	1	daiiin→daiiinc	observed edit-distance-1 relation; not a morphological claim
INSERTION		d	10	1	qokeeolchedy→qokeeolchey	observed edit-distance-1 relation; not a morphological claim
INSERTION		f	5	1	qotolchedy→qotolfchedy	observed edit-distance-1 relation; not a morphological claim
INSERTION		f	7	1	chepchefy→chepchey	observed edit-distance-1 relation; not a morphological claim
INSERTION		i	8	1	ycheeodaiin→ycheeodain	observed edit-distance-1 relation; not a morphological claim
INSERTION		j	0	1	ajy→jajy	observed edit-distance-1 relation; not a morphological claim
INSERTION		j	1	1	ajy→ay	observed edit-distance-1 relation; not a morphological claim
INSERTION		j	4	1	ctho→cthoj	observed edit-distance-1 relation; not a morphological claim
INSERTION		j	5	1	chetejy→chetey	observed edit-distance-1 relation; not a morphological claim
INSERTION		m	0	1	mol→ol	observed edit-distance-1 relation; not a morphological claim
INSERTION		m	7	1	alkeedy→alkeedym	observed edit-distance-1 relation; not a morphological claim
INSERTION		n	7	1	qokaiii→qokaiiin	observed edit-distance-1 relation; not a morphological claim
INSERTION		n	8	1	cheokaii→cheokaiin	observed edit-distance-1 relation; not a morphological claim
INSERTION		o	8	1	qokalshedy→qokalsheody	observed edit-distance-1 relation; not a morphological claim
INSERTION		p	6	1	ypchedpy→ypchedy	observed edit-distance-1 relation; not a morphological claim
INSERTION		q	2	1	olo→olqo	observed edit-distance-1 relation; not a morphological claim
INSERTION		t	7	1	shotcho→shotchot	observed edit-distance-1 relation; not a morphological claim
INSERTION		u	4	1	teed→teedu	observed edit-distance-1 relation; not a morphological claim
INSERTION		x	3	1	salar→salxar	observed edit-distance-1 relation; not a morphological claim
INSERTION		z	1	1	ag→azg	observed edit-distance-1 relation; not a morphological claim
INSERTION		z	3	1	okoy→okozy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	a	0	1	I→a	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	c	0	1	I→c	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	d	0	1	I→d	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	e	0	1	I→e	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	f	0	1	I→f	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	g	0	1	I→g	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	h	0	1	I→h	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	i	0	1	I→i	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	k	0	1	I→k	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	l	0	1	I→l	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	m	0	1	I→m	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	n	0	1	I→n	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	o	0	1	I→o	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	p	0	1	I→p	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	q	0	1	I→q	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	r	0	1	I→r	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	s	0	1	I→s	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	t	0	1	I→t	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	u	0	1	I→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	v	0	1	I→v	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	x	0	1	I→x	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	I	y	0	1	I→y	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	b	4	1	ykeea→ykeeb	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	c	3	1	qokay→qokcy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	c	5	1	ykeedar→ykeedcr	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	d	6	1	opchedal→opcheddl	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	e	6	1	cheockay→cheockey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	f	1	1	sa→sf	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	g	2	1	ara→arg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	h	2	1	roar→rohr	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	h	4	1	chctahy→chcthhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	h	6	1	cheockay→cheockhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	l	4	1	cheda→chedl	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	m	0	1	a→m	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	m	1	1	da→dm	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	n	0	1	a→n	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	n	2	1	oia→oin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	p	4	1	sheea→sheep	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	s	1	1	da→ds	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	t	4	1	sheea→sheet	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	u	0	1	a→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	u	1	1	da→du	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	x	2	1	sha→shx	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	y	7	1	otchosha→otchoshy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	z	2	1	chas→chzs	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	b	e	4	1	ykeeb→ykeee	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	b	f	4	1	cheeb→cheef	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	b	g	4	1	cheeb→cheeg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	b	o	5	1	cheeeb→cheeeo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	b	s	6	1	qokeeeb→qokeees	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	b	t	4	1	cheeb→cheet	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	b	y	6	1	qokeeeb→qokeeey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	b	y	7	1	choteeeb→choteeey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	d	2	1	olc→old	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	d	5	1	dcheocy→dcheody	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	e	4	1	qokecar→qokeear	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	f	0	1	c→f	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	g	0	1	c→g	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	g	4	1	cheoc→cheog	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	h	1	1	tchey→thhey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	h	4	1	chctchy→chcthhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	i	2	1	dockhy→doikhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	k	3	1	chechy→chekhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	k	4	1	cheoc→cheok	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	k	5	1	dcheocy→dcheoky	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	l	3	1	ykac→ykal	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	l	4	1	cheoc→cheol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	m	0	1	c→m	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	m	2	1	soc→som	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	m	3	1	ykac→ykam	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	m	4	1	cheoc→cheom	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	n	0	1	c→n	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	n	1	1	oc→on	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	o	4	1	olchc→olcho	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	p	4	1	cheoc→cheop	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	r	3	1	ykac→ykar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	r	4	1	cheoc→cheor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	t	4	1	cheoc→cheot	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	t	5	1	dcheocy→dcheoty	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	u	0	1	c→u	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	u	1	1	dc→du	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	x	0	1	c→x	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	y	5	1	oeeodc→oeeody	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	z	2	1	olc→olz	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	f	5	1	olched→olchef	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	f	6	1	shckhedy→shckhefy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	f	7	1	chepchedy→chepchefy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	i	0	1	d→i	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	j	1	1	adam→ajam	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	j	5	1	chetedy→chetejy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	k	7	1	chokeeody→chokeeoky	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	n	0	1	d→n	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	n	2	1	tad→tan	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	n	6	1	qokchod→qokchon	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	p	6	1	ypcheddy→ypchedpy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	q	1	1	odaiin→oqaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	r	7	1	chpcheod→chpcheor	observed edit-distance-1 relation; not a morphological claim
