n	context	continuation	sequence	count	context_count	conditional_probability	observed_status	corpus_rule
3	yh	y	yhy	1	2	0.5	OBSERVED	OBSERVED
3	yh	z	yhz	0	2	0	UNOBSERVED	NEVER_OBSERVED
3	yi	0	yi0	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	1	yi1	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	2	yi2	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	3	yi3	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	4	yi4	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	5	yi5	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	6	yi6	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	7	yi7	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	8	yi8	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	9	yi9	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	I	yiI	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	a	yia	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	b	yib	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	c	yic	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	d	yid	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	e	yie	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	f	yif	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	g	yig	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	h	yih	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	i	yii	1	1	1	OBSERVED	OBSERVED
3	yi	j	yij	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	k	yik	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	l	yil	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	m	yim	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	n	yin	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	o	yio	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	p	yip	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	q	yiq	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	r	yir	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	s	yis	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	t	yit	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	u	yiu	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	v	yiv	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	x	yix	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	y	yiy	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yi	z	yiz	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	yk	0	yk0	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	1	yk1	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	2	yk2	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	3	yk3	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	4	yk4	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	5	yk5	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	6	yk6	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	7	yk7	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	8	yk8	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	9	yk9	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	I	ykI	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	a	yka	183	740	0.2472972973	OBSERVED	OBSERVED
3	yk	b	ykb	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	c	ykc	96	740	0.1297297297	OBSERVED	OBSERVED
3	yk	d	ykd	2	740	0.002702702703	OBSERVED	OBSERVED
3	yk	e	yke	334	740	0.4513513514	OBSERVED	OBSERVED
3	yk	f	ykf	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	g	ykg	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	h	ykh	8	740	0.01081081081	OBSERVED	OBSERVED
3	yk	i	yki	1	740	0.001351351351	OBSERVED	OBSERVED
3	yk	j	ykj	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	k	ykk	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	l	ykl	1	740	0.001351351351	OBSERVED	OBSERVED
3	yk	m	ykm	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	n	ykn	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	o	yko	60	740	0.08108108108	OBSERVED	OBSERVED
3	yk	p	ykp	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	q	ykq	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	r	ykr	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	s	yks	13	740	0.01756756757	OBSERVED	OBSERVED
3	yk	t	ykt	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	u	yku	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	v	ykv	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	x	ykx	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yk	y	yky	42	740	0.05675675676	OBSERVED	OBSERVED
3	yk	z	ykz	0	740	0	UNOBSERVED	NEVER_OBSERVED
3	yl	0	yl0	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	1	yl1	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	2	yl2	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	3	yl3	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	4	yl4	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	5	yl5	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	6	yl6	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	7	yl7	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	8	yl8	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	9	yl9	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	I	ylI	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	a	yla	2	16	0.125	OBSERVED	OBSERVED
3	yl	b	ylb	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	c	ylc	2	16	0.125	OBSERVED	OBSERVED
3	yl	d	yld	1	16	0.0625	OBSERVED	OBSERVED
3	yl	e	yle	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	f	ylf	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	g	ylg	1	16	0.0625	OBSERVED	OBSERVED
3	yl	h	ylh	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	i	yli	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	j	ylj	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	k	ylk	3	16	0.1875	OBSERVED	OBSERVED
3	yl	l	yll	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	m	ylm	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	n	yln	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	o	ylo	2	16	0.125	OBSERVED	OBSERVED
3	yl	p	ylp	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	q	ylq	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	r	ylr	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	s	yls	1	16	0.0625	OBSERVED	OBSERVED
3	yl	t	ylt	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	u	ylu	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	v	ylv	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	x	ylx	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yl	y	yly	4	16	0.25	OBSERVED	OBSERVED
3	yl	z	ylz	0	16	0	UNOBSERVED	NEVER_OBSERVED
3	yo	0	yo0	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	1	yo1	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	2	yo2	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	3	yo3	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	4	yo4	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	5	yo5	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	6	yo6	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	7	yo7	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	8	yo8	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	9	yo9	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	I	yoI	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	a	yoa	2	42	0.04761904762	OBSERVED	OBSERVED
3	yo	b	yob	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	c	yoc	1	42	0.02380952381	OBSERVED	OBSERVED
3	yo	d	yod	3	42	0.07142857143	OBSERVED	OBSERVED
3	yo	e	yoe	3	42	0.07142857143	OBSERVED	OBSERVED
3	yo	f	yof	1	42	0.02380952381	OBSERVED	OBSERVED
3	yo	g	yog	1	42	0.02380952381	OBSERVED	OBSERVED
3	yo	h	yoh	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	i	yoi	2	42	0.04761904762	OBSERVED	OBSERVED
3	yo	j	yoj	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	k	yok	10	42	0.2380952381	OBSERVED	OBSERVED
3	yo	l	yol	8	42	0.1904761905	OBSERVED	OBSERVED
3	yo	m	yom	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	n	yon	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	o	yoo	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	p	yop	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	q	yoq	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	r	yor	7	42	0.1666666667	OBSERVED	OBSERVED
3	yo	s	yos	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	t	yot	4	42	0.09523809524	OBSERVED	OBSERVED
3	yo	u	you	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	v	yov	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	x	yox	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	y	yoy	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yo	z	yoz	0	42	0	UNOBSERVED	NEVER_OBSERVED
3	yp	0	yp0	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	1	yp1	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	2	yp2	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	3	yp3	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	4	yp4	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	5	yp5	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	6	yp6	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	7	yp7	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	8	yp8	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	9	yp9	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	I	ypI	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	a	ypa	18	90	0.2	OBSERVED	OBSERVED
3	yp	b	ypb	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	c	ypc	62	90	0.6888888889	OBSERVED	OBSERVED
3	yp	d	ypd	1	90	0.01111111111	OBSERVED	OBSERVED
3	yp	e	ype	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	f	ypf	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	g	ypg	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	h	yph	1	90	0.01111111111	OBSERVED	OBSERVED
3	yp	i	ypi	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	j	ypj	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	k	ypk	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	l	ypl	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	m	ypm	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	n	ypn	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	o	ypo	4	90	0.04444444444	OBSERVED	OBSERVED
3	yp	p	ypp	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	q	ypq	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	r	ypr	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	s	yps	4	90	0.04444444444	OBSERVED	OBSERVED
3	yp	t	ypt	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	u	ypu	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	v	ypv	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	x	ypx	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	y	ypy	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yp	z	ypz	0	90	0	UNOBSERVED	NEVER_OBSERVED
3	yq	0	yq0	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	1	yq1	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	2	yq2	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	3	yq3	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	4	yq4	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	5	yq5	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	6	yq6	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	7	yq7	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	8	yq8	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	9	yq9	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	I	yqI	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	a	yqa	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	b	yqb	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	c	yqc	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	d	yqd	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	e	yqe	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	f	yqf	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	g	yqg	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	h	yqh	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	i	yqi	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	j	yqj	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	k	yqk	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	l	yql	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	m	yqm	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	n	yqn	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	o	yqo	12	13	0.9230769231	OBSERVED	OBSERVED
3	yq	p	yqp	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	q	yqq	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	r	yqr	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	s	yqs	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	t	yqt	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	u	yqu	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	v	yqv	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	x	yqx	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yq	y	yqy	1	13	0.07692307692	OBSERVED	OBSERVED
3	yq	z	yqz	0	13	0	UNOBSERVED	NEVER_OBSERVED
3	yr	0	yr0	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	1	yr1	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	2	yr2	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	3	yr3	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	4	yr4	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	5	yr5	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	6	yr6	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	7	yr7	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	8	yr8	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	9	yr9	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	I	yrI	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	a	yra	2	7	0.2857142857	OBSERVED	OBSERVED
3	yr	b	yrb	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	c	yrc	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	d	yrd	1	7	0.1428571429	OBSERVED	OBSERVED
3	yr	e	yre	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	f	yrf	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	g	yrg	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	h	yrh	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	i	yri	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	j	yrj	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	k	yrk	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	l	yrl	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	m	yrm	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	n	yrn	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	o	yro	1	7	0.1428571429	OBSERVED	OBSERVED
3	yr	p	yrp	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	q	yrq	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	r	yrr	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	s	yrs	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	t	yrt	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	u	yru	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	v	yrv	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	x	yrx	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	yr	y	yry	3	7	0.4285714286	OBSERVED	OBSERVED
3	yr	z	yrz	0	7	0	UNOBSERVED	NEVER_OBSERVED
3	ys	0	ys0	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	1	ys1	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	2	ys2	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	3	ys3	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	4	ys4	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	5	ys5	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	6	ys6	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	7	ys7	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	8	ys8	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	9	ys9	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	I	ysI	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	a	ysa	10	110	0.09090909091	OBSERVED	OBSERVED
3	ys	b	ysb	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	c	ysc	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	d	ysd	1	110	0.009090909091	OBSERVED	OBSERVED
3	ys	e	yse	1	110	0.009090909091	OBSERVED	OBSERVED
3	ys	f	ysf	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	g	ysg	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	h	ysh	94	110	0.8545454545	OBSERVED	OBSERVED
3	ys	i	ysi	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	j	ysj	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	k	ysk	1	110	0.009090909091	OBSERVED	OBSERVED
3	ys	l	ysl	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	m	ysm	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	n	ysn	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	o	yso	1	110	0.009090909091	OBSERVED	OBSERVED
3	ys	p	ysp	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	q	ysq	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	r	ysr	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	s	yss	1	110	0.009090909091	OBSERVED	OBSERVED
3	ys	t	yst	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	u	ysu	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	v	ysv	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	x	ysx	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	ys	y	ysy	1	110	0.009090909091	OBSERVED	OBSERVED
3	ys	z	ysz	0	110	0	UNOBSERVED	NEVER_OBSERVED
3	yt	0	yt0	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	1	yt1	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	2	yt2	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	3	yt3	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	4	yt4	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	5	yt5	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	6	yt6	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	7	yt7	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	8	yt8	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	9	yt9	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	I	ytI	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	a	yta	146	593	0.2462057336	OBSERVED	OBSERVED
3	yt	b	ytb	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	c	ytc	109	593	0.1838111298	OBSERVED	OBSERVED
3	yt	d	ytd	2	593	0.003372681282	OBSERVED	OBSERVED
3	yt	e	yte	202	593	0.3406408094	OBSERVED	OBSERVED
3	yt	f	ytf	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	g	ytg	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	h	yth	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	i	yti	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	j	ytj	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	k	ytk	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	l	ytl	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	m	ytm	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	n	ytn	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	o	yto	80	593	0.1349072513	OBSERVED	OBSERVED
3	yt	p	ytp	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	q	ytq	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	r	ytr	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	s	yts	10	593	0.01686340641	OBSERVED	OBSERVED
3	yt	t	ytt	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	u	ytu	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	v	ytv	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	x	ytx	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	yt	y	yty	44	593	0.0741989882	OBSERVED	OBSERVED
3	yt	z	ytz	0	593	0	UNOBSERVED	NEVER_OBSERVED
3	za	0	za0	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	1	za1	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	2	za2	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	3	za3	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	4	za4	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	5	za5	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	6	za6	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	7	za7	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	8	za8	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	9	za9	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	I	zaI	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	a	zaa	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	b	zab	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	c	zac	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	d	zad	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	e	zae	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	f	zaf	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	g	zag	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	h	zah	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	i	zai	1	3	0.3333333333	OBSERVED	OBSERVED
3	za	j	zaj	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	k	zak	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	l	zal	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	m	zam	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	n	zan	1	3	0.3333333333	OBSERVED	OBSERVED
3	za	o	zao	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	p	zap	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	q	zaq	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	r	zar	1	3	0.3333333333	OBSERVED	OBSERVED
3	za	s	zas	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	t	zat	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	u	zau	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	v	zav	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	x	zax	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	y	zay	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	za	z	zaz	0	3	0	UNOBSERVED	NEVER_OBSERVED
3	ze	0	ze0	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ze	1	ze1	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ze	2	ze2	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ze	3	ze3	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ze	4	ze4	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ze	5	ze5	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ze	6	ze6	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ze	7	ze7	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ze	8	ze8	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ze	9	ze9	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ze	I	zeI	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ze	a	zea	0	1	0	UNOBSERVED	NEVER_OBSERVED
3	ze	b	zeb	0	1	0	UNOBSERVED	NEVER_OBSERVED
