physical_line	token_count	glyph_count	first_token	last_token	first_glyph	last_glyph	repeated_token_occurrences	repeated_family_occurrences	token_length_progression	token_family_progression	folio_locus_type_section
215	7	31	chol	dar	c	r	2	6	4|4|3|6|6|5|3	1|1|1|1|1|1|1	f8v|f8v.5|P|H
216	7	30	daiin	ar	d	r	0	6	5|5|5|4|5|4|2	1|1|1|1|1|1|1	f8v|f8v.6|P|H
217	7	29	sho	ry	s	y	0	6	3|5|3|4|5|7|2	1|1|1|1|1|1|1	f8v|f8v.7|P|H
218	6	32	okcholksh	dain	o	n	2	4	9|4|4|4|7|4	550|1|1|1|1|1	f8v|f8v.8|P|H
219	6	31	shol	chaiin	s	n	0	5	4|5|7|4|5|6	1|1|1|1|1|1	f8v|f8v.9|P|H
220	5	31	scharchy	cpharom	s	m	0	2	8|7|5|4|7	948|1|1|1|245	f8v|f8v.10|P|H
221	1	6	sorain	sorain	s	n	0	0	6	1	f8v|f8v.11|P|H
222	8	38	pchar	daiin	p	n	0	6	5|3|3|3|5|10|4|5	1|1|1|1|1|108|1|1	f8v|f8v.12|P|H
223	7	38	kchor	satar	k	r	0	6	5|6|3|7|5|7|5	1|1|1|1|1|1|1	f8v|f8v.13|P|H
224	9	40	shor	ckham	s	m	0	8	4|4|7|4|3|4|5|4|5	1|1|1|1|1|1|1|1|1	f8v|f8v.14|P|H
225	10	41	or	ry	o	y	1	9	2|4|4|5|4|6|4|6|4|2	1|1|1|1|1|1|1|1|1|1	f8v|f8v.15|P|H
226	8	38	chor	raiin	c	n	0	7	4|5|5|5|5|6|3|5	1|1|1|1|1|1|1|1	f8v|f8v.16|P|H
227	3	14	dain	daiin	d	n	0	2	4|5|5	1|1|1	f8v|f8v.17|P|H
228	10	43	tydlo	cthy	t	y	0	8	5|5|5|6|1|3|6|4|4|4	1100|1|1|1|1|1|1|1|1|1	f9r|f9r.1|P|H
229	9	45	oykeey	chaiin	o	n	0	7	6|4|6|7|6|6|2|2|6	1|1|1|1|1087|1|1|1|1	f9r|f9r.2|P|H
230	10	40	toiin	ram	t	m	0	9	5|4|5|6|4|4|4|4|1|3	1|1|1|1|1|1|1|1|1|1	f9r|f9r.3|P|H
231	9	44	yshy	dayty	y	y	0	8	4|7|7|4|6|4|3|4|5	1|1|1|1|1|1|1|1|1	f9r|f9r.4|P|H
232	10	45	daiin	dy	d	y	0	9	5|4|3|4|8|4|7|6|2|2	1|1|1|1|1|1|1|1|1|1	f9r|f9r.5|P|H
233	10	48	pshoain	chdy	p	y	0	7	7|8|6|1|3|7|4|2|6|4	1|1|1|1|2|394|1|1|1|1	f9r|f9r.6|P|H
234	10	42	or	aiin	o	n	0	9	2|4|3|4|5|4|5|5|6|4	1|1|1|1|1|1|1|1|1|1	f9r|f9r.7|P|H
235	9	43	qotcho	olshocthy	q	y	0	7	6|6|5|7|5|1|3|1|9	1|1|1|1|1|1|1|1|630	f9r|f9r.8|P|H
236	7	38	ocho	daiin	o	n	0	5	4|4|7|9|5|4|5	1|1|1|196|1|1|1	f9r|f9r.9|P|H
237	3	17	ytchas	chkor	y	r	0	2	6|6|5	1|1|1	f9r|f9r.10|P|H
238	10	54	fochor	daiin	f	n	1	7	6|7|3|4|5|10|5|4|5|5	1|664|1|1|1|888|1|1|1|1	f9v|f9v.1|P|H
239	11	50	dchor	dy	d	y	1	10	5|6|7|5|4|4|5|2|3|7|2	1|1|1|1|1|1|1|1|1|1|1	f9v|f9v.2|P|H
240	9	42	ykey	daiin	y	n	1	8	4|4|6|5|4|6|3|5|5	1|1|1|1|1|1|1|1|1	f9v|f9v.3|P|H
241	8	30	ytey	toldy	y	y	0	7	4|3|1|5|5|4|3|5	1|1|1|1|1|1|1|1	f9v|f9v.4|P|H
242	9	44	pchor	daiiin	p	n	0	7	5|7|5|5|8|2|2|4|6	1|1|1|1|604|1|1|1|1	f9v|f9v.5|P|H
243	8	37	odol	yko	o	o	0	7	4|4|7|5|4|5|5|3	1|1|1|1|1|1|1|1	f9v|f9v.6|P|H
244	8	31	qo	daim	q	m	1	7	2|4|4|5|5|4|3|4	1|1|1|1|1|1|1|1	f9v|f9v.7|P|H
245	5	25	soiin	daly	s	y	0	4	5|5|6|5|4	1|1|1|1|1	f9v|f9v.8|P|H
246	6	26	daiin	ytoldy	d	y	0	5	5|3|3|5|4|6	1|1|1|1|1|1	f9v|f9v.9|P|H
247	5	19	oty	kyty	o	y	0	4	3|5|4|3|4	1|1|1|1|1	f9v|f9v.10|P|H
248	4	20	ychor	kaiin	y	n	0	3	5|7|3|5	1|1|1|1	f9v|f9v.11|P|H
249	3	15	chkaiin	chor	c	r	0	2	7|4|4	1|1|1	f9v|f9v.12|P|H
250	8	48	pchocthy	kom	p	m	0	7	8|4|7|7|7|8|4|3	1|1|1|1|1|1|1|1	f10r|f10r.1|P|H
251	10	46	dchey	etyd	d	d	0	8	5|6|4|4|2|5|8|3|5|4	1|1|1|1|1|1|770|1|1|1	f10r|f10r.2|P|H
252	11	41	qotor	dy	q	y	1	10	5|1|4|5|7|6|4|2|3|2|2	1|1|1|1|1|1|1|1|1|1|1	f10r|f10r.3|P|H
253	10	44	sor	ody	s	y	0	9	3|6|6|4|4|2|4|7|5|3	1|1|1|1|1|1|1|1|1|1	f10r|f10r.4|P|H
254	4	21	qokchy	cthy	q	y	0	3	6|7|4|4	1|1|1|1	f10r|f10r.5|P|H
255	9	42	ycheor	shy	y	y	0	8	6|4|4|7|8|2|3|5|3	1|1|1|1|1|1|1|1|1	f10r|f10r.6|P|H
256	10	40	dchy	am	d	m	0	9	4|7|1|7|3|5|3|4|4|2	1|1|1|1|1|1|1|1|1|1	f10r|f10r.7|P|H
257	8	37	qotchor	dar	q	r	1	7	7|4|4|4|6|4|5|3	1|1|1|1|1|1|1|1	f10r|f10r.8|P|H
258	7	34	oykchor	chodaiin	o	n	0	6	7|4|4|3|6|2|8	1|1|1|1|1|1|1	f10r|f10r.9|P|H
259	6	30	oqotor	ytoiin	o	n	0	5	6|4|4|5|5|6	1|1|1|1|1|1	f10r|f10r.10|P|H
260	6	30	135	otar	1	r	0	3	3|9|4|5|5|4	2|714|1|1|1|1	f10r|f10r.11|P|H
261	5	25	135	qotor	1	r	0	3	3|6|5|6|5	2|1|1|1|1	f10r|f10r.12|P|H
262	9	43	paiin	sain	p	n	1	8	5|5|4|6|4|5|5|5|4	1|1|1|1|1|1|1|1|1	f10v|f10v.1|P|H
263	9	46	dain	daiin	d	n	1	8	4|5|4|7|6|3|8|4|5	1|1|1|1|1|1|1|1|1	f10v|f10v.2|P|H
264	7	23	dsho	dy	d	y	0	6	4|4|5|2|2|4|2	1|1|1|1|1|1|1	f10v|f10v.3|P|H
265	7	42	qotchytor	dain	q	n	0	5	9|6|5|7|7|4|4	898|1|1|1|1|1|1	f10v|f10v.4|P|H
266	9	41	sho	ky	s	y	1	8	3|5|5|6|5|4|5|6|2	1|1|1|1|1|1|1|1|1	f10v|f10v.5|P|H
267	8	40	shoiin	aiin	s	n	1	7	6|4|6|4|7|5|4|4	1|1|1|1|1|1|1|1	f10v|f10v.6|P|H
268	8	35	qokol	chckhan	q	n	0	7	5|3|2|4|5|5|4|7	1|1|1|1|1|1|1|1	f10v|f10v.7|P|H
269	8	44	tshol	shoyty	t	y	0	6	5|6|4|9|4|4|6|6	1|1|1|984|1|1|1|1	f11r|f11r.1|P|H
270	9	45	socthody	daiin	s	n	1	8	8|5|1|4|5|5|7|5|5	1|1|1|1|1|1|1|1|1	f11r|f11r.2|P|H
271	10	44	qoty	dod	q	d	0	9	4|4|4|3|6|5|4|6|5|3	1|1|1|1|1|1|1|1|1|1	f11r|f11r.3|P|H
272	5	19	dchol	daiin	d	n	0	4	5|3|4|2|5	1|1|1|1|1	f11r|f11r.4|P|H
273	14	44	tchol	daiin	t	n	2	12	5|4|4|3|1|1|3|2|5|4|1|1|5|5	1|1|1|1|1|1|2|1|1|1|1|1|1|1	f11r|f11r.5|P|H
274	12	41	odl	daiin	o	n	1	11	3|1|1|1|4|6|6|4|5|4|1|5	1|1|1|1|1|1|1|1|1|1|1|1	f11r|f11r.6|P|H
275	4	18	qotchy	dy	q	y	0	3	6|6|4|2	1|1|1|1	f11r|f11r.7|P|H
276	8	38	poldchody	y	p	y	0	6	9|6|6|4|4|5|3|1	812|1|1|1|1|1|1|1	f11v|f11v.1|P|H
277	9	39	shol	dchy	s	y	0	8	4|2|6|6|5|3|5|4|4	1|1|1|1|1|1|1|1|1	f11v|f11v.2|P|H
278	10	38	otchor	dy	o	y	1	8	6|2|4|4|3|2|6|3|6|2	1|1|1|1|2|1|1|1|1|1	f11v|f11v.3|P|H
279	8	39	qokchor	tu	q	u	0	6	7|8|5|4|4|4|5|2	1|218|1|1|1|1|1|1	f11v|f11v.4|P|H
280	1	2	dd	dd	d	d	0	0	2	1	f11v|f11v.5|L|H
281	9	34	soydy	arg	s	g	0	8	5|6|3|4|2|3|5|3|3	1|1|1|1|1|1|1|1|1	f11v|f11v.6|P|H
282	6	24	ycheor	chold	y	d	0	5	6|4|3|5|1|5	1|1|1|1|1|1	f11v|f11v.7|P|H
283	9	44	torshor	dchg	t	g	1	7	7|5|4|2|6|4|6|6|4	1093|1|1|1|1|1|1|1|1	f13r|f13r.1|P|H
284	12	41	dchol	y	d	y	1	11	5|4|3|6|4|3|5|3|1|5|1|1	1|1|1|1|1|1|1|1|1|1|1|1	f13r|f13r.2|P|H
285	11	43	s	dar	s	r	0	10	1|1|5|6|5|4|4|5|5|4|3	1|1|1|1|1|1|1|1|1|1|1	f13r|f13r.3|P|H
286	3	17	qodchy	otchor	q	r	0	2	6|5|6	1|1|1	f13r|f13r.4|P|H
287	8	43	shorodo	cfholdy	s	y	0	7	7|3|4|5|5|6|6|7	1|1|1|1|1|1|1|1	f13r|f13r.5|P|H
288	9	42	tchor	d	t	d	0	8	5|3|5|7|5|6|4|6|1	1|1|1|1|1|1|1|1|1	f13r|f13r.6|P|H
289	9	36	dchy	doaiin	d	n	0	8	4|4|4|2|5|1|4|6|6	1|1|1|1|1|1|1|1|1	f13r|f13r.7|P|H
290	7	35	shochy	daiin	s	n	0	6	6|6|6|5|1|6|5	1|1|1|1|1|1|1	f13r|f13r.8|P|H
291	7	33	oldy	daldy	o	y	0	6	4|4|4|5|5|6|5	1|1|1|1|1|1|1	f13r|f13r.9|P|H
292	3	17	sotchy	okorory	s	y	0	1	6|4|7	1|1|594	f13r|f13r.10|P|H
293	7	37	koair	octhos	k	s	1	6	5|7|5|5|4|5|6	1|1|1|1|1|1|1	f13v|f13v.1|P|H
294	6	30	oko	choty	o	y	0	5	3|5|6|6|5|5	1|1|1|1|1|1	f13v|f13v.2|P|H
295	5	25	qokchy	cthody	q	y	0	4	6|5|3|5|6	1|1|1|1|1	f13v|f13v.3|P|H
296	8	26	o	qocky	o	y	0	7	1|1|1|4|4|5|5|5	1|1|1|1|1|1|1|1	f13v|f13v.4|P|H
297	2	9	qoky	daiin	q	n	0	1	4|5	1|1	f13v|f13v.5|P|H
298	8	38	foldaiin	dairod	f	d	0	7	8|6|4|2|3|4|5|6	1|1|1|1|1|1|1|1	f13v|f13v.6|P|H
299	7	36	dain	shon	d	n	0	5	4|4|3|8|4|9|4	1|1|1|1|1|443|1	f13v|f13v.7|P|H
300	11	36	otchy	taiin	o	n	1	10	5|5|1|4|4|5|1|4|1|1|5	1|1|1|1|1|1|1|1|1|1|1	f13v|f13v.8|P|H
301	9	35	tchtod	qocthy	t	y	0	8	6|4|5|4|1|3|3|3|6	1|1|1|1|1|1|1|1|1	f13v|f13v.9|P|H
302	6	19	y	dal	y	l	0	5	1|2|3|5|5|3	1|1|1|1|1|1	f13v|f13v.10|P|H
303	6	30	pcho	dain	p	n	1	5	4|5|6|6|5|4	1|1|1|1|1|1	f14r|f14r.1|P|H
304	7	28	o	okol	o	l	0	6	1|5|6|4|6|2|4	1|1|1|1|1|1|1	f14r|f14r.2|P|H
305	5	25	ydaiin	olol	y	l	0	4	6|5|5|5|4	1|1|1|1|1	f14r|f14r.3|P|H
306	5	25	ochkchor	dorody	o	y	0	3	8|3|3|5|6	488|1|1|1|1	f14r|f14r.4|P|H
307	4	20	qokchol	qotolo	q	o	0	3	7|3|4|6	1|1|1|1	f14r|f14r.5|P|H
308	5	22	ychol	ockhy	y	y	0	4	5|3|4|5|5	1|1|1|1|1	f14r|f14r.6|P|H
309	3	15	otcho	chckhy	o	y	0	2	5|4|6	1|1|1	f14r|f14r.7|P|H
310	7	28	soshy	s	s	s	0	5	5|3|4|4|5|6|1	1|2|1|1|1|1|1	f14r|f14r.8|P|H
311	9	36	sody	dy	s	y	0	8	4|5|7|6|5|2|3|2|2	1|1|1|1|1|1|1|1|1	f14r|f14r.9|P|H
312	8	35	qotchor	okchydy	q	y	1	7	7|4|5|5|3|2|2|7	1|1|1|1|1|1|1|1	f14r|f14r.10|P|H
313	7	33	dchokchy	ykeeyky	d	y	0	5	8|5|2|4|3|4|7	1|1|1|1|1|1|1139	f14r|f14r.11|P|H
314	6	30	oeeeb	chodalg	o	g	1	5	5|4|4|4|6|7	1|1|1|1|1|1	f14r|f14r.12|P|H
315	5	24	sodaiin	ykeody	s	y	1	4	7|3|4|4|6	1|1|1|1|1	f14r|f14r.13|P|H
316	8	43	pdychoiin	ydain	p	n	0	5	9|7|6|2|6|5|3|5	795|1117|1|1|1|1|1|1	f14v|f14v.1|P|H
317	10	40	okchor	daiin	o	n	0	9	6|1|7|3|3|4|5|2|4|5	1|1|1|1|1|1|1|1|1|1	f14v|f14v.2|P|H
318	10	40	ychy	dy	y	y	1	9	4|2|5|6|2|6|6|5|2|2	1|1|1|1|1|1|1|1|1|1	f14v|f14v.3|P|H
319	8	39	ytychy	ds	y	s	0	7	6|4|5|8|3|6|5|2	1|1|1|1|1|1|1|1	f14v|f14v.4|P|H
320	8	39	okshy	oty	o	y	1	7	5|5|6|4|6|5|5|3	1|1|1|1|1|1|1|1	f14v|f14v.5|P|H
321	10	38	qoty	n	q	n	2	9	4|5|4|7|2|2|2|6|5|1	1|1|1|1|1|1|1|1|1|1	f14v|f14v.6|P|H
322	11	38	oy	dardy	o	y	0	10	2|4|3|2|4|4|5|1|4|4|5	1|1|1|1|1|1|1|1|1|1|1	f14v|f14v.7|P|H
323	7	35	chokshor	dam	c	m	1	6	8|5|7|5|3|4|3	1|1|1|1|1|1|1	f14v|f14v.8|P|H
324	3	20	dykchy	dchckhy	d	y	0	2	6|7|7	1|1|1	f14v|f14v.9|P|H
325	7	33	tshor	daiin	t	n	1	6	5|4|6|3|6|4|5	1|1|1|1|1|1|1	f15r|f15r.1|P|H
326	6	27	otchor	koly	o	y	0	5	6|7|3|4|3|4	1|1|1|1|1|1	f15r|f15r.2|P|H
327	6	30	qokaiin	cthy	q	y	0	5	7|6|4|5|4|4	1|1|1|1|1|1	f15r|f15r.3|P|H
328	6	32	scheaiin	sal	s	l	0	5	8|8|3|3|7|3	1|1|1|1|1|1	f15r|f15r.4|P|H
329	7	26	qotchy	dy	q	y	1	6	6|1|4|4|5|4|2	1|1|1|1|1|1|1	f15r|f15r.5|P|H
330	6	25	dchy	okear	d	r	0	5	4|2|5|4|5|5	1|1|1|1|1|1	f15r|f15r.6|P|H
331	5	26	daiin	keocthy	d	y	0	4	5|7|4|3|7	1|1|1|1|1	f15r|f15r.7|P|H
332	6	26	shocthy	ctholy	s	y	0	5	7|3|5|1|4|6	1|1|1|1|1|1	f15r|f15r.8|P|H
333	7	30	octhain	y	o	y	0	6	7|7|4|6|4|1|1	1|1|1|1|1|1|1	f15r|f15r.9|P|H
334	5	31	ychain	dolchds	y	s	0	3	6|7|5|6|7	1|1|1|1|340	f15r|f15r.10|P|H
335	6	28	okaiin	choross	o	s	0	4	6|6|3|2|4|7	1|1|1|1|1|225	f15r|f15r.11|P|H
336	6	29	qotor	shan	q	n	0	5	5|4|6|3|7|4	1|1|1|1|1|1	f15r|f15r.12|P|H
337	8	34	ykshol	shoty	y	y	0	7	6|3|5|4|4|3|4|5	1|1|1|1|1|1|1|1	f15r|f15r.13|P|H
338	8	33	otcho	dom	o	m	0	7	5|4|4|5|5|4|3|3	1|1|1|1|1|1|1|1	f15r|f15r.14|P|H
339	5	23	qotchor	daky	q	y	0	4	7|6|3|3|4	1|1|1|1|1	f15r|f15r.15|P|H
340	5	30	poror	opchordy	p	y	0	3	5|5|6|6|8	1|1|1|356|1	f15v|f15v.1|P|H
341	9	27	138	dar	1	r	0	7	3|4|2|3|1|4|4|3|3	2|1|1|1|1|1|1|1|1	f15v|f15v.2|P|H
342	5	26	cthor	okaiin	c	n	0	4	5|5|5|5|6	1|1|1|1|1	f15v|f15v.3|P|H
343	5	25	doiin	qotchod	d	d	0	4	5|5|4|4|7	1|1|1|1|1	f15v|f15v.4|P|H
344	6	25	otchor	s	o	s	1	5	6|4|4|6|4|1	1|1|1|1|1|1	f15v|f15v.5|P|H
345	6	27	qotchey	aiin	q	n	0	5	7|5|5|5|1|4	1|1|1|1|1|1	f15v|f15v.6|P|H
346	8	25	coy	ols	c	s	1	7	3|6|3|3|1|3|3|3	1|1|1|1|1|1|1|1	f15v|f15v.7|P|H
347	7	28	ytchor	daiin	y	n	0	6	6|4|2|4|3|4|5	1|1|1|1|1|1|1	f15v|f15v.8|P|H
348	6	28	otchol	kan	o	n	1	5	6|6|4|4|5|3	1|1|1|1|1|1	f15v|f15v.9|P|H
349	5	25	sor	qokaiin	s	n	0	4	3|4|7|4|7	1|1|1|1|1	f15v|f15v.10|P|H
350	6	25	sol	cthy	s	y	0	5	3|4|5|4|5|4	1|1|1|1|1|1	f15v|f15v.11|P|H
351	4	18	daiin	chor	d	r	0	3	5|5|4|4	1|1|1|1	f15v|f15v.12|P|H
352	10	49	pocheody	orom	p	m	0	9	8|7|7|5|3|4|5|2|4|4	1|1|1|1|1|1|1|1|1|1	f16r|f16r.1|P|H
353	8	38	ychykchy	oeesordy	y	y	0	7	8|4|3|4|3|5|3|8	1|1|1|1|1|1|1|1	f16r|f16r.2|P|H
354	7	32	ydor	ykair	y	r	0	6	4|5|5|3|5|5|5	1|1|1|1|1|1|1	f16r|f16r.3|P|H
355	2	14	dainod	ychealod	d	d	0	0	6|8	1|1105	f16r|f16r.4|P|H
356	9	32	tchor	ky	t	y	0	8	5|4|3|1|3|7|5|2|2	1|1|1|1|1|1|1|1|1	f16r|f16r.5|P|H
357	7	33	oshaiin	toaiin	o	n	0	6	7|4|5|6|4|1|6	1|1|1|1|1|1|1	f16r|f16r.6|P|H
358	8	32	daiin	qoky	d	y	0	7	5|6|4|4|1|4|4|4	1|1|1|1|1|1|1|1	f16r|f16r.7|P|H
359	6	29	shotchy	daiin	s	n	0	5	7|5|3|5|4|5	1|1|1|1|1|1	f16r|f16r.8|P|H
360	2	11	saiin	ytaiin	s	n	0	1	5|6	1|1	f16r|f16r.9|P|H
361	7	34	toror	okal	t	l	0	5	5|4|3|5|5|8|4	1|1|1|1|1|1149|1	f16r|f16r.10|P|H
362	7	32	sokchy	kchy	s	y	0	6	6|5|5|5|4|3|4	1|1|1|1|1|1|1	f16r|f16r.11|P|H
363	7	31	dy	tchokyd	d	d	0	6	2|3|4|6|6|3|7	1|1|1|1|1|1|1	f16r|f16r.12|P|H
364	4	15	qokohor	shey	q	y	0	3	7|2|2|4	1|1|1|1	f16r|f16r.13|P|H
365	6	36	pchroiin	pchocty	p	y	0	5	8|6|7|7|1|7	1|1|1|1|1|1	f16v|f16v.1|P|H
366	6	32	ytchor	shory	y	y	0	4	6|1|2|7|11|5	1|1|1|1|867|1	f16v|f16v.2|P|H
367	7	28	ykchy	koshet	y	t	0	6	5|2|4|4|3|4|6	1|1|1|1|1|1|1	f16v|f16v.3|P|H
368	5	27	dchol	dal	d	l	0	4	5|8|5|6|3	1|1|1|1|1	f16v|f16v.4|P|H
369	6	26	ytchy	dan	y	n	1	5	5|5|4|4|5|3	1|1|1|1|1|1	f16v|f16v.5|P|H
370	7	26	sor	dairin	s	n	0	6	3|2|3|3|5|4|6	1|1|1|1|1|1|1	f16v|f16v.6|P|H
371	5	30	pchocthy	sy	p	y	0	4	8|7|6|7|2	1|1|1|1|1	f16v|f16v.7|P|H
372	9	37	daiin	sholo	d	o	1	8	5|4|1|5|6|3|4|4|5	1|1|1|1|1|1|1|1|1	f16v|f16v.8|P|H
373	8	36	dshy	chody	d	y	1	7	4|6|6|4|4|5|2|5	1|1|1|1|1|1|1|1	f16v|f16v.9|P|H
374	8	36	qokchy	cthy	q	y	0	7	6|3|2|5|6|5|5|4	1|1|1|1|1|1|1|1	f16v|f16v.10|P|H
375	3	19	okytaiin	saiin	o	n	0	1	8|6|5	600|1|1	f16v|f16v.11|P|H
376	4	17	daiin	chody	d	y	0	3	5|3|4|5	1|1|1|1	f16v|f16v.12|P|H
377	2	11	sokar	oaorar	s	r	0	1	5|6	1|1	f16v|f16v.13|P|H
378	10	48	fshody	oldckhy	f	y	0	8	6|5|4|4|5|4|4|5|4|7	1|1|1|1|1|1|1|1|1|608	f17r|f17r.1|P|H
379	9	45	ydair	ods	y	s	0	8	5|5|5|5|6|3|6|7|3	1|1|1|1|1|1|1|1|1	f17r|f17r.2|P|H
380	7	28	chol	okchom	c	m	0	6	4|2|3|5|4|4|6	1|1|1|1|1|1|1	f17r|f17r.3|P|H
381	10	43	tcho	ypaim	t	m	0	8	4|3|4|5|3|6|5|3|5|5	1|2|1|1|1|1|1|1|1|1	f17r|f17r.4|P|H
382	9	45	ychekchy	qody	y	y	0	8	8|4|4|4|5|7|4|5|4	1|1|1|1|1|1|1|1|1	f17r|f17r.5|P|H
383	5	24	tsho	cheteg	t	g	0	4	4|3|3|8|6	1|1|1|1|1	f17r|f17r.6|P|H
384	7	36	ksheo	opchordy	k	y	0	6	5|6|8|6|2|1|8	1|1|1|1|1|1|1	f17r|f17r.7|P|H
385	4	23	dchchy	ykchy	d	y	0	3	6|7|5|5	1|1|1|1	f17r|f17r.8|P|H
386	5	21	soy	chypcham	s	m	0	4	3|6|1|3|8	1|1|1|1|1	f17r|f17r.9|P|H
387	6	22	dar	mol	d	l	0	5	3|5|6|4|1|3	1|1|1|1|1|1	f17r|f17r.10|P|H
388	5	27	otchol	daiiin	o	n	0	4	6|5|6|4|6	1|1|1|1|1	f17r|f17r.11|P|H
389	3	12	ychod	chotom	y	m	0	2	5|1|6	1|1|1	f17r|f17r.12|P|H
390	2	11	oteeeon	oiil	o	l	0	1	7|4	1|1	f17r|f17r.13|L|H
391	6	29	pchodol	dy	p	y	0	5	7|4|4|8|4|2	1|1|1|1|1|1	f17v|f17v.1|P|H
392	6	32	ycheey	okal	y	l	0	5	6|5|7|4|6|4	1|1|1|1|1|1	f17v|f17v.2|P|H
393	6	35	oldaig	olol	o	l	0	5	6|6|4|7|8|4	1|1|1|1|1|1	f17v|f17v.3|P|H
394	5	28	kchor	okeeey	k	y	0	4	5|5|5|7|6	1|1|1|1|1	f17v|f17v.4|P|H
395	6	29	ychol	ckhy	y	y	0	5	5|4|8|5|3|4	1|1|1|1|1|1	f17v|f17v.5|P|H
396	6	22	oekor	d	o	d	1	5	5|2|6|2|6|1	1|1|1|1|1|1	f17v|f17v.6|P|H
397	7	26	sor	aiin	s	n	0	6	3|6|5|5|2|1|4	1|1|1|1|1|1|1	f17v|f17v.7|P|H
398	6	26	qokeey	sy	q	y	0	5	6|5|2|2|9|2	1|1|1|1|1|1	f17v|f17v.8|P|H
399	5	26	ycheol	ol	y	l	0	4	6|4|5|9|2	1|1|1|1|1	f17v|f17v.9|P|H
400	6	25	oytor	ar	o	r	0	5	5|5|4|4|5|2	1|1|1|1|1|1	f17v|f17v.10|P|H
401	4	24	qokcheo	chol	q	l	0	3	7|7|6|4	1|1|1|1	f17v|f17v.11|P|H
402	6	25	oy	chor	o	r	0	5	2|4|6|7|2|4	1|1|1|1|1|1	f17v|f17v.12|P|H
403	6	28	ykeor	sheol	y	l	1	5	5|4|4|5|5|5	1|1|1|1|1|1	f17v|f17v.13|P|H
404	6	29	olo	tchory	o	y	0	5	3|1|6|8|5|6	1|1|1|1|1|1	f17v|f17v.14|P|H
405	7	28	ychor	oteol	y	l	0	6	5|4|3|3|4|4|5	1|1|1|1|1|1|1	f17v|f17v.15|P|H
406	5	30	okcheol	otcheolom	o	m	0	3	7|4|5|5|9	1|1|1|1|710	f17v|f17v.16|P|H
407	6	28	qoain	cthor	q	r	0	5	5|3|3|3|9|5	1|1|1|1|1|1	f17v|f17v.17|P|H
408	8	28	otor	eees	o	s	0	7	4|6|2|4|3|3|2|4	1|1|1|1|1|1|1|1	f17v|f17v.18|P|H
409	5	27	dain	cholchom	d	m	0	3	4|4|6|5|8	1|1|1|1|11	f17v|f17v.19|P|H
410	6	28	ykeey	odaiin	y	n	0	5	5|5|5|4|3|6	1|1|1|1|1|1	f17v|f17v.20|P|H
411	7	34	oal	daiin	o	n	0	6	3|5|6|2|7|6|5	1|1|1|1|1|1|1	f17v|f17v.21|P|H
412	7	34	qokeee	cthy	q	y	0	6	6|3|4|5|6|6|4	1|1|1|1|1|1|1	f17v|f17v.22|P|H
413	4	20	chkeey	okeom	c	m	0	3	6|5|4|5	1|1|1|1	f17v|f17v.23|P|H
414	9	45	pdrairdy	dal	p	l	0	6	8|7|4|6|3|2|6|6|3	794|304|1|1|1|1|1|1|1	f18r|f18r.1|P|H
415	8	41	otshol	dain	o	n	0	7	6|7|7|6|5|2|4|4	1|1|1|1|1|1|1|1	f18r|f18r.2|P|H
416	12	44	qokchor	ytcharg	q	g	0	10	7|4|1|3|1|3|3|2|4|7|2|7	1|1|1|2|1|2|1|1|1|1|1|1	f18r|f18r.3|P|H
417	5	25	chor	okain	c	n	0	4	4|5|5|6|5	1|1|1|1|1	f18r|f18r.4|P|H
418	6	30	tchor	chom	t	m	0	5	5|4|7|5|5|4	1|1|1|1|1|1	f18r|f18r.5|P|H
419	8	32	ychy	dal	y	l	1	7	4|5|4|4|6|3|3|3	1|1|1|1|1|1|1|1	f18r|f18r.6|P|H
420	6	34	oshor	doldaiin	o	n	0	5	5|6|4|6|5|8	1|1|1|1|1|1	f18r|f18r.7|P|H
421	6	27	qokchor	dary	q	y	0	5	7|5|5|4|2|4	1|1|1|1|1|1	f18r|f18r.8|P|H
422	4	24	chol	chykald	c	d	0	2	4|7|6|7	1|1|1|12	f18r|f18r.9|P|H
423	5	22	dar	ydaiin	d	n	0	4	3|4|7|2|6	1|1|1|1|1	f18r|f18r.10|P|H
424	5	28	sotchaiin	g	s	g	0	4	9|7|7|4|1	1|1|1|1|1	f18r|f18r.11|P|H
425	5	26	ychair	cthy	y	y	0	4	6|5|5|6|4	1|1|1|1|1	f18r|f18r.12|P|H
426	6	25	or	dar	o	r	0	5	2|6|5|5|4|3	1|1|1|1|1|1	f18r|f18r.13|P|H
427	3	15	ychekch	kchaiin	y	n	0	2	7|1|7	1|1|1	f18r|f18r.14|P|H
428	7	33	told	ytdg	t	g	0	5	4|4|5|7|5|4|4	1|1|1|1|1|1|1170	f18v|f18v.1|P|H
429	10	38	qoeees	g	q	g	1	8	6|2|5|3|3|5|6|6|1|1	1|1|1|1|2|1|1|1|1|1	f18v|f18v.2|P|H
430	6	30	orshy	qokam	o	m	1	5	5|4|4|6|6|5	1|1|1|1|1|1	f18v|f18v.3|P|H
431	6	28	qotchy	dar	q	r	0	5	6|5|6|5|3|3	1|1|1|1|1|1	f18v|f18v.4|P|H
432	7	33	ychoees	om	y	m	0	6	7|5|3|4|7|5|2	1|1|1|1|1|1|1	f18v|f18v.5|P|H
433	8	31	qotor	ykar	q	r	0	7	5|4|5|7|3|1|2|4	1|1|1|1|1|1|1|1	f18v|f18v.6|P|H
