token	frequency	length_symbols	glyph_composition	initial_glyph	final_glyph	physical_line_coverage	folio_coverage	section_coverage	mean_normalized_line_position	median_normalized_line_position	edit_family_id
qotee	1	5	q|o|t|e|e	q	e	1	1	1	0.25	0.25	1
qoteeal	1	7	q|o|t|e|e|a|l	q	l	1	1	1	0.4761904762	0.4761904762	1
qoteed	3	6	q|o|t|e|e|d	q	d	3	3	2	0.1703703704	0.1111111111	1
qoteedaiin	1	10	q|o|t|e|e|d|a|i|i|n	q	n	1	1	1	1	1	1
qoteedar	3	8	q|o|t|e|e|d|a|r	q	r	3	3	2	0.6498316498	0.7272727273	1
qoteeddy	1	8	q|o|t|e|e|d|d|y	q	y	1	1	1	0.08333333333	0.08333333333	1
qoteedo	1	7	q|o|t|e|e|d|o	q	o	1	1	1	0.7	0.7	1
qoteedy	77	7	q|o|t|e|e|d|y	q	y	73	40	5	0.4757507686	0.5	1
qoteeedy	3	8	q|o|t|e|e|e|d|y	q	y	3	3	2	0.3888888889	0.5	1
qoteeeo	1	7	q|o|t|e|e|e|o	q	o	1	1	1	0	0	1
qoteees	2	7	q|o|t|e|e|e|s	q	s	2	2	1	0	0	1
qoteeey	3	7	q|o|t|e|e|e|y	q	y	3	3	2	0.2611111111	0.25	1
qoteeo	5	6	q|o|t|e|e|o	q	o	5	5	3	0.3788961039	0.25	1
qoteeod	1	7	q|o|t|e|e|o|d	q	d	1	1	1	0.1111111111	0.1111111111	1
qoteeody	6	8	q|o|t|e|e|o|d|y	q	y	6	6	5	0.581043956	0.6428571429	1
qoteeol	5	7	q|o|t|e|e|o|l	q	l	5	5	3	0.5132284382	0.6153846154	1
qoteeor	1	7	q|o|t|e|e|o|r	q	r	1	1	1	0.5833333333	0.5833333333	1
qoteeos	1	7	q|o|t|e|e|o|s	q	s	1	1	1	0.9	0.9	1
qoteeotchy	1	10	q|o|t|e|e|o|t|c|h|y	q	y	1	1	1	0.2222222222	0.2222222222	905
qotees	4	6	q|o|t|e|e|s	q	s	4	4	3	0.3426136364	0.3727272727	1
qoteesy	1	7	q|o|t|e|e|s|y	q	y	1	1	1	0	0	1
qoteey	42	6	q|o|t|e|e|y	q	y	40	30	7	0.3837447605	0.4	1
qoteiir	1	7	q|o|t|e|i|i|r	q	r	1	1	1	0.8181818182	0.8181818182	1
qoteo	5	5	q|o|t|e|o	q	o	5	5	3	0.4321428571	0.4166666667	1
qoteoar	1	7	q|o|t|e|o|a|r	q	r	1	1	1	0.7272727273	0.7272727273	1
qoteode	1	7	q|o|t|e|o|d|e	q	e	1	1	1	0.3	0.3	1
qoteody	11	7	q|o|t|e|o|d|y	q	y	11	9	4	0.4770661157	0.5	1
qoteol	12	6	q|o|t|e|o|l	q	l	12	10	4	0.5903006716	0.6458333333	1
qoteold	1	7	q|o|t|e|o|l|d	q	d	1	1	1	0.4444444444	0.4444444444	1
qoteoly	1	7	q|o|t|e|o|l|y	q	y	1	1	1	0.25	0.25	1
qoteor	5	6	q|o|t|e|o|r	q	r	5	5	4	0.6358422939	0.5	1
qoteos	1	6	q|o|t|e|o|s	q	s	1	1	1	0.08333333333	0.08333333333	1
qoteosam	1	8	q|o|t|e|o|s|a|m	q	m	1	1	1	0.8333333333	0.8333333333	906
qotes	2	5	q|o|t|e|s	q	s	2	2	2	0.2222222222	0.2222222222	1
qoteshy	1	7	q|o|t|e|s|h|y	q	y	1	1	1	0.8974358974	0.8974358974	1
qotesy	1	6	q|o|t|e|s|y	q	y	1	1	1	0.5	0.5	1
qotey	23	5	q|o|t|e|y	q	y	23	19	5	0.4512704687	0.4444444444	1
qoteytyqoky	1	11	q|o|t|e|y|t|y|q|o|k|y	q	y	1	1	1	0.8	0.8	907
qotir	1	5	q|o|t|i|r	q	r	1	1	1	1	1	1
qotl	2	4	q|o|t|l	q	l	2	2	2	0.4722222222	0.4722222222	1
qotlolkal	1	9	q|o|t|l|o|l|k|a|l	q	l	1	1	1	0.8571428571	0.8571428571	908
qoto	6	4	q|o|t|o	q	o	6	5	2	0.4466931217	0.4761904762	1
qotocthey	1	9	q|o|t|o|c|t|h|e|y	q	y	1	1	1	0.8888888889	0.8888888889	909
qotod	2	5	q|o|t|o|d	q	d	2	2	1	0.5111111111	0.5111111111	1
qotodaiin	1	9	q|o|t|o|d|a|i|i|n	q	n	1	1	1	0	0	1
qotodain	1	8	q|o|t|o|d|a|i|n	q	n	1	1	1	0.7142857143	0.7142857143	1
qotody	11	6	q|o|t|o|d|y	q	y	11	10	5	0.6142453616	0.7	1
qotoear	1	7	q|o|t|o|e|a|r	q	r	1	1	1	0.5	0.5	910
qotoee	1	6	q|o|t|o|e|e	q	e	1	1	1	0.625	0.625	1
qotoees	1	7	q|o|t|o|e|e|s	q	s	1	1	1	0.4	0.4	1
qotoeey	2	7	q|o|t|o|e|e|y	q	y	2	2	1	0.3333333333	0.3333333333	1
qotoiin	2	7	q|o|t|o|i|i|n	q	n	2	2	1	0.2857142857	0.2857142857	1
qotoiir	1	7	q|o|t|o|i|i|r	q	r	1	1	1	0.7142857143	0.7142857143	1
qotokody	1	8	q|o|t|o|k|o|d|y	q	y	1	1	1	1	1	44
qotoky	1	6	q|o|t|o|k|y	q	y	1	1	1	1	1	1
qotol	44	5	q|o|t|o|l	q	l	41	32	5	0.4029166541	0.4	1
qotolaiin	1	9	q|o|t|o|l|a|i|i|n	q	n	1	1	1	0.25	0.25	1
qotolchd	1	8	q|o|t|o|l|c|h|d	q	d	1	1	1	1	1	1
qotolchedy	1	10	q|o|t|o|l|c|h|e|d|y	q	y	1	1	1	0.8571428571	0.8571428571	1
qotolcheo	1	9	q|o|t|o|l|c|h|e|o	q	o	1	1	1	0.4	0.4	911
qotolchy	1	8	q|o|t|o|l|c|h|y	q	y	1	1	1	0.8	0.8	1
qotoldy	1	7	q|o|t|o|l|d|y	q	y	1	1	1	0.5	0.5	1
qotolfchedy	1	11	q|o|t|o|l|f|c|h|e|d|y	q	y	1	1	1	0.8	0.8	1
qotolo	1	6	q|o|t|o|l|o	q	o	1	1	1	1	1	1
qotolol	1	7	q|o|t|o|l|o|l	q	l	1	1	1	0.3333333333	0.3333333333	1
qotoly	1	6	q|o|t|o|l|y	q	y	1	1	1	0.1	0.1	1
qotom	1	5	q|o|t|o|m	q	m	1	1	1	1	1	1
qotomody	1	8	q|o|t|o|m|o|d|y	q	y	1	1	1	0.6	0.6	44
qotor	26	5	q|o|t|o|r	q	r	25	22	4	0.3661713287	0.3472222222	1
qotoral	1	7	q|o|t|o|r|a|l	q	l	1	1	1	0.4444444444	0.4444444444	912
qotordy	1	7	q|o|t|o|r|d|y	q	y	1	1	1	0.6666666667	0.6666666667	1
qototeeey	1	9	q|o|t|o|t|e|e|e|y	q	y	1	1	1	0.5454545455	0.5454545455	913
qotoy	1	5	q|o|t|o|y	q	y	1	1	1	0.2857142857	0.2857142857	1
qotshdy	3	7	q|o|t|s|h|d|y	q	y	3	3	2	0.4734848485	0.5454545455	1
qotshedy	3	8	q|o|t|s|h|e|d|y	q	y	3	3	2	0.4063492063	0.2857142857	1
qotsheod	2	8	q|o|t|s|h|e|o|d	q	d	2	2	2	0.5555555556	0.5555555556	914
qotshey	2	7	q|o|t|s|h|e|y	q	y	2	2	2	0.7142857143	0.7142857143	1
qotshol	1	7	q|o|t|s|h|o|l	q	l	1	1	1	0.8888888889	0.8888888889	1
qotshy	5	6	q|o|t|s|h|y	q	y	5	5	2	0.2457936508	0.1428571429	1
qoty	88	4	q|o|t|y	q	y	87	55	6	0.6106720615	0.6681818182	1
qotyd	1	5	q|o|t|y|d	q	d	1	1	1	0.8571428571	0.8571428571	1
qotydy	1	6	q|o|t|y|d|y	q	y	1	1	1	0.7692307692	0.7692307692	1
qotyshey	2	8	q|o|t|y|s|h|e|y	q	y	2	2	1	0.5347222222	0.5347222222	1
qoy	8	3	q|o|y	q	y	8	7	3	0.4646915584	0.3392857143	1
qoykam	1	6	q|o|y|k|a|m	q	m	1	1	1	0.375	0.375	1
qoykeeey	1	8	q|o|y|k|e|e|e|y	q	y	1	1	1	0.5	0.5	1
qoykeey	1	7	q|o|y|k|e|e|y	q	y	1	1	1	0.09090909091	0.09090909091	1
qoyky	1	5	q|o|y|k|y	q	y	1	1	1	1	1	1
qoypchol	1	8	q|o|y|p|c|h|o|l	q	l	1	1	1	0.2222222222	0.2222222222	1
qpol	1	4	q|p|o|l	q	l	1	1	1	0.380952381	0.380952381	1
qsain	1	5	q|s|a|i|n	q	n	1	1	1	0.2222222222	0.2222222222	1
qsg	1	3	q|s|g	q	g	1	1	1	1	1	915
qsolkeedy	1	9	q|s|o|l|k|e|e|d|y	q	y	1	1	1	0.4	0.4	1
qy	2	2	q|y	q	y	2	2	2	0.5285714286	0.5285714286	1
qykaiin	1	7	q|y|k|a|i|i|n	q	n	1	1	1	0.6666666667	0.6666666667	1
qykchey	1	7	q|y|k|c|h|e|y	q	y	1	1	1	0.75	0.75	1
qykeeol	1	7	q|y|k|e|e|o|l	q	l	1	1	1	0.05263157895	0.05263157895	1
qykeod	1	6	q|y|k|e|o|d	q	d	1	1	1	0.6538461538	0.6538461538	1
qyoeey	1	6	q|y|o|e|e|y	q	y	1	1	1	0.6666666667	0.6666666667	1
r	172	1	r	r	r	159	94	8	0.5358087426	0.5577777778	1
racthy	1	6	r|a|c|t|h|y	r	y	1	1	1	1	1	1
racty	1	5	r|a|c|t|y	r	y	1	1	1	0.9090909091	0.9090909091	1
rag	2	3	r|a|g	r	g	2	2	2	1	1	1
raiiin	1	6	r|a|i|i|i|n	r	n	1	1	1	0.5454545455	0.5454545455	1
raiin	64	5	r|a|i|i|n	r	n	63	35	7	0.6121971708	0.6666666667	1
raiir	1	5	r|a|i|i|r	r	r	1	1	1	0.6363636364	0.6363636364	1
raikchy	1	7	r|a|i|k|c|h|y	r	y	1	1	1	0.4444444444	0.4444444444	45
rain	22	4	r|a|i|n	r	n	22	15	5	0.6421328671	0.6515151515	1
rair	4	4	r|a|i|r	r	r	4	3	1	0.7312409812	0.7222222222	1
rairapy	1	7	r|a|i|r|a|p|y	r	y	1	1	1	1	1	916
raithty	1	7	r|a|i|t|h|t|y	r	y	1	1	1	1	1	917
ral	18	3	r|a|l	r	l	18	16	4	0.6698633157	0.7013888889	1
ralal	1	5	r|a|l|a|l	r	l	1	1	1	0.5	0.5	1
ralchey	1	7	r|a|l|c|h|e|y	r	y	1	1	1	1	1	1
ralchs	1	6	r|a|l|c|h|s	r	s	1	1	1	1	1	1
ralchy	1	6	r|a|l|c|h|y	r	y	1	1	1	1	1	1
ralkchedy	1	9	r|a|l|k|c|h|e|d|y	r	y	1	1	1	0.5	0.5	918
ralol	1	5	r|a|l|o|l	r	l	1	1	1	0.5	0.5	1
ralom	1	5	r|a|l|o|m	r	m	1	1	1	1	1	1
ralos	1	5	r|a|l|o|s	r	s	1	1	1	1	1	1
rals	1	4	r|a|l|s	r	s	1	1	1	0.5	0.5	1
raly	3	4	r|a|l|y	r	y	3	3	2	0.8055555556	0.75	1
ram	12	3	r|a|m	r	m	12	12	4	1	1	1
ramshy	1	6	r|a|m|s|h|y	r	y	1	1	1	1	1	919
rar	16	3	r|a|r	r	r	16	12	3	0.5767394931	0.5277777778	1
raraiiin	1	8	r|a|r|a|i|i|i|n	r	n	1	1	1	0	0	1
raraiin	4	7	r|a|r|a|i|i|n	r	n	4	4	1	0.7194055944	0.7115384615	1
raral	1	5	r|a|r|a|l	r	l	1	1	1	0.5	0.5	1
raralchl	1	8	r|a|r|a|l|c|h|l	r	l	1	1	1	1	1	920
raram	3	5	r|a|r|a|m	r	m	3	3	1	1	1	1
rary	5	4	r|a|r|y	r	y	5	5	3	0.8777777778	1	1
rasal	1	5	r|a|s|a|l	r	l	1	1	1	0.7	0.7	1
rasy	1	4	r|a|s|y	r	y	1	1	1	1	1	1
rch	1	3	r|c|h	r	h	1	1	1	0.72	0.72	1
rchdy	1	5	r|c|h|d|y	r	y	1	1	1	0.9230769231	0.9230769231	1
rchealcham	1	10	r|c|h|e|a|l|c|h|a|m	r	m	1	1	1	1	1	921
rcheald	1	7	r|c|h|e|a|l|d	r	d	1	1	1	1	1	922
rched	1	5	r|c|h|e|d	r	d	1	1	1	1	1	1
rchedar	1	7	r|c|h|e|d|a|r	r	r	1	1	1	0.5714285714	0.5714285714	1
rchedy	10	6	r|c|h|e|d|y	r	y	10	9	3	0.6502777778	0.6666666667	1
rcheeo	1	6	r|c|h|e|e|o	r	o	1	1	1	0.08333333333	0.08333333333	1
rchees	1	6	r|c|h|e|e|s	r	s	1	1	1	0.7	0.7	1
rcheetey	1	8	r|c|h|e|e|t|e|y	r	y	1	1	1	0.375	0.375	923
rcheey	5	6	r|c|h|e|e|y	r	y	5	4	3	0.5296503497	0.5	1
rcheky	3	6	r|c|h|e|k|y	r	y	3	3	2	0.6615384615	0.6	1
rcheo	1	5	r|c|h|e|o	r	o	1	1	1	0.2727272727	0.2727272727	1
rcheodal	1	8	r|c|h|e|o|d|a|l	r	l	1	1	1	0.5714285714	0.5714285714	1
rches	2	5	r|c|h|e|s	r	s	2	2	1	0.8045454545	0.8045454545	1
rchey	8	5	r|c|h|e|y	r	y	7	5	2	0.6698412698	0.6696428571	1
rchl	1	4	r|c|h|l	r	l	1	1	1	0.6666666667	0.6666666667	1
rchody	1	6	r|c|h|o|d|y	r	y	1	1	1	1	1	1
rchol	1	5	r|c|h|o|l	r	l	1	1	1	0.7777777778	0.7777777778	1
rchos	1	5	r|c|h|o|s	r	s	1	1	1	0.75	0.75	1
rchr	1	4	r|c|h|r	r	r	1	1	1	0.7142857143	0.7142857143	1
rchs	1	4	r|c|h|s	r	s	1	1	1	0.08333333333	0.08333333333	1
rchseesy	1	8	r|c|h|s|e|e|s|y	r	y	1	1	1	0.5	0.5	924
rchsy	1	5	r|c|h|s|y	r	y	1	1	1	0.8	0.8	1
rchy	3	4	r|c|h|y	r	y	3	3	2	0.4722222222	0.25	1
reeey	1	5	r|e|e|e|y	r	y	1	1	1	0.4545454545	0.4545454545	1
rkal	1	4	r|k|a|l	r	l	1	1	1	0.5	0.5	1
rkar	1	4	r|k|a|r	r	r	1	1	1	0.8333333333	0.8333333333	1
rkedam	1	6	r|k|e|d|a|m	r	m	1	1	1	0.320754717	0.320754717	1
rkeey	1	5	r|k|e|e|y	r	y	1	1	1	0.2727272727	0.2727272727	1
rky	1	3	r|k|y	r	y	1	1	1	0.25	0.25	1
rl	2	2	r|l	r	l	2	2	1	0.5909090909	0.5909090909	1
rlaiin	1	6	r|l|a|i|i|n	r	n	1	1	1	0.5	0.5	1
ro	9	2	r|o	r	o	9	8	3	0.787037037	0.8888888889	1
roaiin	1	6	r|o|a|i|i|n	r	n	1	1	1	0.6666666667	0.6666666667	1
roar	1	4	r|o|a|r	r	r	1	1	1	0	0	1
rod	1	3	r|o|d	r	d	1	1	1	1	1	1
rodaiin	3	7	r|o|d|a|i|i|n	r	n	3	3	2	0.8425925926	0.7777777778	1
rodam	2	5	r|o|d|a|m	r	m	2	1	1	1	1	1
rodeedy	1	7	r|o|d|e|e|d|y	r	y	1	1	1	0.9	0.9	1
rody	3	4	r|o|d|y	r	y	3	3	2	0.6481481481	0.6666666667	1
roees	1	5	r|o|e|e|s	r	s	1	1	1	0	0	1
rohr	1	4	r|o|h|r	r	r	1	1	1	0.3	0.3	1
roiiin	1	6	r|o|i|i|i|n	r	n	1	1	1	1	1	1
roiin	4	5	r|o|i|i|n	r	n	4	4	2	0.4994047619	0.5238095238	1
roiir	1	5	r|o|i|i|r	r	r	1	1	1	0.4117647059	0.4117647059	1
roiry	1	5	r|o|i|r|y	r	y	1	1	1	0.6666666667	0.6666666667	1
rokaix	1	6	r|o|k|a|i|x	r	x	1	1	1	0.9	0.9	925
rokeedy	1	7	r|o|k|e|e|d|y	r	y	1	1	1	0.9166666667	0.9166666667	1
rokyd	1	5	r|o|k|y|d	r	d	1	1	1	0.75	0.75	1
rol	20	3	r|o|l	r	l	18	15	4	0.6912878788	0.775	1
rolchedy	1	8	r|o|l|c|h|e|d|y	r	y	1	1	1	0.8333333333	0.8333333333	1
rolchey	1	7	r|o|l|c|h|e|y	r	y	1	1	1	0.8571428571	0.8571428571	1
rolchy	1	6	r|o|l|c|h|y	r	y	1	1	1	0.7	0.7	1
rolda	1	5	r|o|l|d|a	r	a	1	1	1	1	1	926
rolkeedy	1	8	r|o|l|k|e|e|d|y	r	y	1	1	1	0	0	1
rolkeey	1	7	r|o|l|k|e|e|y	r	y	1	1	1	0.3333333333	0.3333333333	1
rolky	1	5	r|o|l|k|y	r	y	1	1	1	1	1	1
roloty	1	6	r|o|l|o|t|y	r	y	1	1	1	0.375	0.375	927
rolsheedy	1	9	r|o|l|s|h|e|e|d|y	r	y	1	1	1	0.375	0.375	1
roltain	1	7	r|o|l|t|a|i|n	r	n	1	1	1	1	1	1
roly	1	4	r|o|l|y	r	y	1	1	1	1	1	1
rom	1	3	r|o|m	r	m	1	1	1	1	1	1
roo	1	3	r|o|o	r	o	1	1	1	0.5	0.5	1
ror	15	3	r|o|r	r	r	15	13	4	0.6887638288	0.7777777778	1
roraiin	1	7	r|o|r|a|i|i|n	r	n	1	1	1	0	0	1
roral	1	5	r|o|r|a|l	r	l	1	1	1	0.8181818182	0.8181818182	1
rorarol	1	7	r|o|r|a|r|o|l	r	l	1	1	1	1	1	1
rorarydaiin	1	11	r|o|r|a|r|y|d|a|i|i|n	r	n	1	1	1	0.7142857143	0.7142857143	928
rorcheey	1	8	r|o|r|c|h|e|e|y	r	y	1	1	1	0.5	0.5	1
rorol	3	5	r|o|r|o|l	r	l	3	3	2	0.7666666667	0.8	1
rory	1	4	r|o|r|y	r	y	1	1	1	1	1	1
roseer	1	6	r|o|s|e|e|r	r	r	1	1	1	0.5	0.5	929
roshckhy	1	8	r|o|s|h|c|k|h|y	r	y	1	1	1	0.4285714286	0.4285714286	930
rosy	1	4	r|o|s|y	r	y	1	1	1	1	1	1
rotaiin	1	7	r|o|t|a|i|i|n	r	n	1	1	1	1	1	1
rotydy	1	6	r|o|t|y|d|y	r	y	1	1	1	1	1	1
rpchey	1	6	r|p|c|h|e|y	r	y	1	1	1	0.5	0.5	1
rshdy	1	5	r|s|h|d|y	r	y	1	1	1	0.5555555556	0.5555555556	1
rsheal	1	6	r|s|h|e|a|l	r	l	1	1	1	0.1428571429	0.1428571429	1
rshed	1	5	r|s|h|e|d	r	d	1	1	1	0.5	0.5	1
rshedy	6	6	r|s|h|e|d|y	r	y	6	6	1	0.4611925112	0.4423076923	1
rsheedar	1	8	r|s|h|e|e|d|a|r	r	r	1	1	1	0.8333333333	0.8333333333	1
rsheedy	3	7	r|s|h|e|e|d|y	r	y	3	3	1	0.4907407407	0.5555555556	1
rsheg	1	5	r|s|h|e|g	r	g	1	1	1	1	1	1
rsheodar	1	8	r|s|h|e|o|d|a|r	r	r	1	1	1	0	0	1
rsheol	1	6	r|s|h|e|o|l	r	l	1	1	1	0.8888888889	0.8888888889	1
rshey	2	5	r|s|h|e|y	r	y	2	2	2	0.4020979021	0.4020979021	1
rshy	1	4	r|s|h|y	r	y	1	1	1	0.5	0.5	1
rtain	1	5	r|t|a|i|n	r	n	1	1	1	0.5	0.5	1
ry	11	2	r|y	r	y	11	10	4	0.8409090909	1	1
rychos	1	6	r|y|c|h|o|s	r	s	1	1	1	1	1	1
s	356	1	s	s	s	332	158	8	0.5592610348	0.5714285714	1
sa	3	2	s|a	s	a	3	3	3	0.3888888889	0.3333333333	1
sachy	1	5	s|a|c|h|y	s	y	1	1	1	0.5	0.5	1
sada	1	4	s|a|d|a	s	a	1	1	1	0.5	0.5	1
saeeasa	1	7	s|a|e|e|a|s|a	s	a	1	1	1	0.5	0.5	931
sai	1	3	s|a|i	s	i	1	1	1	0.7777777778	0.7777777778	1
saii	2	4	s|a|i|i	s	i	2	2	2	0.65	0.65	1
saiichor	1	8	s|a|i|i|c|h|o|r	s	r	1	1	1	0	0	932
saiidy	1	6	s|a|i|i|d|y	s	y	1	1	1	1	1	1
saiiin	2	6	s|a|i|i|i|n	s	n	2	2	2	0.5833333333	0.5833333333	1
saiim	1	5	s|a|i|i|m	s	m	1	1	1	1	1	1
saiin	127	5	s|a|i|i|n	s	n	124	76	8	0.3620670402	0.3	1
saiinchy	1	8	s|a|i|i|n|c|h|y	s	y	1	1	1	0	0	933
saiino	1	6	s|a|i|i|n|o	s	o	1	1	1	0.5	0.5	1
saiiny	1	6	s|a|i|i|n|y	s	y	1	1	1	0.5	0.5	1
saiir	4	5	s|a|i|i|r	s	r	4	4	2	0.375	0.25	1
saiis	1	5	s|a|i|i|s	s	s	1	1	1	0	0	1
saiisol	1	7	s|a|i|i|s|o|l	s	l	1	1	1	0.2857142857	0.2857142857	1
saikchy	1	7	s|a|i|k|c|h|y	s	y	1	1	1	0.5	0.5	45
sail	2	4	s|a|i|l	s	l	2	2	2	0.5277777778	0.5277777778	1
saim	2	4	s|a|i|m	s	m	2	2	1	0.8846153846	0.8846153846	1
sain	64	4	s|a|i|n	s	n	64	36	7	0.2896611201	0	1
saino	2	5	s|a|i|n|o	s	o	2	2	1	0.4772727273	0.4772727273	1
sair	29	4	s|a|i|r	s	r	29	23	7	0.2895357516	0	1
sairal	1	6	s|a|i|r|a|l	s	l	1	1	1	1	1	1
sairaly	1	7	s|a|i|r|a|l|y	s	y	1	1	1	0.5	0.5	1
sairam	1	6	s|a|i|r|a|m	s	m	1	1	1	1	1	1
sairo	1	5	s|a|i|r|o	s	o	1	1	1	0	0	1
sairody	1	7	s|a|i|r|o|d|y	s	y	1	1	1	0.4242424242	0.4242424242	1
sairojam	1	8	s|a|i|r|o|j|a|m	s	m	1	1	1	0.5	0.5	934
sairol	1	6	s|a|i|r|o|l	s	l	1	1	1	0	0	1
sairom	1	6	s|a|i|r|o|m	s	m	1	1	1	1	1	1
sairy	3	5	s|a|i|r|y	s	y	3	3	1	0.6666666667	1	1
sais	1	4	s|a|i|s	s	s	1	1	1	0	0	1
saisal	1	6	s|a|i|s|a|l	s	l	1	1	1	1	1	1
saithy	1	6	s|a|i|t|h|y	s	y	1	1	1	0	0	1
sakaiin	1	7	s|a|k|a|i|i|n	s	n	1	1	1	0	0	1
sakar	1	5	s|a|k|a|r	s	r	1	1	1	0.6666666667	0.6666666667	1
sal	49	3	s|a|l	s	l	49	39	8	0.5028375458	0.4285714286	1
salal	2	5	s|a|l|a|l	s	l	2	2	2	0.5	0.5	1
salar	1	5	s|a|l|a|r	s	r	1	1	1	0	0	1
salche	1	6	s|a|l|c|h|e	s	e	1	1	1	0	0	1
salched	1	7	s|a|l|c|h|e|d	s	d	1	1	1	0	0	1
salchedal	1	9	s|a|l|c|h|e|d|a|l	s	l	1	1	1	0.0303030303	0.0303030303	935
salchedy	3	8	s|a|l|c|h|e|d|y	s	y	3	2	1	0.4555555556	0.2	1
salcheol	1	8	s|a|l|c|h|e|o|l	s	l	1	1	1	0	0	1
salchey	1	7	s|a|l|c|h|e|y	s	y	1	1	1	0.4166666667	0.4166666667	1
salchtedytar	1	12	s|a|l|c|h|t|e|d|y|t|a|r	s	r	1	1	1	1	1	936
salckhy	1	7	s|a|l|c|k|h|y	s	y	1	1	1	0.5	0.5	937
saldaiin	1	8	s|a|l|d|a|i|i|n	s	n	1	1	1	1	1	1
saldal	2	6	s|a|l|d|a|l	s	l	2	2	2	0.8	0.8	1
saldam	1	6	s|a|l|d|a|m	s	m	1	1	1	0.5	0.5	1
saldan	1	6	s|a|l|d|a|n	s	n	1	1	1	0.7272727273	0.7272727273	1
saldy	3	5	s|a|l|d|y	s	y	3	3	3	0.6111111111	0.5	1
salf	1	4	s|a|l|f	s	f	1	1	1	0.5	0.5	1
salkchdy	1	8	s|a|l|k|c|h|d|y	s	y	1	1	1	0.5555555556	0.5555555556	1
salkeedy	1	8	s|a|l|k|e|e|d|y	s	y	1	1	1	0	0	1
salkeey	1	7	s|a|l|k|e|e|y	s	y	1	1	1	0	0	1
salo	2	4	s|a|l|o	s	o	2	2	2	0.7083333333	0.7083333333	1
saloiinsheol	1	12	s|a|l|o|i|i|n|s|h|e|o|l	s	l	1	1	1	0.5	0.5	938
salol	1	5	s|a|l|o|l	s	l	1	1	1	0.875	0.875	1
salols	1	6	s|a|l|o|l|s	s	s	1	1	1	0.5	0.5	1
sals	1	4	s|a|l|s	s	s	1	1	1	0.5454545455	0.5454545455	1
salsain	1	7	s|a|l|s|a|i|n	s	n	1	1	1	1	1	939
salsaly	1	7	s|a|l|s|a|l|y	s	y	1	1	1	1	1	940
salshcthdy	1	10	s|a|l|s|h|c|t|h|d|y	s	y	1	1	1	0.5	0.5	941
salshey	1	7	s|a|l|s|h|e|y	s	y	1	1	1	0.3333333333	0.3333333333	1
saltar	1	6	s|a|l|t|a|r	s	r	1	1	1	0.8	0.8	1
salxar	1	6	s|a|l|x|a|r	s	r	1	1	1	0	0	1
saly	4	4	s|a|l|y	s	y	4	4	4	0.7797619048	0.8095238095	1
sam	12	3	s|a|m	s	m	12	11	6	0.9166666667	1	1
san	3	3	s|a|n	s	n	3	3	3	0.4722222222	0.5	1
sar	81	3	s|a|r	s	r	81	55	8	0.4192532421	0.3333333333	1
saraiin	3	7	s|a|r|a|i|i|n	s	n	3	3	2	0.3333333333	0	1
saraiir	1	7	s|a|r|a|i|i|r	s	r	1	1	1	0	0	1
sarain	1	6	s|a|r|a|i|n	s	n	1	1	1	1	1	1
saraisl	1	7	s|a|r|a|i|s|l	s	l	1	1	1	0.6363636364	0.6363636364	942
saral	5	5	s|a|r|a|l	s	l	5	5	4	0.5333333333	0.5	1
sarald	1	6	s|a|r|a|l|d	s	d	1	1	1	0.3823529412	0.3823529412	1
saraloaly	1	9	s|a|r|a|l|o|a|l|y	s	y	1	1	1	0.5714285714	0.5714285714	943
saram	1	5	s|a|r|a|m	s	m	1	1	1	1	1	1
sarar	3	5	s|a|r|a|r	s	r	3	3	3	0.2857142857	0	1
sarchcphdy	1	10	s|a|r|c|h|c|p|h|d|y	s	y	1	1	1	0.5	0.5	944
sardy	1	5	s|a|r|d|y	s	y	1	1	1	0.8148148148	0.8148148148	1
sarg	1	4	s|a|r|g	s	g	1	1	1	1	1	1
saro	1	4	s|a|r|o	s	o	1	1	1	0.5714285714	0.5714285714	1
sarol	4	5	s|a|r|o|l	s	l	4	4	4	0.2361111111	0.2222222222	1
sarols	1	6	s|a|r|o|l|s	s	s	1	1	1	1	1	1
sarolsheedy	1	11	s|a|r|o|l|s|h|e|e|d|y	s	y	1	1	1	0.2857142857	0.2857142857	945
saroral	1	7	s|a|r|o|r|a|l	s	l	1	1	1	0.5	0.5	946
saroshy	1	7	s|a|r|o|s|h|y	s	y	1	1	1	0	0	10
sarshed	1	7	s|a|r|s|h|e|d	s	d	1	1	1	0.641025641	0.641025641	1
sary	10	4	s|a|r|y	s	y	10	8	4	0.7777777778	1	1
sarydy	1	6	s|a|r|y|d|y	s	y	1	1	1	0.5	0.5	1
sas	1	3	s|a|s	s	s	1	1	1	0.8	0.8	1
sasa	1	4	s|a|s|a	s	a	1	1	1	1	1	1
sasoldal	1	8	s|a|s|o|l|d|a|l	s	l	1	1	1	0.5	0.5	947
sasy	1	4	s|a|s|y	s	y	1	1	1	0.7857142857	0.7857142857	1
satar	1	5	s|a|t|a|r	s	r	1	1	1	1	1	1
say	1	3	s|a|y	s	y	1	1	1	0.125	0.125	1
schaiin	1	7	s|c|h|a|i|i|n	s	n	1	1	1	0	0	1
schar	1	5	s|c|h|a|r	s	r	1	1	1	0.6666666667	0.6666666667	1
scharchy	1	8	s|c|h|a|r|c|h|y	s	y	1	1	1	0	0	948
schckhy	1	7	s|c|h|c|k|h|y	s	y	1	1	1	0.2666666667	0.2666666667	1
