Corpus	Position	TokenA	TokenB	Operation	PositionClass	SourceGlyph	TargetGlyph
Voynich	30065	qokaiiin	qokaiin	DELETION	END	i	
Voynich	30089	qotcheedy	qotchedy	SUBSTITUTION	END	E	e
Voynich	30115	qokchey	qochey	DELETION	MIDDLE	k	
Voynich	30118	qodaiin	chodaiin	SUBSTITUTION	BEGIN	q	H
Voynich	30165	aiin	al	SUBSTITUTION	END	N	l
Voynich	30170	qokeechy	qokchy	DELETION	MIDDLE	E	
Voynich	30211	pchedy	kchedy	SUBSTITUTION	BEGIN	p	k
Voynich	30231	or	ol	SUBSTITUTION	END	r	l
Voynich	30237	ar	air	INSERTION	MIDDLE		i
Voynich	30244	chokain	okain	DELETION	BEGIN	H	
Voynich	30280	qotain	qokain	SUBSTITUTION	END	t	k
Voynich	30292	ar	a	DELETION	END	r	
Voynich	30300	kar	ar	DELETION	BEGIN	k	
Voynich	30353	okeeey	qokeeey	INSERTION	BEGIN		q
Voynich	30388	yteey	ytchy	SUBSTITUTION	END	E	H
Voynich	30391	qokeedy	qokeey	DELETION	END	d	
Voynich	30430	qokeed	qokeey	SUBSTITUTION	END	d	y
Voynich	30440	qokeedy	qokedy	SUBSTITUTION	MIDDLE	E	e
Voynich	30468	qoeeody	qoeedy	DELETION	MIDDLE	o	
Voynich	30506	okeeol	oteeol	SUBSTITUTION	BEGIN	k	t
Voynich	30522	shol	kol	SUBSTITUTION	BEGIN	S	k
Voynich	30540	oteedy	oteey	DELETION	END	d	
Voynich	30560	olkaiin	olfaiin	SUBSTITUTION	MIDDLE	k	f
Voynich	30605	dal	daiin	SUBSTITUTION	END	l	N
Voynich	30606	daiin	dam	SUBSTITUTION	END	N	m
Voynich	30709	al	ar	SUBSTITUTION	END	l	r
Voynich	30793	aiin	al	SUBSTITUTION	END	N	l
Voynich	30795	dar	ar	DELETION	BEGIN	d	
Voynich	30798	otedy	oteody	INSERTION	MIDDLE		o
Voynich	30814	opchedy	pchedy	DELETION	BEGIN	o	
Voynich	30829	or	r	DELETION	BEGIN	o	
Voynich	30870	otar	otaiin	SUBSTITUTION	END	r	N
Voynich	30871	otaiin	otal	SUBSTITUTION	END	N	l
Voynich	30935	opair	orair	SUBSTITUTION	BEGIN	p	r
Voynich	31008	otaiin	otar	SUBSTITUTION	END	N	r
Voynich	31009	otar	otal	SUBSTITUTION	END	r	l
Voynich	31030	ar	al	SUBSTITUTION	END	r	l
Voynich	31053	kaiin	aiin	DELETION	BEGIN	k	
Voynich	31079	oteey	oteeo	SUBSTITUTION	END	y	o
Voynich	31081	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	31095	okaiin	otaiin	SUBSTITUTION	MIDDLE	k	t
Voynich	31147	qotedy	qoted	DELETION	END	y	
Voynich	31157	ched	chedy	INSERTION	END		y
Voynich	31163	lchedy	lkchedy	INSERTION	BEGIN		k
Voynich	31189	shor	sheor	INSERTION	MIDDLE		e
Voynich	31214	qoteedo	qoteedy	SUBSTITUTION	END	o	y
Voynich	31280	soin	oin	DELETION	BEGIN	s	
Voynich	31343	opchedy	opchody	SUBSTITUTION	MIDDLE	e	o
Voynich	31400	chal	chlal	INSERTION	MIDDLE		l
Voynich	31404	okain	qokain	INSERTION	BEGIN		q
Voynich	31477	sh	o	SUBSTITUTION	MIDDLE	S	o
Voynich	31498	ar	aiin	SUBSTITUTION	END	r	N
Voynich	31502	sheedy	shedy	SUBSTITUTION	MIDDLE	E	e
Voynich	31567	okain	qokain	INSERTION	BEGIN		q
Voynich	31592	shed	sheo	SUBSTITUTION	END	d	o
Voynich	31614	chdal	chdam	SUBSTITUTION	END	l	m
Voynich	31649	dal	dar	SUBSTITUTION	END	l	r
Voynich	31662	qopchdy	qopchy	DELETION	END	d	
Voynich	31689	qokaiin	chokaiin	SUBSTITUTION	BEGIN	q	H
Voynich	31693	otal	otam	SUBSTITUTION	END	l	m
Voynich	31739	qokshdy	qokshy	DELETION	END	d	
Voynich	31749	otaiin	otal	SUBSTITUTION	END	N	l
Voynich	31752	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	31754	olaiin	otaiin	SUBSTITUTION	MIDDLE	l	t
Voynich	31780	shedy	shey	DELETION	END	d	
Voynich	31801	chdaiin	chdal	SUBSTITUTION	END	N	l
Voynich	31895	shody	shockhy	SUBSTITUTION	END	d	K
Voynich	31902	kchedy	chedy	DELETION	BEGIN	k	
Voynich	31942	dair	air	DELETION	BEGIN	d	
Voynich	31966	chdy	chy	DELETION	MIDDLE	d	
Voynich	31982	cthey	chey	SUBSTITUTION	BEGIN	C	H
Voynich	32073	oteey	lteey	SUBSTITUTION	BEGIN	o	l
Voynich	32091	qokaiin	qokar	SUBSTITUTION	END	N	r
Voynich	32118	cheeo	cheeol	INSERTION	END		l
Voynich	32125	oraiin	okaiin	SUBSTITUTION	MIDDLE	r	k
Voynich	32126	okaiin	okar	SUBSTITUTION	END	N	r
Voynich	32127	okar	okaiin	SUBSTITUTION	END	r	N
Voynich	32242	chal	kal	SUBSTITUTION	BEGIN	H	k
Voynich	32265	ofchedy	qofchedy	INSERTION	BEGIN		q
Voynich	32268	chkaiin	chpaiin	SUBSTITUTION	MIDDLE	k	p
Voynich	32279	lkaiin	ykaiin	SUBSTITUTION	BEGIN	l	y
Voynich	32301	kl	al	SUBSTITUTION	BEGIN	k	a
Voynich	32302	al	kal	INSERTION	BEGIN		k
Voynich	32337	okaiin	otaiin	SUBSTITUTION	MIDDLE	k	t
Voynich	32338	otaiin	otar	SUBSTITUTION	END	N	r
Voynich	32349	al	ol	SUBSTITUTION	BEGIN	a	o
Voynich	32357	al	dal	INSERTION	BEGIN		d
Voynich	32362	lkaiin	lkar	SUBSTITUTION	END	N	r
Voynich	32383	ol	oiin	SUBSTITUTION	END	l	N
Voynich	32404	otal	otam	SUBSTITUTION	END	l	m
Voynich	32444	qodaiin	qokaiin	SUBSTITUTION	MIDDLE	d	k
Voynich	32468	otaiin	ytaiin	SUBSTITUTION	BEGIN	o	y
Voynich	32496	chol	ol	DELETION	BEGIN	H	
Voynich	32529	sain	ain	DELETION	BEGIN	s	
Voynich	32634	daiin	shaiin	SUBSTITUTION	BEGIN	d	S
Voynich	32637	qokar	qokal	SUBSTITUTION	END	r	l
Voynich	32667	okaiin	okal	SUBSTITUTION	END	N	l
Voynich	32725	otal	otar	SUBSTITUTION	END	l	r
Voynich	32733	kaolkar	kolkar	DELETION	BEGIN	a	
Voynich	32753	r	ar	INSERTION	BEGIN		a
Voynich	32754	ar	al	SUBSTITUTION	END	r	l
Voynich	32769	cheor	cheol	SUBSTITUTION	END	r	l
Voynich	32804	okaiin	otaiin	SUBSTITUTION	MIDDLE	k	t
Voynich	32859	okchey	qokchey	INSERTION	BEGIN		q
Voynich	32874	odaiin	okaiin	SUBSTITUTION	MIDDLE	d	k
Voynich	32912	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	32926	aiin	al	SUBSTITUTION	END	N	l
Voynich	32933	chedy	kedy	SUBSTITUTION	BEGIN	H	k
Voynich	32935	qoteey	oteey	DELETION	BEGIN	q	
Voynich	32943	qokey	qokeey	SUBSTITUTION	END	e	E
Voynich	32984	otal	otaiin	SUBSTITUTION	END	l	N
Voynich	32995	okedy	otedy	SUBSTITUTION	BEGIN	k	t
Voynich	33008	oteey	okeey	SUBSTITUTION	MIDDLE	t	k
Voynich	33023	qokeey	qokeedy	INSERTION	END		d
Voynich	33056	chedain	chedy	SUBSTITUTION	END	A	y
Voynich	33058	okedy	lkedy	SUBSTITUTION	BEGIN	o	l
Voynich	33064	ar	air	INSERTION	MIDDLE		i
Voynich	33069	qoteey	oteey	DELETION	BEGIN	q	
Voynich	33078	ar	aiin	SUBSTITUTION	END	r	N
Voynich	33095	okaiin	okal	SUBSTITUTION	END	N	l
Voynich	33116	cheey	chey	SUBSTITUTION	MIDDLE	E	e
Voynich	33129	daiin	dal	SUBSTITUTION	END	N	l
Voynich	33130	dal	daiin	SUBSTITUTION	END	l	N
Voynich	33237	okeey	qokeey	INSERTION	BEGIN		q
Voynich	33240	okedy	qokedy	INSERTION	BEGIN		q
Voynich	33268	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	33280	otedy	okedy	SUBSTITUTION	BEGIN	t	k
Voynich	33281	okedy	otedy	SUBSTITUTION	BEGIN	k	t
Voynich	33290	qokedy	okedy	DELETION	BEGIN	q	
Voynich	33323	okeey	lkeey	SUBSTITUTION	BEGIN	o	l
Voynich	33353	okeedy	qokeedy	INSERTION	BEGIN		q
Voynich	33363	qokeedy	chokeedy	SUBSTITUTION	BEGIN	q	H
Voynich	33372	okeey	qokeey	INSERTION	BEGIN		q
Voynich	33373	qokeey	qokeedy	INSERTION	END		d
Voynich	33374	qokeedy	qokeey	DELETION	END	d	
Voynich	33394	ychey	chey	DELETION	BEGIN	y	
Voynich	33402	okeey	keey	DELETION	BEGIN	o	
Voynich	33415	otedy	okedy	SUBSTITUTION	BEGIN	t	k
Voynich	33436	okeol	keol	DELETION	BEGIN	o	
Voynich	33441	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	33451	qokey	qokeey	SUBSTITUTION	END	e	E
Voynich	33490	lkedy	lkeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	33514	qokar	qokal	SUBSTITUTION	END	r	l
Voynich	33522	qokeedy	qokeey	DELETION	END	d	
Voynich	33539	okeedy	oteedy	SUBSTITUTION	BEGIN	k	t
Voynich	33541	qokeedy	okeedy	DELETION	BEGIN	q	
Voynich	33588	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	33591	ar	aiin	SUBSTITUTION	END	r	N
Voynich	33597	qokeey	qokeedy	INSERTION	END		d
Voynich	33598	qokeedy	qokeey	DELETION	END	d	
Voynich	33658	ol	l	DELETION	BEGIN	o	
Voynich	33659	l	s	SUBSTITUTION	MIDDLE	l	s
Voynich	33661	aiin	am	SUBSTITUTION	END	N	m
Voynich	33684	qotedy	otedy	DELETION	BEGIN	q	
Voynich	33690	shey	sheey	SUBSTITUTION	MIDDLE	e	E
Voynich	33716	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	33726	kaiin	okaiin	INSERTION	BEGIN		o
Voynich	33743	ar	or	SUBSTITUTION	BEGIN	a	o
Voynich	33789	qotedy	qoteedy	SUBSTITUTION	MIDDLE	e	E
Voynich	33799	qokedy	qokedain	SUBSTITUTION	END	y	A
Voynich	33806	r	l	SUBSTITUTION	MIDDLE	r	l
Voynich	33819	sain	ain	DELETION	BEGIN	s	
Voynich	33826	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	33838	lkedy	lchedy	SUBSTITUTION	BEGIN	k	H
Voynich	33842	chedy	lchedy	INSERTION	BEGIN		l
Voynich	33847	qokeey	qokeedy	INSERTION	END		d
Voynich	33867	qokey	okey	DELETION	BEGIN	q	
Voynich	33878	qokeedy	qokedy	SUBSTITUTION	MIDDLE	E	e
Voynich	33915	kar	tar	SUBSTITUTION	BEGIN	k	t
Voynich	33923	qokeedy	okeedy	DELETION	BEGIN	q	
Voynich	33926	qokeedy	qoteedy	SUBSTITUTION	MIDDLE	k	t
Voynich	33967	cheol	keol	SUBSTITUTION	BEGIN	H	k
Voynich	33976	qokeedy	qokeey	DELETION	END	d	
Voynich	33999	cheal	cheol	SUBSTITUTION	END	a	o
Voynich	34002	qokeedy	qokeey	DELETION	END	d	
Voynich	34011	okeedy	qokeedy	INSERTION	BEGIN		q
Voynich	34027	olkeey	okeey	DELETION	BEGIN	l	
Voynich	34039	okeey	qokeey	INSERTION	BEGIN		q
Voynich	34063	okeey	oteey	SUBSTITUTION	MIDDLE	k	t
Voynich	34092	ar	am	SUBSTITUTION	END	r	m
Voynich	34141	olchedy	lchedy	DELETION	BEGIN	o	
Voynich	34191	chr	or	SUBSTITUTION	BEGIN	H	o
Voynich	34209	chedy	lchedy	INSERTION	BEGIN		l
Voynich	34213	sheey	shey	SUBSTITUTION	MIDDLE	E	e
Voynich	34277	okeedy	qokeedy	INSERTION	BEGIN		q
Voynich	34281	ol	l	DELETION	BEGIN	o	
Voynich	34288	teey	oteey	INSERTION	BEGIN		o
Voynich	34290	ox	o	DELETION	END	x	
Voynich	34291	o	r	SUBSTITUTION	MIDDLE	o	r
Voynich	34293	shey	chey	SUBSTITUTION	BEGIN	S	H
Voynich	34300	ar	al	SUBSTITUTION	END	r	l
Voynich	34301	al	l	DELETION	BEGIN	a	
Voynich	34328	okechedy	qokechedy	INSERTION	BEGIN		q
Voynich	34347	qokeey	qokeeo	SUBSTITUTION	END	y	o
Voynich	34400	al	ar	SUBSTITUTION	END	l	r
Voynich	34402	qokeedy	qokedy	SUBSTITUTION	MIDDLE	E	e
Voynich	34421	qokeey	qokeedy	INSERTION	END		d
Voynich	34437	s	ain	SUBSTITUTION	MIDDLE	s	A
Voynich	34464	ar	aiin	SUBSTITUTION	END	r	N
Voynich	34481	cheeol	keeol	SUBSTITUTION	BEGIN	H	k
Voynich	34549	okeedy	lkeedy	SUBSTITUTION	BEGIN	o	l
Voynich	34565	oain	ain	DELETION	BEGIN	o	
Voynich	34575	lkeey	lkeedy	INSERTION	END		d
Voynich	34617	lkeedy	lkeey	DELETION	END	d	
Voynich	34723	qokeey	qokeedy	INSERTION	END		d
Voynich	34760	ol	l	DELETION	BEGIN	o	
Voynich	34774	okeey	qokeey	INSERTION	BEGIN		q
Voynich	34775	qokeey	qokey	SUBSTITUTION	END	E	e
Voynich	34829	ol	oin	SUBSTITUTION	END	l	I
Voynich	34851	l	s	SUBSTITUTION	MIDDLE	l	s
Voynich	34864	aiin	am	SUBSTITUTION	END	N	m
Voynich	34888	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	34889	l	r	SUBSTITUTION	MIDDLE	l	r
Voynich	34915	sair	air	DELETION	BEGIN	s	
Voynich	34935	qokain	okain	DELETION	BEGIN	q	
Voynich	34974	qopchedy	qopchey	DELETION	END	d	
Voynich	34979	sheey	tsheey	INSERTION	BEGIN		t
Voynich	35014	lkain	lky	SUBSTITUTION	END	A	y
Voynich	35057	talol	tarol	SUBSTITUTION	MIDDLE	l	r
Voynich	35060	qotar	otar	DELETION	BEGIN	q	
Voynich	35126	qokeey	qokeedy	INSERTION	END		d
Voynich	35202	chal	al	DELETION	BEGIN	H	
Voynich	35214	qokain	okain	DELETION	BEGIN	q	
Voynich	35280	oain	oy	SUBSTITUTION	END	A	y
Voynich	35292	oeey	keey	SUBSTITUTION	BEGIN	o	k
Voynich	35306	okeey	qokeey	INSERTION	BEGIN		q
Voynich	35333	oteedy	oteey	DELETION	END	d	
Voynich	35340	qokeey	okeey	DELETION	BEGIN	q	
Voynich	35364	qokeey	qokeeey	INSERTION	END		e
Voynich	35383	key	chey	SUBSTITUTION	BEGIN	k	H
Voynich	35388	chody	chedy	SUBSTITUTION	MIDDLE	o	e
Voynich	35392	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	35399	qokey	qokeey	SUBSTITUTION	END	e	E
Voynich	35400	qokeey	qoky	DELETION	END	E	
Voynich	35427	qoain	qoiin	SUBSTITUTION	END	A	N
Voynich	35450	ykedy	kedy	DELETION	BEGIN	y	
Voynich	35487	tar	ar	DELETION	BEGIN	t	
Voynich	35491	chol	ol	DELETION	BEGIN	H	
Voynich	35507	ar	al	SUBSTITUTION	END	r	l
Voynich	35508	al	ar	SUBSTITUTION	END	l	r
Voynich	35556	olkedy	okedy	DELETION	BEGIN	l	
Voynich	35558	okeey	okeedy	INSERTION	END		d
Voynich	35666	or	ar	SUBSTITUTION	BEGIN	o	a
Voynich	35709	okal	okar	SUBSTITUTION	END	l	r
Voynich	35715	ar	aiin	SUBSTITUTION	END	r	N
Voynich	35717	okaiin	otaiin	SUBSTITUTION	MIDDLE	k	t
Voynich	35763	okeedy	qokeedy	INSERTION	BEGIN		q
Voynich	35769	aiin	am	SUBSTITUTION	END	N	m
Voynich	35793	qokeedy	qokeeey	SUBSTITUTION	END	d	e
Voynich	35862	checkhey	checkhy	DELETION	END	e	
Voynich	35925	qokedy	qokeedy	SUBSTITUTION	MIDDLE	e	E
Voynich	35944	chedy	checkhy	SUBSTITUTION	END	d	K
Voynich	36017	chol	chl	DELETION	MIDDLE	o	
Voynich	36071	oteey	oty	DELETION	END	E	
Voynich	36086	al	ar	SUBSTITUTION	END	l	r
Voynich	36104	ar	al	SUBSTITUTION	END	r	l
Voynich	36228	chs	s	DELETION	BEGIN	H	
Voynich	36252	chotar	chokar	SUBSTITUTION	MIDDLE	t	k
Voynich	36334	chal	char	SUBSTITUTION	END	l	r
Voynich	36340	tchol	chol	DELETION	BEGIN	t	
Voynich	36354	al	chal	INSERTION	BEGIN		H
Voynich	36378	lshedy	lkshedy	INSERTION	BEGIN		k
Voynich	36426	y	sh	SUBSTITUTION	MIDDLE	y	S
Voynich	36427	sh	s	SUBSTITUTION	MIDDLE	S	s
Voynich	36435	otar	okar	SUBSTITUTION	MIDDLE	t	k
Voynich	36507	ar	al	SUBSTITUTION	END	r	l
Voynich	36570	lkeeey	okeeey	SUBSTITUTION	BEGIN	l	o
Voynich	36617	ar	al	SUBSTITUTION	END	r	l
Voynich	36618	al	ar	SUBSTITUTION	END	l	r
Voynich	36619	ar	aiin	SUBSTITUTION	END	r	N
Voynich	36669	ar	al	SUBSTITUTION	END	r	l
Voynich	36680	otor	otar	SUBSTITUTION	END	o	a
Voynich	36685	okaiin	chokaiin	INSERTION	BEGIN		H
Voynich	36710	otar	qotar	INSERTION	BEGIN		q
Voynich	36761	chl	l	DELETION	BEGIN	H	
Voynich	36793	okaiin	qokaiin	INSERTION	BEGIN		q
Voynich	36843	lkl	lol	SUBSTITUTION	MIDDLE	k	o
Voynich	36897	a	r	SUBSTITUTION	MIDDLE	a	r
Voynich	36932	char	ar	DELETION	BEGIN	H	
Voynich	37006	ar	aiin	SUBSTITUTION	END	r	N
Voynich	37017	a	r	SUBSTITUTION	MIDDLE	a	r
Voynich	37096	otaiin	olaiin	SUBSTITUTION	MIDDLE	t	l
Voynich	37144	eedol	chdol	SUBSTITUTION	BEGIN	E	H
Voynich	37188	daiin	dar	SUBSTITUTION	END	N	r
Voynich	37234	otair	otar	DELETION	END	i	
Voynich	37252	dair	chdair	INSERTION	BEGIN		H
Voynich	37304	lchedo	lcheo	DELETION	END	d	
Voynich	37325	s	ain	SUBSTITUTION	MIDDLE	s	A
Voynich	37360	olkaiin	okaiin	DELETION	BEGIN	l	
Voynich	37384	oeedy	keedy	SUBSTITUTION	BEGIN	o	k
Voynich	37391	air	ar	DELETION	MIDDLE	i	
Voynich	37399	okeedy	lkeedy	SUBSTITUTION	BEGIN	o	l
Voynich	37430	aiin	saiin	INSERTION	BEGIN		s
Voynich	37433	aiin	al	SUBSTITUTION	END	N	l
Voynich	37443	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	37479	ols	ol	DELETION	END	s	
Voynich	37492	aiin	al	SUBSTITUTION	END	N	l
Voynich	37690	qopchedy	qokchedy	SUBSTITUTION	MIDDLE	p	k
Voynich	37699	qokod	qokol	SUBSTITUTION	END	d	l
Voynich	37712	chdaiin	chdal	SUBSTITUTION	END	N	l
Voynich	37781	aiin	am	SUBSTITUTION	END	N	m
Voynich	37815	ar	aiin	SUBSTITUTION	END	r	N
Voynich	37834	otal	otaiin	SUBSTITUTION	END	l	N
Voynich	37844	okaiin	otaiin	SUBSTITUTION	MIDDLE	k	t
Voynich	37845	otaiin	otal	SUBSTITUTION	END	N	l
Voynich	37851	cheoaiin	chetaiin	SUBSTITUTION	MIDDLE	o	t
Voynich	37866	oaiin	aiin	DELETION	BEGIN	o	
Voynich	37889	al	kal	INSERTION	BEGIN		k
Voynich	37896	otaiin	otal	SUBSTITUTION	END	N	l
Voynich	37934	o	oy	INSERTION	END		y
Voynich	37961	qokeeo	qokeo	SUBSTITUTION	END	E	e
Voynich	38027	dar	ar	DELETION	BEGIN	d	
Voynich	38028	ar	al	SUBSTITUTION	END	r	l
Voynich	38038	r	ar	INSERTION	BEGIN		a
Voynich	38049	qotchedy	qotcheedy	SUBSTITUTION	END	e	E
Voynich	38070	o	ro	INSERTION	BEGIN		r
Voynich	38082	ycheeo	rcheeo	SUBSTITUTION	BEGIN	y	r
Voynich	38143	qotchedy	qofchedy	SUBSTITUTION	MIDDLE	t	f
Voynich	38198	or	ar	SUBSTITUTION	BEGIN	o	a
Voynich	38199	ar	aiin	SUBSTITUTION	END	r	N
Voynich	38251	qopchedy	qopchedyd	INSERTION	END		d
Voynich	38282	qokeey	qokeedy	INSERTION	END		d
Voynich	38314	ar	al	SUBSTITUTION	END	r	l
Voynich	38340	qotchy	qokchy	SUBSTITUTION	MIDDLE	t	k
Voynich	38366	olchy	olchey	INSERTION	END		e
Voynich	38383	qotchedy	qokchedy	SUBSTITUTION	MIDDLE	t	k
Voynich	38398	otar	ytar	SUBSTITUTION	BEGIN	o	y
Voynich	38429	qokchedy	qokshedy	SUBSTITUTION	MIDDLE	H	S
Voynich	38490	lkchey	lchey	DELETION	BEGIN	k	
Voynich	38503	chkol	chkchol	INSERTION	MIDDLE		H
Voynich	38505	qotched	qotchey	SUBSTITUTION	END	d	y
Voynich	38511	lchedy	lkchedy	INSERTION	BEGIN		k
Voynich	38537	qotain	qokain	SUBSTITUTION	END	t	k
Voynich	38544	r	ar	INSERTION	BEGIN		a
Voynich	38664	chedy	chdy	DELETION	MIDDLE	e	
Voynich	38713	ldar	shdar	SUBSTITUTION	BEGIN	l	S
Voynich	38751	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	38752	l	r	SUBSTITUTION	MIDDLE	l	r
Voynich	38805	qokey	qokchey	INSERTION	MIDDLE		H
Voynich	38836	lar	ar	DELETION	BEGIN	l	
Voynich	38840	char	ar	DELETION	BEGIN	H	
Voynich	38875	lol	rol	SUBSTITUTION	BEGIN	l	r
Voynich	38880	lchedy	chedy	DELETION	BEGIN	l	
Voynich	38964	chl	l	DELETION	BEGIN	H	
Voynich	38965	l	s	SUBSTITUTION	MIDDLE	l	s
Voynich	38994	qokeey	okeey	DELETION	BEGIN	q	
Voynich	39002	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	39048	chl	l	DELETION	BEGIN	H	
Voynich	39093	sheky	shedy	SUBSTITUTION	END	k	d
Voynich	39095	qokeey	qokeedy	INSERTION	END		d
Voynich	39123	pshedy	lshedy	SUBSTITUTION	BEGIN	p	l
Voynich	39143	chl	l	DELETION	BEGIN	H	
Voynich	39148	chl	l	DELETION	BEGIN	H	
Voynich	39162	al	ckhal	INSERTION	BEGIN		K
Voynich	39192	ar	r	DELETION	BEGIN	a	
Voynich	39200	y	r	SUBSTITUTION	MIDDLE	y	r
Voynich	39231	l	y	SUBSTITUTION	MIDDLE	l	y
Voynich	39235	lkeey	olkeey	INSERTION	BEGIN		o
Voynich	39259	o	l	SUBSTITUTION	MIDDLE	o	l
Voynich	39261	keey	keeey	INSERTION	END		e
Voynich	39282	r	ain	SUBSTITUTION	MIDDLE	r	A
Voynich	39294	shekain	shkain	DELETION	MIDDLE	e	
Voynich	39296	shedy	shey	DELETION	END	d	
Voynich	39300	as	ar	SUBSTITUTION	END	s	r
Voynich	39301	ar	al	SUBSTITUTION	END	r	l
Voynich	39324	sh	y	SUBSTITUTION	MIDDLE	S	y
Voynich	39373	chcthy	chckhy	SUBSTITUTION	MIDDLE	C	K
Doyle	255	is	it	SUBSTITUTION	END	s	t
Doyle	279	it	is	SUBSTITUTION	END	t	s
Doyle	303	not	got	SUBSTITUTION	BEGIN	n	g
Doyle	383	it	is	SUBSTITUTION	END	t	s
Doyle	454	as	a	DELETION	END	s	
Doyle	633	as	an	SUBSTITUTION	END	s	n
Doyle	707	it	in	SUBSTITUTION	END	t	n
Doyle	822	them	the	DELETION	END	m	
Doyle	1057	to	two	INSERTION	MIDDLE		w
Doyle	1070	at	st	SUBSTITUTION	BEGIN	a	s
Doyle	1141	as	a	DELETION	END	s	
Doyle	1248	in	it	SUBSTITUTION	END	n	t
Doyle	1249	it	i	DELETION	END	t	
Doyle	1272	it	is	SUBSTITUTION	END	t	s
Doyle	1291	as	a	DELETION	END	s	
Doyle	1328	is	as	SUBSTITUTION	BEGIN	i	a
Doyle	1388	as	a	DELETION	END	s	
Doyle	1464	it	is	SUBSTITUTION	END	t	s
Doyle	1571	at	it	SUBSTITUTION	BEGIN	a	i
Doyle	1586	to	no	SUBSTITUTION	BEGIN	t	n
Doyle	1589	it	is	SUBSTITUTION	END	t	s
Doyle	1659	it	is	SUBSTITUTION	END	t	s
Doyle	1665	in	it	SUBSTITUTION	END	n	t
Doyle	1666	it	in	SUBSTITUTION	END	t	n
Doyle	1791	is	as	SUBSTITUTION	BEGIN	i	a
Doyle	1803	if	i	DELETION	END	f	
Doyle	1852	it	is	SUBSTITUTION	END	t	s
Doyle	1936	was	as	DELETION	BEGIN	w	
Doyle	1947	as	a	DELETION	END	s	
Doyle	2123	h	w	SUBSTITUTION	MIDDLE	h	w
Doyle	2178	same	name	SUBSTITUTION	BEGIN	s	n
Doyle	2186	if	i	DELETION	END	f	
Doyle	2336	it	is	SUBSTITUTION	END	t	s
Doyle	2348	in	it	SUBSTITUTION	END	n	t
Doyle	2363	as	an	SUBSTITUTION	END	s	n
Doyle	2460	it	is	SUBSTITUTION	END	t	s
Doyle	2522	it	is	SUBSTITUTION	END	t	s
Doyle	2556	it	is	SUBSTITUTION	END	t	s
Doyle	2580	is	it	SUBSTITUTION	END	s	t
Doyle	2614	it	is	SUBSTITUTION	END	t	s
Doyle	2644	it	is	SUBSTITUTION	END	t	s
Doyle	2761	it	at	SUBSTITUTION	BEGIN	i	a
Doyle	2780	it	is	SUBSTITUTION	END	t	s
Doyle	2781	is	as	SUBSTITUTION	BEGIN	i	a
Doyle	2987	and	an	DELETION	END	d	
Doyle	3089	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	3355	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	3527	to	no	SUBSTITUTION	BEGIN	t	n
Doyle	3607	in	it	SUBSTITUTION	END	n	t
Doyle	3945	s	w	SUBSTITUTION	MIDDLE	s	w
Doyle	4036	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	4102	if	i	DELETION	END	f	
Doyle	4131	if	i	DELETION	END	f	
Doyle	4274	hand	and	DELETION	BEGIN	h	
Doyle	4316	it	is	SUBSTITUTION	END	t	s
Doyle	4406	she	he	DELETION	BEGIN	s	
Doyle	4436	it	is	SUBSTITUTION	END	t	s
Doyle	4554	it	is	SUBSTITUTION	END	t	s
Doyle	4593	an	a	DELETION	END	n	
Doyle	4618	k	s	SUBSTITUTION	MIDDLE	k	s
Doyle	4650	it	is	SUBSTITUTION	END	t	s
Doyle	4662	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	4921	it	is	SUBSTITUTION	END	t	s
Doyle	4983	at	it	SUBSTITUTION	BEGIN	a	i
Doyle	4984	it	in	SUBSTITUTION	END	t	n
Doyle	5050	as	a	DELETION	END	s	
Doyle	5078	it	is	SUBSTITUTION	END	t	s
Doyle	5139	it	is	SUBSTITUTION	END	t	s
Doyle	5206	it	is	SUBSTITUTION	END	t	s
Doyle	5378	it	is	SUBSTITUTION	END	t	s
Doyle	5399	it	is	SUBSTITUTION	END	t	s
Doyle	5426	it	is	SUBSTITUTION	END	t	s
Doyle	5481	3	37	INSERTION	END		7
Doyle	5509	it	is	SUBSTITUTION	END	t	s
Doyle	5546	it	is	SUBSTITUTION	END	t	s
Doyle	5566	is	as	SUBSTITUTION	BEGIN	i	a
Doyle	5653	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	6081	at	a	DELETION	END	t	
Doyle	6102	on	an	SUBSTITUTION	BEGIN	o	a
