Position	Page	Line	Score	Significance	Discovery	Replication	MetadataBoundary
21600	f84r	3241	0.514781507	NOT_SIGNIFICANT	NO	YES	NONE
21620	f84r	3244	0.351274894	NOT_SIGNIFICANT	NO	YES	PAGE
21640	f84v	3248	0.590497503	NOT_SIGNIFICANT	NO	YES	PAGE
21660	f84v	3252	0.278388218	NOT_SIGNIFICANT	NO	YES	NONE
21680	f84v	3255	0.550000000	NOT_SIGNIFICANT	NO	YES	NONE
21700	f84v	3258	0.374165739	NOT_SIGNIFICANT	NO	YES	NONE
21720	f84v	3260	0.291547595	NOT_SIGNIFICANT	NO	YES	NONE
21740	f84v	3262	0.567890835	NOT_SIGNIFICANT	NO	YES	NONE
21760	f84v	3263	0.331662479	NOT_SIGNIFICANT	NO	YES	NONE
21780	f84v	3265	0.122474487	NOT_SIGNIFICANT	NO	YES	NONE
21800	f84v	3267	0.193649167	NOT_SIGNIFICANT	NO	YES	NONE
21820	f84v	3269	0.370809924	NOT_SIGNIFICANT	NO	YES	NONE
21840	f84v	3272	0.287228132	NOT_SIGNIFICANT	NO	YES	NONE
21860	f84v	3275	0.372857061	NOT_SIGNIFICANT	NO	YES	NONE
21880	f84v	3278	0.567115630	NOT_SIGNIFICANT	NO	YES	NONE
21900	f84v	3281	0.681909085	NOT_SIGNIFICANT	NO	YES	NONE
21920	f84v	3283	0.367423461	NOT_SIGNIFICANT	NO	YES	NONE
21940	f84v	3285	0.691013748	NOT_SIGNIFICANT	NO	YES	NONE
21960	f84v	3287	0.173205081	NOT_SIGNIFICANT	NO	YES	PAGE
21980	f85r1	3299	0.217944947	NOT_SIGNIFICANT	NO	YES	PAGE
22000	f85r1	3300	0.603302174	NOT_SIGNIFICANT	NO	YES	NONE
22020	f85r1	3302	0.553644640	NOT_SIGNIFICANT	NO	YES	NONE
22040	f85r1	3304	0.291547595	NOT_SIGNIFICANT	NO	YES	NONE
22060	f85r1	3306	0.550000000	NOT_SIGNIFICANT	NO	YES	NONE
22080	f85r1	3309	0.187082869	NOT_SIGNIFICANT	NO	YES	NONE
22100	f85r1	3310	0.559016994	NOT_SIGNIFICANT	NO	YES	NONE
22120	f85r1	3312	0.141421356	NOT_SIGNIFICANT	NO	YES	NONE
22140	f85r1	3314	0.774596669	NOT_SIGNIFICANT	NO	YES	NONE
22160	f85r1	3316	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
22180	f85r1	3319	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
22200	f85r1	3321	0.250000000	NOT_SIGNIFICANT	NO	YES	NONE
22220	f85r1	3323	0.254950976	NOT_SIGNIFICANT	NO	YES	NONE
22240	f85r1	3325	0.469041576	NOT_SIGNIFICANT	NO	YES	NONE
22260	f85r1	3327	0.384057287	NOT_SIGNIFICANT	NO	YES	NONE
22280	f85r1	3329	0.578791845	NOT_SIGNIFICANT	NO	YES	NONE
22300	f85r1	3330	0.484767986	NOT_SIGNIFICANT	NO	YES	NONE
22320	f85r1	3332	0.312249900	NOT_SIGNIFICANT	NO	YES	PAGE
22340	f85r2	3334	0.111803399	NOT_SIGNIFICANT	NO	YES	PAGE
22360	f85r2	3334	0.844097151	NOT_SIGNIFICANT	NO	YES	NONE
22380	f85r2	3338	1.225765067	P99	NO	YES	NONE
22400	f85r2	3343	0.438748219	NOT_SIGNIFICANT	NO	YES	NONE
22420	f85r2	3347	1.055935604	P95	NO	YES	NONE
22440	f85r2	3351	0.681909085	NOT_SIGNIFICANT	NO	YES	NONE
22460	f85r2	3355	0.484767986	NOT_SIGNIFICANT	NO	YES	NONE
22480	f85r2	3357	0.150000000	NOT_SIGNIFICANT	NO	YES	PAGE
22500	fRos	3359	0.489897949	NOT_SIGNIFICANT	NO	YES	PAGE
22520	fRos	3360	1.115795680	P95	NO	YES	NONE
22540	fRos	3375	2.121725215	P99	NO	YES	NONE
22560	fRos	3377	1.074345330	P95	NO	YES	NONE
22580	fRos	3377	0.653834842	NOT_SIGNIFICANT	NO	YES	NONE
22600	fRos	3390	0.469041576	NOT_SIGNIFICANT	NO	YES	NONE
22620	fRos	3392	0.834637729	NOT_SIGNIFICANT	NO	YES	NONE
22640	fRos	3393	1.402344916	P99	NO	YES	NONE
22660	fRos	3396	0.406201920	NOT_SIGNIFICANT	NO	YES	NONE
22680	fRos	3404	0.390512484	NOT_SIGNIFICANT	NO	YES	NONE
22700	fRos	3404	0.450000000	NOT_SIGNIFICANT	NO	YES	NONE
22720	fRos	3417	0.173205081	NOT_SIGNIFICANT	NO	YES	NONE
22740	fRos	3419	0.996242942	P95	NO	YES	NONE
22760	fRos	3419	1.545153714	P99	NO	YES	NONE
22780	fRos	3428	0.312249900	NOT_SIGNIFICANT	NO	YES	NONE
22800	fRos	3444	0.318625780	NOT_SIGNIFICANT	NO	YES	NONE
22820	fRos	3444	0.961235410	P95	NO	YES	NONE
22840	fRos	3451	1.229837388	P99	NO	YES	NONE
22860	fRos	3451	0.132287566	NOT_SIGNIFICANT	NO	YES	NONE
22880	fRos	3458	0.602079729	NOT_SIGNIFICANT	NO	YES	NONE
22900	fRos	3472	0.229128785	NOT_SIGNIFICANT	NO	YES	NONE
22920	fRos	3479	1.286468033	P99	NO	YES	NONE
22940	fRos	3479	1.110180166	P95	NO	YES	NONE
22960	fRos	3490	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
22980	fRos	3490	0.132287566	NOT_SIGNIFICANT	NO	YES	NONE
23000	fRos	3497	0.550000000	NOT_SIGNIFICANT	NO	YES	NONE
23020	fRos	3503	0.335410197	NOT_SIGNIFICANT	NO	YES	PAGE
23040	f86v4	3518	1.007472084	P95	NO	YES	PAGE
23060	f86v4	3518	0.813941030	NOT_SIGNIFICANT	NO	YES	NONE
23080	f86v4	3519	0.966953980	P95	NO	YES	NONE
23100	f86v4	3519	0.957862203	P95	NO	YES	NONE
23120	f86v4	3520	0.412310563	NOT_SIGNIFICANT	NO	YES	NONE
23140	f86v4	3520	0.729725976	NOT_SIGNIFICANT	NO	YES	NONE
23160	f86v4	3521	0.187082869	NOT_SIGNIFICANT	NO	YES	NONE
23180	f86v4	3522	0.427200187	NOT_SIGNIFICANT	NO	YES	NONE
23200	f86v4	3523	0.504975247	NOT_SIGNIFICANT	NO	YES	NONE
23220	f86v4	3525	0.826135582	NOT_SIGNIFICANT	NO	YES	PAGE
23240	f86v6	3527	0.364005494	NOT_SIGNIFICANT	NO	YES	PAGE
23260	f86v6	3529	0.545435606	NOT_SIGNIFICANT	NO	YES	NONE
23280	f86v6	3531	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
23300	f86v6	3532	0.832165849	NOT_SIGNIFICANT	NO	YES	NONE
23320	f86v6	3534	0.924662100	NOT_SIGNIFICANT	NO	YES	NONE
23340	f86v6	3536	0.239791576	NOT_SIGNIFICANT	NO	YES	NONE
23360	f86v6	3537	0.642261629	NOT_SIGNIFICANT	NO	YES	NONE
23380	f86v6	3540	1.040432602	P95	NO	YES	NONE
23400	f86v6	3541	0.264575131	NOT_SIGNIFICANT	NO	YES	NONE
23420	f86v6	3543	0.494974747	NOT_SIGNIFICANT	NO	YES	NONE
23440	f86v6	3545	0.878919792	NOT_SIGNIFICANT	NO	YES	NONE
23460	f86v6	3547	1.182159042	P99	NO	YES	NONE
23480	f86v6	3549	0.150000000	NOT_SIGNIFICANT	NO	YES	NONE
23500	f86v6	3550	0.978519290	P95	NO	YES	NONE
23520	f86v6	3552	0.504975247	NOT_SIGNIFICANT	NO	YES	NONE
23540	f86v6	3554	0.815475322	NOT_SIGNIFICANT	NO	YES	NONE
23560	f86v6	3556	1.462873884	P99	NO	YES	NONE
23580	f86v6	3558	1.457737974	P99	NO	YES	NONE
23600	f86v6	3559	0.141421356	NOT_SIGNIFICANT	NO	YES	NONE
23620	f86v6	3561	0.540832691	NOT_SIGNIFICANT	NO	YES	NONE
23640	f86v6	3563	0.327871926	NOT_SIGNIFICANT	NO	YES	NONE
23660	f86v6	3565	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
23680	f86v6	3566	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
23700	f86v6	3569	0.374165739	NOT_SIGNIFICANT	NO	YES	NONE
23720	f86v6	3571	0.324037035	NOT_SIGNIFICANT	NO	YES	PAGE
23740	f86v5	3573	0.506480392	NOT_SIGNIFICANT	NO	YES	PAGE
23760	f86v5	3574	0.631720874	NOT_SIGNIFICANT	NO	YES	NONE
23780	f86v5	3576	0.396862697	NOT_SIGNIFICANT	NO	YES	NONE
23800	f86v5	3579	1.165118020	P99	NO	YES	NONE
23820	f86v5	3580	0.524404424	NOT_SIGNIFICANT	NO	YES	NONE
23840	f86v5	3582	0.441588043	NOT_SIGNIFICANT	NO	YES	NONE
23860	f86v5	3584	1.061838029	P95	NO	YES	NONE
23880	f86v5	3586	0.823103882	NOT_SIGNIFICANT	NO	YES	NONE
23900	f86v5	3588	0.384057287	NOT_SIGNIFICANT	NO	YES	NONE
23920	f86v5	3590	0.720499922	NOT_SIGNIFICANT	NO	YES	NONE
23940	f86v5	3592	0.308220700	NOT_SIGNIFICANT	NO	YES	NONE
23960	f86v5	3594	0.395567330	NOT_SIGNIFICANT	NO	YES	NONE
23980	f86v5	3596	0.705336799	NOT_SIGNIFICANT	NO	YES	NONE
24000	f86v5	3598	0.618465844	NOT_SIGNIFICANT	NO	YES	NONE
24020	f86v5	3600	0.507444578	NOT_SIGNIFICANT	NO	YES	NONE
24040	f86v5	3602	0.683739717	NOT_SIGNIFICANT	NO	YES	NONE
24060	f86v5	3604	0.316227766	NOT_SIGNIFICANT	NO	YES	NONE
24080	f86v5	3606	0.602079729	NOT_SIGNIFICANT	NO	YES	NONE
24100	f86v5	3608	0.367423461	NOT_SIGNIFICANT	NO	YES	PAGE
24120	f86v3	3611	0.819464696	NOT_SIGNIFICANT	NO	YES	PAGE
24140	f86v3	3614	0.616441400	NOT_SIGNIFICANT	NO	YES	NONE
24160	f86v3	3616	0.475892333	NOT_SIGNIFICANT	NO	YES	NONE
24180	f86v3	3619	1.350925609	P99	NO	YES	NONE
24200	f86v3	3620	0.964365076	P95	NO	YES	NONE
24220	f86v3	3622	0.509901951	NOT_SIGNIFICANT	NO	YES	NONE
24240	f86v3	3624	0.406201920	NOT_SIGNIFICANT	NO	YES	NONE
24260	f86v3	3627	0.427200187	NOT_SIGNIFICANT	NO	YES	NONE
24280	f86v3	3629	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
24300	f86v3	3632	0.390512484	NOT_SIGNIFICANT	NO	YES	NONE
24320	f86v3	3634	0.758287544	NOT_SIGNIFICANT	NO	YES	NONE
24340	f86v3	3636	0.963068014	P95	NO	YES	NONE
24360	f86v3	3640	0.839642781	NOT_SIGNIFICANT	NO	YES	NONE
24380	f86v3	3642	0.132287566	NOT_SIGNIFICANT	NO	YES	NONE
24400	f86v3	3645	0.710633520	NOT_SIGNIFICANT	NO	YES	PAGE
24420	f87r	3649	0.813941030	NOT_SIGNIFICANT	NO	YES	PAGE
24440	f87r	3651	0.291547595	NOT_SIGNIFICANT	NO	YES	NONE
24460	f87r	3654	0.614410286	NOT_SIGNIFICANT	NO	YES	NONE
24480	f87r	3658	0.484767986	NOT_SIGNIFICANT	NO	YES	NONE
24500	f87r	3661	0.295803989	NOT_SIGNIFICANT	NO	YES	PAGE
24520	f87v	3664	0.578791845	NOT_SIGNIFICANT	NO	YES	PAGE
24540	f87v	3668	1.118692770	P95	NO	YES	NONE
24560	f87v	3672	0.981846418	P95	NO	YES	NONE
24580	f87v	3675	0.396862697	NOT_SIGNIFICANT	NO	YES	NONE
24600	f87v	3678	1.261942946	P99	NO	YES	PAGE
24620	f88r	3686	1.320037878	P99	NO	YES	PAGE
24640	f88r	3688	0.911043358	NOT_SIGNIFICANT	NO	YES	NONE
24660	f88r	3696	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
24680	f88r	3698	0.180277564	NOT_SIGNIFICANT	NO	YES	NONE
24700	f88r	3702	0.605330189	NOT_SIGNIFICANT	NO	YES	NONE
24720	f88r	3706	0.516116036	NOT_SIGNIFICANT	NO	YES	NONE
24740	f88r	3708	1.264911064	P99	NO	YES	PAGE
24760	f88v	3715	0.122474487	NOT_SIGNIFICANT	NO	YES	PAGE
24780	f88v	3717	0.150000000	NOT_SIGNIFICANT	NO	YES	NONE
24800	f88v	3724	0.769104926	NOT_SIGNIFICANT	NO	YES	NONE
24820	f88v	3726	0.641462012	NOT_SIGNIFICANT	NO	YES	NONE
24840	f88v	3728	0.180277564	NOT_SIGNIFICANT	NO	YES	NONE
24860	f88v	3731	0.727339252	NOT_SIGNIFICANT	NO	YES	NONE
24880	f88v	3733	0.679354391	NOT_SIGNIFICANT	NO	YES	PAGE
24900	f89r1	3743	0.180277564	NOT_SIGNIFICANT	NO	YES	PAGE
24920	f89r1	3746	0.983143562	P95	NO	YES	NONE
24940	f89r1	3749	0.242945236	NOT_SIGNIFICANT	NO	YES	NONE
24960	f89r1	3754	0.100000000	NOT_SIGNIFICANT	NO	YES	NONE
24980	f89r1	3756	0.324037035	NOT_SIGNIFICANT	NO	YES	NONE
25000	f89r1	3759	0.367423461	NOT_SIGNIFICANT	NO	YES	NONE
25020	f89r1	3761	0.736545993	NOT_SIGNIFICANT	NO	YES	PAGE
25040	f89r2	3768	0.606217783	NOT_SIGNIFICANT	NO	YES	PAGE
25060	f89r2	3773	1.045227248	P95	NO	YES	NONE
25080	f89r2	3774	0.444409721	NOT_SIGNIFICANT	NO	YES	NONE
25100	f89r2	3778	0.374165739	NOT_SIGNIFICANT	NO	YES	NONE
25120	f89r2	3779	0.327871926	NOT_SIGNIFICANT	NO	YES	NONE
25140	f89r2	3780	0.070710678	NOT_SIGNIFICANT	NO	YES	NONE
25160	f89r2	3787	0.858778202	NOT_SIGNIFICANT	NO	YES	NONE
25180	f89r2	3789	0.430116263	NOT_SIGNIFICANT	NO	YES	NONE
25200	f89r2	3790	0.512347538	NOT_SIGNIFICANT	NO	YES	NONE
25220	f89r2	3791	0.415331193	NOT_SIGNIFICANT	NO	YES	NONE
25240	f89r2	3793	1.193733639	P99	NO	YES	NONE
25260	f89r2	3794	1.563649577	P99	NO	YES	PAGE
25280	f89v2	3807	0.683739717	NOT_SIGNIFICANT	NO	YES	PAGE
25300	f89v2	3808	0.674536878	NOT_SIGNIFICANT	NO	YES	NONE
25320	f89v2	3809	0.291547595	NOT_SIGNIFICANT	NO	YES	NONE
25340	f89v2	3811	1.392838828	P99	NO	YES	NONE
25360	f89v2	3816	1.128051417	P95	NO	YES	NONE
25380	f89v2	3817	0.327871926	NOT_SIGNIFICANT	NO	YES	NONE
25400	f89v2	3819	0.813941030	NOT_SIGNIFICANT	NO	YES	NONE
25420	f89v2	3820	0.162556568	NOT_SIGNIFICANT	NO	YES	NONE
25440	f89v2	3822	0.257824578	NOT_SIGNIFICANT	NO	YES	PAGE
25460	f89v1	3831	0.229128785	NOT_SIGNIFICANT	NO	YES	PAGE
25480	f89v1	3834	0.291547595	NOT_SIGNIFICANT	NO	YES	NONE
25500	f89v1	3836	0.217944947	NOT_SIGNIFICANT	NO	YES	NONE
25520	f89v1	3838	0.364005494	NOT_SIGNIFICANT	NO	YES	NONE
25540	f89v1	3840	0.696419414	NOT_SIGNIFICANT	NO	YES	NONE
25560	f89v1	3842	0.396862697	NOT_SIGNIFICANT	NO	YES	NONE
25580	f89v1	3845	0.864580823	NOT_SIGNIFICANT	NO	YES	NONE
25600	f89v1	3847	1.061838029	P95	NO	YES	PAGE
25620	f90r1	3853	0.269258240	NOT_SIGNIFICANT	NO	YES	PAGE
25640	f90r1	3856	0.217944947	NOT_SIGNIFICANT	NO	YES	NONE
25660	f90r1	3858	0.239791576	NOT_SIGNIFICANT	NO	YES	PAGE
25680	f90r2	3861	0.295803989	NOT_SIGNIFICANT	NO	YES	PAGE
25700	f90r2	3863	1.052378259	P95	NO	YES	NONE
25720	f90r2	3865	0.963068014	P95	NO	YES	PAGE
25740	f90v2	3868	0.651920241	NOT_SIGNIFICANT	NO	YES	PAGE
25760	f90v2	3870	0.851469318	NOT_SIGNIFICANT	NO	YES	NONE
25780	f90v2	3872	0.282842712	NOT_SIGNIFICANT	NO	YES	PAGE
25800	f90v1	3875	0.223606798	NOT_SIGNIFICANT	NO	YES	PAGE
25820	f90v1	3877	0.634428877	NOT_SIGNIFICANT	NO	YES	NONE
25840	f90v1	3878	0.504975247	NOT_SIGNIFICANT	NO	YES	NONE
25860	f90v1	3881	0.543139025	NOT_SIGNIFICANT	NO	YES	NONE
25880	f90v1	3883	0.282842712	NOT_SIGNIFICANT	NO	YES	PAGE
25900	f93r	3886	0.327871926	NOT_SIGNIFICANT	NO	YES	PAGE
25920	f93r	3888	0.533853913	NOT_SIGNIFICANT	NO	YES	NONE
25940	f93r	3890	0.687386354	NOT_SIGNIFICANT	NO	YES	NONE
25960	f93r	3894	0.681909085	NOT_SIGNIFICANT	NO	YES	NONE
25980	f93r	3898	0.229128785	NOT_SIGNIFICANT	NO	YES	NONE
26000	f93r	3904	0.636396103	NOT_SIGNIFICANT	NO	YES	NONE
26020	f93r	3909	0.212132034	NOT_SIGNIFICANT	NO	YES	NONE
26040	f93r	3914	0.744983221	NOT_SIGNIFICANT	NO	YES	PAGE
26060	f93v	3919	0.291547595	NOT_SIGNIFICANT	NO	YES	PAGE
26080	f93v	3921	0.339116499	NOT_SIGNIFICANT	NO	YES	NONE
26100	f93v	3923	0.320156212	NOT_SIGNIFICANT	NO	YES	NONE
26120	f93v	3925	0.206155281	NOT_SIGNIFICANT	NO	YES	NONE
26140	f93v	3927	0.696419414	NOT_SIGNIFICANT	NO	YES	PAGE
26160	f94r	3930	0.482182538	NOT_SIGNIFICANT	NO	YES	PAGE
26180	f94r	3932	0.250000000	NOT_SIGNIFICANT	NO	YES	NONE
26200	f94r	3934	0.463680925	NOT_SIGNIFICANT	NO	YES	PAGE
26220	f94v	3937	0.963068014	P95	NO	YES	PAGE
26240	f94v	3939	0.424264069	NOT_SIGNIFICANT	NO	YES	NONE
26260	f94v	3942	0.212132034	NOT_SIGNIFICANT	NO	YES	NONE
26280	f94v	3944	0.529150262	NOT_SIGNIFICANT	NO	YES	NONE
26300	f94v	3946	0.206155281	NOT_SIGNIFICANT	NO	YES	PAGE
26320	f95r1	3949	0.655147226	NOT_SIGNIFICANT	NO	YES	PAGE
26340	f95r1	3951	0.544673308	NOT_SIGNIFICANT	NO	YES	NONE
26360	f95r1	3953	0.672681202	NOT_SIGNIFICANT	NO	YES	NONE
26380	f95r1	3955	0.187082869	NOT_SIGNIFICANT	NO	YES	NONE
26400	f95r1	3958	0.891627725	NOT_SIGNIFICANT	NO	YES	PAGE
26420	f95r2	3960	0.597913037	NOT_SIGNIFICANT	NO	YES	PAGE
26440	f95r2	3962	0.409267639	NOT_SIGNIFICANT	NO	YES	NONE
26460	f95r2	3964	0.469041576	NOT_SIGNIFICANT	NO	YES	NONE
26480	f95r2	3966	0.393700394	NOT_SIGNIFICANT	NO	YES	PAGE
26500	f95v2	3969	0.291547595	NOT_SIGNIFICANT	NO	YES	PAGE
26520	f95v2	3971	0.908295106	NOT_SIGNIFICANT	NO	YES	NONE
26540	f95v2	3973	0.187082869	NOT_SIGNIFICANT	NO	YES	PAGE
26560	f95v1	3976	0.782623792	NOT_SIGNIFICANT	NO	YES	PAGE
26580	f95v1	3977	0.474341649	NOT_SIGNIFICANT	NO	YES	NONE
26600	f95v1	3979	0.132287566	NOT_SIGNIFICANT	NO	YES	NONE
26620	f95v1	3982	0.193649167	NOT_SIGNIFICANT	NO	YES	NONE
26640	f95v1	3984	0.364005494	NOT_SIGNIFICANT	NO	YES	NONE
26660	f95v1	3986	0.150000000	NOT_SIGNIFICANT	NO	YES	NONE
26680	f95v1	3988	0.815475322	NOT_SIGNIFICANT	NO	YES	PAGE
26700	f96r	3991	0.969535971	P95	NO	YES	PAGE
26720	f96r	3994	0.335410197	NOT_SIGNIFICANT	NO	YES	NONE
26740	f96r	3997	0.610327781	NOT_SIGNIFICANT	NO	YES	NONE
26760	f96r	4000	0.308220700	NOT_SIGNIFICANT	NO	YES	PAGE
26780	f96v	4004	0.452769257	NOT_SIGNIFICANT	NO	YES	PAGE
26800	f96v	4008	0.346410162	NOT_SIGNIFICANT	NO	YES	NONE
26820	f96v	4014	0.212132034	NOT_SIGNIFICANT	NO	YES	PAGE
26840	f99r	4029	0.589491306	NOT_SIGNIFICANT	NO	YES	PAGE
26860	f99r	4031	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
26880	f99r	4038	0.661437828	NOT_SIGNIFICANT	NO	YES	NONE
26900	f99r	4043	0.223606798	NOT_SIGNIFICANT	NO	YES	NONE
26920	f99r	4047	0.739932429	NOT_SIGNIFICANT	NO	YES	NONE
26940	f99r	4056	0.327871926	NOT_SIGNIFICANT	NO	YES	NONE
26960	f99r	4058	0.320156212	NOT_SIGNIFICANT	NO	YES	NONE
26980	f99r	4062	0.390512484	NOT_SIGNIFICANT	NO	YES	NONE
27000	f99r	4064	0.193649167	NOT_SIGNIFICANT	NO	YES	PAGE
27020	f99v	4071	0.180277564	NOT_SIGNIFICANT	NO	YES	PAGE
27040	f99v	4077	0.628490254	NOT_SIGNIFICANT	NO	YES	NONE
27060	f99v	4081	0.282842712	NOT_SIGNIFICANT	NO	YES	NONE
27080	f99v	4088	0.474341649	NOT_SIGNIFICANT	NO	YES	NONE
27100	f99v	4090	0.517204022	NOT_SIGNIFICANT	NO	YES	NONE
27120	f99v	4099	1.075871740	P95	NO	YES	NONE
27140	f99v	4101	0.409267639	NOT_SIGNIFICANT	NO	YES	NONE
27160	f99v	4104	0.483708086	NOT_SIGNIFICANT	NO	YES	NONE
27180	f99v	4107	1.290938569	P99	NO	YES	PAGE
27200	f100r	4115	1.713913650	P99	NO	YES	PAGE
27220	f100r	4122	0.522015325	NOT_SIGNIFICANT	NO	YES	NONE
27240	f100r	4124	0.452769257	NOT_SIGNIFICANT	NO	YES	NONE
27260	f100r	4132	1.021028893	P95	NO	YES	NONE
27280	f100r	4134	0.484767986	NOT_SIGNIFICANT	NO	YES	NONE
27300	f100r	4136	0.710633520	NOT_SIGNIFICANT	NO	YES	PAGE
27320	f100v	4148	1.124722188	P95	NO	YES	PAGE
27340	f100v	4152	0.463680925	NOT_SIGNIFICANT	NO	YES	NONE
27360	f100v	4154	0.304138127	NOT_SIGNIFICANT	NO	YES	NONE
27380	f100v	4156	0.587367006	NOT_SIGNIFICANT	NO	YES	NONE
27400	f100v	4158	0.600000000	NOT_SIGNIFICANT	NO	YES	PAGE
27420	f101r	4160	0.458257569	NOT_SIGNIFICANT	NO	YES	PAGE
27440	f101r	4161	0.370809924	NOT_SIGNIFICANT	NO	YES	NONE
27460	f101r	4162	0.380788655	NOT_SIGNIFICANT	NO	YES	NONE
27480	f101r	4162	0.165831240	NOT_SIGNIFICANT	NO	YES	NONE
27500	f101r	4163	0.259807621	NOT_SIGNIFICANT	NO	YES	NONE
27520	f101r	4164	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
27540	f101r	4165	0.444409721	NOT_SIGNIFICANT	NO	YES	NONE
27560	f101r	4166	0.217944947	NOT_SIGNIFICANT	NO	YES	NONE
27580	f101r	4167	0.874333678	NOT_SIGNIFICANT	NO	YES	NONE
27600	f101r	4168	0.741994464	NOT_SIGNIFICANT	NO	YES	NONE
27620	f101r	4169	0.474341649	NOT_SIGNIFICANT	NO	YES	PAGE
27640	f101v	4171	1.075871740	P95	NO	YES	PAGE
27660	f101v	4188	1.819340540	P99	NO	YES	NONE
27680	f101v	4189	0.327871926	NOT_SIGNIFICANT	NO	YES	NONE
27700	f101v	4189	0.758287544	NOT_SIGNIFICANT	NO	YES	NONE
27720	f101v	4191	0.890224691	NOT_SIGNIFICANT	NO	YES	NONE
27740	f101v	4191	1.078898692	P95	NO	YES	NONE
27760	f101v	4192	0.428921336	NOT_SIGNIFICANT	NO	YES	NONE
27780	f101v	4193	0.403112887	NOT_SIGNIFICANT	NO	YES	NONE
27800	f101v	4194	0.418330013	NOT_SIGNIFICANT	NO	YES	NONE
27820	f101v	4195	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
27840	f101v	4196	0.306550996	NOT_SIGNIFICANT	NO	YES	NONE
27860	f101v	4197	1.594215289	P99	NO	YES	PAGE
27880	f102r1	4202	0.589491306	NOT_SIGNIFICANT	NO	YES	PAGE
27900	f102r1	4206	0.173205081	NOT_SIGNIFICANT	NO	YES	NONE
27920	f102r1	4208	0.517204022	NOT_SIGNIFICANT	NO	YES	NONE
27940	f102r1	4211	1.417744688	P99	NO	YES	NONE
27960	f102r1	4213	0.234520788	NOT_SIGNIFICANT	NO	YES	PAGE
27980	f102r2	4217	0.180277564	NOT_SIGNIFICANT	NO	YES	PAGE
28000	f102r2	4220	0.250000000	NOT_SIGNIFICANT	NO	YES	NONE
28020	f102r2	4223	0.628490254	NOT_SIGNIFICANT	NO	YES	NONE
28040	f102r2	4225	0.835164654	NOT_SIGNIFICANT	NO	YES	NONE
28060	f102r2	4228	0.494974747	NOT_SIGNIFICANT	NO	YES	NONE
28080	f102r2	4231	0.496608637	NOT_SIGNIFICANT	NO	YES	NONE
28100	f102r2	4233	0.722232745	NOT_SIGNIFICANT	NO	YES	PAGE
28120	f102v2	4238	0.421307489	NOT_SIGNIFICANT	NO	YES	PAGE
28140	f102v2	4253	1.409787218	P99	NO	YES	NONE
28160	f102v2	4255	0.833666600	NOT_SIGNIFICANT	NO	YES	NONE
28180	f102v2	4257	0.934077085	P95	NO	YES	NONE
28200	f102v2	4258	1.465101494	P99	NO	YES	NONE
28220	f102v2	4266	0.586534217	NOT_SIGNIFICANT	NO	YES	NONE
28240	f102v2	4268	0.821583836	NOT_SIGNIFICANT	NO	YES	NONE
28260	f102v2	4270	1.064189833	P95	NO	YES	NONE
28280	f102v2	4272	0.528271959	NOT_SIGNIFICANT	NO	YES	NONE
28300	f102v2	4274	0.625717498	NOT_SIGNIFICANT	NO	YES	PAGE
28320	f102v1	4282	0.353553391	NOT_SIGNIFICANT	NO	YES	PAGE
28340	f102v1	4284	0.320156212	NOT_SIGNIFICANT	NO	YES	NONE
28360	f102v1	4286	0.609171201	NOT_SIGNIFICANT	NO	YES	NONE
28380	f102v1	4288	1.158054209	P95	NO	YES	NONE
28400	f102v1	4294	0.638357267	NOT_SIGNIFICANT	NO	YES	NONE
28420	f102v1	4297	0.512347538	NOT_SIGNIFICANT	NO	YES	PAGE
28440	f103r	4300	0.370809924	NOT_SIGNIFICANT	NO	YES	PAGE
28460	f103r	4301	1.002496883	P95	NO	YES	NONE
28480	f103r	4303	1.395528574	P99	NO	YES	NONE
28500	f103r	4304	0.804673847	NOT_SIGNIFICANT	NO	YES	NONE
28520	f103r	4306	0.264575131	NOT_SIGNIFICANT	NO	YES	NONE
28540	f103r	4308	0.474341649	NOT_SIGNIFICANT	NO	YES	NONE
28560	f103r	4309	0.357071421	NOT_SIGNIFICANT	NO	YES	NONE
28580	f103r	4311	0.244948974	NOT_SIGNIFICANT	NO	YES	NONE
28600	f103r	4313	0.287228132	NOT_SIGNIFICANT	NO	YES	NONE
28620	f103r	4315	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
28640	f103r	4317	0.487339717	NOT_SIGNIFICANT	NO	YES	NONE
28660	f103r	4319	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
28680	f103r	4321	0.502493781	NOT_SIGNIFICANT	NO	YES	NONE
28700	f103r	4323	0.335410197	NOT_SIGNIFICANT	NO	YES	NONE
28720	f103r	4325	1.273220150	P99	NO	YES	NONE
28740	f103r	4327	0.675199268	NOT_SIGNIFICANT	NO	YES	NONE
